index,transaction_hash,trace_involved_amt,from_address,to_address,block_timestamp,contract_block_involved,contract_tx_count,contract_block_per_tx,contract_main_active_days,sender_block_involved,sender_tx_count,sender_block_per_tx,sender_main_active_days,contract_interact,sender_tx_count_call_contract,sender_days_call_contract,trace_amt,distinct_sender_in_contract,contract_lifetime_days,contract_lifetime_block,distinct_contract_sender_called,sender_lifetime_days,sender_lifetime_block,contract_involved_amt,max_breadth,depth,distinct_was_called_in_sample,distinct_sender_call_in_sample,gas,gas_price,receipt_cumulative_gas_used,receipt_gas_used,value,nonce,transaction_type,z_trace_involved_amt,z_contract_block_involved,z_contract_tx_count,z_contract_main_active_days,z_sender_block_involved,z_sender_tx_count,z_sender_main_active_days,z_contract_interact,z_sender_tx_count_call_contract,z_sender_days_call_contract,z_trace_amt,z_distinct_sender_in_contract,z_contract_lifetime_days,z_contract_lifetime_block,z_distinct_contract_sender_called,z_sender_lifetime_days,z_sender_lifetime_block,z_contract_involved_amt,z_max_breadth,z_depth,z_distinct_was_called_in_sample,z_distinct_sender_call_in_sample,z_gas,z_gas_price,z_receipt_cumulative_gas_used,z_receipt_gas_used,z_value,z_nonce,involved_trace_ratio,contract_active_day_ratio,tx_count_per_distinct_caller,contract_block_ratio,sender_active_day_ratio,sender_tx_count_per_contract,sender_block_ratio,tx_sender_call_contract,sender_call_contract_tx_ratio,sender_tx_count_call_contract_per_days,sender_call_contract_day_ratio,is_sus,add_feat_hash
411,0x614037b893b71145006b4a41d079ddc3180199c4348bb1593cdf299cc15b5243,1,0xd7963c15a9c987b4885569ee7de027e9a366604d,0x14e0a1f310e2b7e321c91f58847e98b8c802f6ef,2022-02-02 18:05:44+00:00,582,10472,0.0555767761650114,4,209,213,0.9812206572769951,66,1,2,1,1,6834,3,18719,71,106,680490,2,1.0,0.0,1,0,46175,158207352152,24177921,46175,0.0,188,2.0,-0.1428571428571428,-0.5619162322482477,-0.5618687013156205,-0.561717181934734,0.0996915005156704,0.0865887640317226,0.3849981210000984,0.6329215348246419,-0.2808720588658276,-0.3302548377748745,-0.2607377162728975,-0.5612111817166319,-0.5643592135089383,-0.5644420617544169,0.2603006556371455,-0.2390574041631831,-0.2366584703444805,-0.5888015039841447,-0.5888015039841447,-0.1835126427344445,-0.142857142857143,-0.5990059360838172,-0.1773527082138452,-0.8597350409537932,0.8006576477103731,-0.2346455171775091,-0.0,0.0757675557296385,1.0,1.0,1.5323383084577114,0.0310897435897435,0.616822429906542,3.0,0.000307131174402,0.0093896713615023,0.0001909854851031,2.0,0.25,0,
483,0xfa280d80062e535843aef341f4b06af9a01e05e248c3a58eb061dc9b4a4e5dea,1,0x805b2aa0a12bae969b42cb520b3788ef0c48236a,0x14e0a1f310e2b7e321c91f58847e98b8c802f6ef,2022-02-02 18:05:44+00:00,582,10472,0.0555767761650114,4,694,767,0.9048239895697524,167,2,2,1,1,6834,3,18719,173,255,1636889,2,1.0,0.0,1,0,46175,158207352152,22679975,46175,0.0,751,2.0,-0.1428571428571428,-0.5619162322482477,-0.5618687013156205,-0.561717181934734,1.2888301564453355,1.3951041833872693,1.9075043943364312,0.4131571130105301,-0.2808720588658276,-0.3302548377748745,-0.2607377162728975,-0.5612111817166319,-0.5643592135089383,-0.5644420617544169,1.3422349211216131,0.1080440694317719,0.1240507440323583,-0.5888015039841447,-0.5888015039841447,-0.1835126427344445,-0.142857142857143,-0.5990059360838172,-0.1773527082138452,-0.8597350409537932,0.5977794792576652,-0.2346455171775091,-0.0,1.4901287585077063,1.0,1.0,1.5323383084577114,0.0310897435897435,0.65234375,4.433526011560693,0.0004239747325721,0.0026075619295958,0.0001909854851031,2.0,0.25,0,
488,0xf5fcf2614313aae0480bb4bf0764faf80f24971f8d45475abc21a2a37f6d5403,1,0xd89ac346bf401409e4af1a203a1fe02344807471,0x14e0a1f310e2b7e321c91f58847e98b8c802f6ef,2022-02-02 18:05:44+00:00,582,10472,0.0555767761650114,4,2,2,1.0,1,3,1,1,1,6834,3,18719,1,0,0,2,1.0,0.0,1,0,185331,158207352152,21312850,185331,4e+17,0,2.0,-0.1428571428571428,-0.5619162322482477,-0.5618687013156205,-0.561717181934734,-0.4078377814996711,-0.4117808270946679,-0.5948326489688286,0.5596667275532713,-0.296424221593725,-0.3302548377748745,-0.2607377162728975,-0.5612111817166319,-0.5643592135089383,-0.5644420617544169,-0.4822032520482736,-0.4859886538347618,-0.4933076442680156,-0.5888015039841447,-0.5888015039841447,-0.1835126427344445,-0.142857142857143,-0.5990059360838172,-0.1437919081609335,-0.8597350409537932,0.4126193893439378,-0.1197661695655572,-0.0,-0.3965235741500715,1.0,1.0,1.5323383084577114,0.0310897435897435,1.0,2.0,2.0,0.5,9.549274255156608e-05,1.0,0.25,0,
421,0xc407708ef51e9c7a244b256ff74451f075a7b3f032ef5ae242c810549661920d,1,0x962a32159e52e2662b4999bc951186eb6f57df08,0x14e0a1f310e2b7e321c91f58847e98b8c802f6ef,2022-02-02 18:05:44+00:00,582,10472,0.0555767761650114,4,118,123,0.959349593495935,52,4,1,1,1,6834,3,18719,35,164,1054099,2,1.0,0.0,1,0,185327,158207352152,11290416,185327,4e+17,95,2.0,-0.1428571428571428,-0.5619162322482477,-0.5618687013156205,-0.561717181934734,-0.1234252369886584,-0.1259859430837994,0.1739576474683295,0.3887388439200732,-0.296424221593725,-0.3302548377748745,-0.2607377162728975,-0.5612111817166319,-0.5643592135089383,-0.5644420617544169,-0.1215584968867843,-0.1039440788711872,-0.0957505345623264,-0.5888015039841447,-0.5888015039841447,-0.1835126427344445,-0.142857142857143,-0.5990059360838172,-0.1437928728566722,-0.8597350409537932,-0.9447947319649392,-0.1197694717400265,-0.0,-0.1578658223491541,1.0,1.0,1.5323383084577114,0.0310897435897435,0.3151515151515151,3.5142857142857142,0.0001119438383455,0.008130081300813,9.549274255156608e-05,1.0,0.25,0,
88,0x43c35141935d3f93ac1575590c14398f9bdc143436695250fc27b4738920cac1,1,0x0c937363531553d5b98e0c4fdce4e15392a291e6,0x14e0a1f310e2b7e321c91f58847e98b8c802f6ef,2022-02-02 18:05:44+00:00,582,10472,0.0555767761650114,4,3,3,1.0,1,5,2,1,1,6834,3,18719,1,0,5,2,1.0,0.0,1,0,96118,158207352152,28211710,86518,0.0,1,2.0,-0.1428571428571428,-0.5619162322482477,-0.5618687013156205,-0.561717181934734,-0.4053859492194038,-0.4094188859044955,-0.5948326489688286,0.6207124002794134,-0.2808720588658276,-0.3302548377748745,-0.2607377162728975,-0.5612111817166319,-0.5643592135089383,-0.5644420617544169,-0.4822032520482736,-0.4859886538347618,-0.4933057585005986,-0.5888015039841447,-0.5888015039841447,-0.1835126427344445,-0.142857142857143,-0.5990059360838172,-0.165307758394631,-0.8597350409537932,1.3469842337453035,-0.2013406110239191,-0.0,-0.3940113872890092,1.0,1.0,1.5323383084577114,0.0310897435897435,1.0,3.0,0.5,0.6666666666666666,0.0001909854851031,2.0,0.25,0,
477,0xc9c82a8b99138177d9db228c4976ff11b3461c3207434ad3033a38aef4b13860,1,0x4f62d92afb85b7c6724507cb2bc322403da86528,0x14e0a1f310e2b7e321c91f58847e98b8c802f6ef,2022-02-02 18:05:44+00:00,582,10472,0.0555767761650114,4,5,5,1.0,3,6,1,1,1,6834,3,18719,2,2,15917,2,1.0,0.0,1,0,185351,158207352152,12795997,185351,4e+17,1,2.0,-0.1428571428571428,-0.5619162322482477,-0.5618687013156205,-0.561717181934734,-0.4004822846588691,-0.4046950035241505,-0.5646840098928617,0.5474575930080429,-0.296424221593725,-0.3302548377748745,-0.2607377162728975,-0.5612111817166319,-0.5643592135089383,-0.5644420617544169,-0.4715960533670533,-0.4813295736522792,-0.4873044922726286,-0.5888015039841447,-0.5888015039841447,-0.1835126427344445,-0.142857142857143,-0.5990059360838172,-0.1437870846822401,-0.8597350409537932,-0.7408824976539583,-0.1197496586932108,-0.0,-0.3940113872890092,1.0,1.0,1.5323383084577114,0.0310897435897435,1.0,2.5,0.0003141098127905,0.2,9.549274255156608e-05,1.0,0.25,0,
110,0x066bd121dd51a12c19cbd70dd84b0ebf5a3a195808520f447369246b26f66e01,1,0xe77064473be26ce57405f2aaa341470d9626f725,0x14e0a1f310e2b7e321c91f58847e98b8c802f6ef,2022-02-02 18:05:44+00:00,582,10472,0.0555767761650114,4,180,181,0.994475138121547,62,7,1,1,1,6834,3,18719,80,112,717095,2,1.0,0.0,1,0,185331,158207352152,19836892,185331,4e+17,173,2.0,-0.1428571428571428,-0.5619162322482477,-0.5618687013156205,-0.561717181934734,0.0285883643879173,0.0110066459462036,0.3247008428481644,0.4742027857366722,-0.296424221593725,-0.3302548377748745,-0.2607377162728975,-0.5612111817166319,-0.5643592135089383,-0.5644420617544169,0.3557654437681279,-0.2250801636157352,-0.2228527670843723,-0.5888015039841447,-0.5888015039841447,-0.1835126427344445,-0.142857142857143,-0.5990059360838172,-0.1437919081609335,-0.8597350409537932,0.2127192222129986,-0.1197661695655572,-0.0,0.0380847528137042,1.0,1.0,1.5323383084577114,0.0310897435897435,0.5486725663716814,2.2625,0.0002510124167475,0.005524861878453,9.549274255156608e-05,1.0,0.25,0,
509,0x541fd90f50916e9d6ec4a97f342401716e95282f5ae9729feb1cdf18c9ae7bbc,1,0xc981943355084aede2b7def9f00637fd269942d5,0x14e0a1f310e2b7e321c91f58847e98b8c802f6ef,2022-02-02 18:05:44+00:00,582,10472,0.0555767761650114,4,4,4,1.0,2,8,1,1,1,6834,3,18719,1,0,0,2,1.0,0.0,1,0,185351,158207352152,16010356,185351,4e+17,0,2.0,-0.1428571428571428,-0.5619162322482477,-0.5618687013156205,-0.561717181934734,-0.4029341169391364,-0.407056944714323,-0.5797583294308452,0.4375753821009869,-0.296424221593725,-0.3302548377748745,-0.2607377162728975,-0.5612111817166319,-0.5643592135089383,-0.5644420617544169,-0.4822032520482736,-0.4859886538347618,-0.4933076442680156,-0.5888015039841447,-0.5888015039841447,-0.1835126427344445,-0.142857142857143,-0.5990059360838172,-0.1437870846822401,-0.8597350409537932,-0.305537520819361,-0.1197496586932108,-0.0,-0.3965235741500715,1.0,1.0,1.5323383084577114,0.0310897435897435,2.0,4.0,4.0,0.25,9.549274255156608e-05,1.0,0.25,0,
101,0xa8e9fa1457dc1c4fb544db66c72bd173f38e972c27ec07f2a8cbe3d45ccbb89a,1,0x8cf0f3760286c539317ca973db236bfb2eecac63,0x14e0a1f310e2b7e321c91f58847e98b8c802f6ef,2022-02-02 18:05:44+00:00,582,10472,0.0555767761650114,4,5,5,1.0,2,9,2,1,1,6834,3,18719,2,0,85,2,1.0,0.0,1,0,46175,158207352152,29972823,46175,0.0,2,2.0,-0.1428571428571428,-0.5619162322482477,-0.5618687013156205,-0.561717181934734,-0.4004822846588691,-0.4046950035241505,-0.5797583294308452,0.608503265734185,-0.2808720588658276,-0.3302548377748745,-0.2607377162728975,-0.5612111817166319,-0.5643592135089383,-0.5644420617544169,-0.4715960533670533,-0.4859886538347618,-0.4932755862219261,-0.5888015039841447,-0.5888015039841447,-0.1835126427344445,-0.142857142857143,-0.5990059360838172,-0.1773527082138452,-0.8597350409537932,1.585505101572484,-0.2346455171775091,-0.0,-0.3914992004279469,1.0,1.0,1.5323383084577114,0.0310897435897435,2.0,2.5,0.0581395348837209,0.4,0.0001909854851031,2.0,0.25,0,
125,0xfb311ec1d7f1ab2c7aa1b6fcfd9ad22b1b84e3bba2a6d95500b8cdc6c877e532,1,0x29a362514be88b592fdf30fdccdbeb1dfc18023b,0x14e0a1f310e2b7e321c91f58847e98b8c802f6ef,2022-02-02 18:05:44+00:00,582,10472,0.0555767761650114,4,2,2,1.0,1,10,1,1,1,6834,3,18719,1,0,0,2,1.0,0.0,1,0,185331,158207352152,12610646,185331,4e+17,0,2.0,-0.1428571428571428,-0.5619162322482477,-0.5618687013156205,-0.561717181934734,-0.4078377814996711,-0.4117808270946679,-0.5948326489688286,0.5718758620984997,-0.296424221593725,-0.3302548377748745,-0.2607377162728975,-0.5612111817166319,-0.5643592135089383,-0.5644420617544169,-0.4822032520482736,-0.4859886538347618,-0.4933076442680156,-0.5888015039841447,-0.5888015039841447,-0.1835126427344445,-0.142857142857143,-0.5990059360838172,-0.1437919081609335,-0.8597350409537932,-0.765985986965908,-0.1197661695655572,-0.0,-0.3965235741500715,1.0,1.0,1.5323383084577114,0.0310897435897435,1.0,2.0,2.0,0.5,9.549274255156608e-05,1.0,0.25,0,
