index,transaction_hash,trace_involved_amt,from_address,to_address,block_timestamp,contract_block_involved,contract_tx_count,contract_block_per_tx,contract_main_active_days,sender_block_involved,sender_tx_count,sender_block_per_tx,sender_main_active_days,contract_interact,sender_tx_count_call_contract,sender_days_call_contract,trace_amt,distinct_sender_in_contract,contract_lifetime_days,contract_lifetime_block,distinct_contract_sender_called,sender_lifetime_days,sender_lifetime_block,contract_involved_amt,max_breadth,depth,distinct_was_called_in_sample,distinct_sender_call_in_sample,gas,gas_price,receipt_cumulative_gas_used,receipt_gas_used,value,nonce,transaction_type,z_trace_involved_amt,z_contract_block_involved,z_contract_tx_count,z_contract_main_active_days,z_sender_block_involved,z_sender_tx_count,z_sender_main_active_days,z_contract_interact,z_sender_tx_count_call_contract,z_sender_days_call_contract,z_trace_amt,z_distinct_sender_in_contract,z_contract_lifetime_days,z_contract_lifetime_block,z_distinct_contract_sender_called,z_sender_lifetime_days,z_sender_lifetime_block,z_contract_involved_amt,z_max_breadth,z_depth,z_distinct_was_called_in_sample,z_distinct_sender_call_in_sample,z_gas,z_gas_price,z_receipt_cumulative_gas_used,z_receipt_gas_used,z_value,z_nonce,involved_trace_ratio,contract_active_day_ratio,tx_count_per_distinct_caller,contract_block_ratio,sender_active_day_ratio,sender_tx_count_per_contract,sender_block_ratio,tx_sender_call_contract,sender_call_contract_tx_ratio,sender_tx_count_call_contract_per_days,sender_call_contract_day_ratio,is_sus
17,0x69272d8c84d67d1da2f6425b339192fa472898dce936f24818fda415c1c1ff3f,6,0x8efab89b497b887cdaa2fb08ff71e4b3827774b2,0x10c509aa9ab291c76c45414e7cdbd375e1d5ace8,2021-12-21 14:18:15+00:00,2,2,1.0,1,3,3,1.0,1,1,2,1,15,1,0,24,1,0,25,5,7.0,4.0,2,1,10000000,52770827300,14328034,190098,0.0,2,2.0,6.623853381314796,-9.808288330391319,-9.808444693010946,-9.044130720359723,-0.6891236836162756,-0.6662783165740406,-1.0700580835426778,-1.681508939604337,-0.41336894414633557,-0.8586679059052371,3.6974902102991827,-9.932905890103937,-9.237255931952276,-9.230497160825847,-0.7821000721967427,-1.18116184124921,-1.2139459078820711,-1.6401331959231251,2.708012801545319,1.8604358866676438,9.9498743710662,-4.9639727679577,9.937747949588212,-0.47215463334830454,0.5094367803928029,2.4528079599591215,0.0,-0.6497147895342786,0.4,1.0,2.0,0.08,1.0,3.0,0.11538461538461539,0.6666666666666666,1.0,2.0,1.0,1
318,0x616a052f2b8c878e4b3178eafd199c0bf81b67b12611342ddcaf9a0b584a582a,3,0x5036d886044966eb325cb216283ee13eb85496b0,0xc9f27a50f82571c1c8423a42970613b8dbda14ef,2021-12-08 10:15:58+00:00,1592,1628,0.9778869778869779,85,1477,1595,0.9260188087774295,214,1,1,1,13,916,97,615570,257,1463,9078068,7,7.0,3.0,1,3,287701,65321690200,13675406,185411,0.0,1561,-1.0,1.2963573641715285,-0.18329854756230335,-0.19093072019827353,-0.44626991784482106,0.7400865674676818,0.738047108392692,0.7829693294214716,-1.681508939604337,-0.8226451264694401,-0.8586679059052371,2.587132789788918,0.034531997929031805,-0.38598827019814447,-0.3988406585339922,0.7944166087667702,1.6583001419700778,1.6640115449930017,0.38472260151283166,2.708012801545319,0.3478863853118358,-0.1005037815259213,0.37363235887853696,0.023500188249728913,0.10908633272900957,0.41594320898756326,2.312408189161064,0.0,0.7377887814417774,0.23076923076923078,0.8673469387755102,1.777292576419214,0.0025862166996171035,0.14617486338797814,6.206225680933852,0.0001626997988228554,0.0006269592476489029,0.0006142506142506142,1.0,0.011764705882352941,0
915,0x498ed1d2461e3b74b3918434dff36924cd51ef27d2f2f1257d6549a71a077919,2,0xfcb582cdb82a88a2ce12d7c35b6e9692cbb38425,0xc9f27a50f82571c1c8423a42970613b8dbda14ef,2021-12-08 10:21:49+00:00,1593,1629,0.9779005524861878,85,150,238,0.6302521008403361,37,2,2,2,8,916,97,615591,29,189,1208918,7,6.0,3.0,1,3,140962,70396524677,6776209,88877,0.0,235,-1.0,-0.47947464154289415,-0.1772450948687002,-0.18501588995669133,-0.44626991784482106,-0.5465905038948768,-0.4589815358785744,-0.7568703517740891,-1.6468457992290673,-0.41336894414633557,-0.35652293169164817,-0.18876076148674498,0.034531997929031805,-0.38598827019814447,-0.39853935727210743,-0.6096685602163585,-0.8143413936562878,-0.8306978202624702,0.38472260151283166,-0.3692744729379984,0.3478863853118358,-0.1005037815259213,0.37363235887853696,-0.12628996980152626,0.344106165038224,-0.5724154997382581,-0.5792819056159131,0.0,-0.44234575038262947,0.25,0.8673469387755102,1.7783842794759825,0.002587752927263512,0.19473684210526315,8.206896551724139,0.00012407779181235467,0.008403361344537815,0.0012277470841006752,1.0,0.023529411764705882,0
436,0xc4a34448d312c82f81b08142a4dd707c9057d918a5fa5ad444fc03a22ed368c2,2,0xd5c58b0d819be34b7b8ff69e76e6a4b5fb912263,0xc9f27a50f82571c1c8423a42970613b8dbda14ef,2021-12-08 10:33:29+00:00,1594,1630,0.9779141104294479,85,1145,1169,0.979469632164243,253,3,2,1,8,916,97,615636,296,1392,8670275,7,6.0,3.0,1,3,140926,59902581501,13247399,88853,0.0,1096,2.0,-0.47947464154289415,-0.17119164217509703,-0.17910105971510912,-0.44626991784482106,0.418174896260169,0.36226656125963425,1.1222560388374425,-1.6121826588537975,-0.41336894414633557,-0.8586679059052371,-0.18876076148674498,0.034531997929031805,-0.38598827019814447,-0.39789371171092575,1.0345890718823054,1.520499868006599,1.534731379259012,0.38472260151283166,-0.3692744729379984,0.3478863853118358,-0.1005037815259213,0.37363235887853696,-0.12632671835296688,-0.14187712696145816,0.3546281826380312,-0.5800008291275738,0.0,0.3239406990146664,0.25,0.8673469387755102,1.779475982532751,0.0025891881092267033,0.18162239770279973,3.949324324324324,0.00013206038654363483,0.001710863986313088,0.001226993865030675,2.0,0.011764705882352941,0
443,0xd59f1c00e8356096dc649b21531abe5be48741c08bc195d6bae71429ffa2904d,2,0x14647973d093256920ce9c6c8a6646b3a4e43869,0xc9f27a50f82571c1c8423a42970613b8dbda14ef,2021-12-08 10:37:36+00:00,1595,1632,0.977328431372549,85,262,282,0.9290780141843972,54,4,2,2,8,916,97,615648,81,344,2216171,7,6.0,3.0,1,3,140944,77963779790,9531520,88865,0.0,271,2.0,-0.47947464154289415,-0.1651381894814939,-0.1672713992319447,-0.44626991784482106,-0.43799379553571594,-0.42016852162069984,-0.608976145105589,-1.5775195184785278,-0.41336894414633557,-0.35652293169164817,-0.18876076148674498,0.034531997929031805,-0.38598827019814447,-0.3977215395612773,-0.289438609395645,-0.5135098096515102,-0.51137445086658,0.38472260151283166,-0.3692744729379984,0.3478863853118358,-0.1005037815259213,0.37363235887853696,-0.1263083440772466,0.6945520831777341,-0.177697734453682,-0.5796413673717434,0.0,-0.4103058988398854,0.25,0.8673469387755102,1.7816593886462881,0.002590761943899852,0.1565217391304348,3.4814814814814814,0.00011822187086561873,0.0070921985815602835,0.0012254901960784314,1.0,0.023529411764705882,0
690,0xc87e0475d145ccc4999e0f2e9a158bfc418c6955c0529f4842989263ffedda8e,2,0x6fe7e0c399dfddb13b9615683280a09208d4fd5d,0xc9f27a50f82571c1c8423a42970613b8dbda14ef,2021-12-08 10:37:36+00:00,1595,1632,0.977328431372549,85,238,240,0.9916666666666667,52,5,7,7,8,916,97,615648,65,90,571168,7,6.0,3.0,1,3,140926,75000000000,12099720,88853,0.0,234,-1.0,-0.47947464154289415,-0.1651381894814939,-0.1672713992319447,-0.44626991784482106,-0.46126451875553615,-0.4572173079577619,-0.6263754635371772,-1.542856378103258,1.6330119674691874,2.154201939376297,-0.18876076148674498,0.034531997929031805,-0.38598827019814447,-0.3977215395612773,-0.38797090195586453,-1.0064854376335328,-1.0328798726685975,0.38472260151283166,-0.3692744729379984,0.3478863853118358,-0.1005037815259213,0.37363235887853696,-0.12632671835296688,0.5572969603941031,0.1902150582596808,-0.5800008291275738,0.0,-0.4432357462588168,0.25,0.8673469387755102,1.7816593886462881,0.002590761943899852,0.5714285714285714,3.6923076923076925,0.0004166892811059424,0.029166666666666667,0.00428921568627451,1.0,0.08235294117647059,0
982,0x8c3cace64cb5af94d88bd4d42cbdcf915329e0e9af088434c65b177cc30c4fe7,2,0x5036d886044966eb325cb216283ee13eb85496b0,0xc9f27a50f82571c1c8423a42970613b8dbda14ef,2021-12-08 10:43:24+00:00,1596,1633,0.977342314758114,85,1478,1596,0.9260651629072681,214,6,2,1,8,916,97,615670,257,1463,9078168,7,6.0,3.0,1,3,140926,77541307122,13584041,88853,0.0,1562,2.0,-0.47947464154289415,-0.15908473678789073,-0.1613565689903625,-0.44626991784482106,0.7410561809351743,0.7389292223530983,0.7829693294214716,-1.508193237727988,-0.41336894414633557,-0.8586679059052371,-0.18876076148674498,0.034531997929031805,-0.38598827019814447,-0.39740589062025516,0.7944166087667702,1.6583001419700778,1.664043247392438,0.38472260151283166,-0.3692744729379984,0.3478863853118358,-0.1005037815259213,0.37363235887853696,-0.12632671835296688,0.6749870203094608,0.40285452730145765,-0.5800008291275738,0.0,0.7386787773179647,0.25,0.8673469387755102,1.7827510917030567,0.002592293611360613,0.14617486338797814,6.21011673151751,0.00016280816098488584,0.0012531328320802004,0.001224739742804654,2.0,0.011764705882352941,0
572,0x9091fddbb0d24b4410c94f56d2523584923ae81b63232a33d471620b96d0915f,2,0xe00954673ea4d16dcfb58b965b76023e338fe652,0xc9f27a50f82571c1c8423a42970613b8dbda14ef,2021-12-08 12:00:00+00:00,1597,1634,0.9773561811505508,85,628,644,0.9751552795031055,132,7,4,4,8,916,97,616004,129,334,2149748,7,6.0,3.0,1,3,140944,70198931452,11449829,88865,0.0,631,2.0,-0.47947464154289415,-0.15303128409428757,-0.15544173874878028,-0.44626991784482106,-0.08311526643345785,-0.1008432679536413,0.06959727372635302,-1.4735300973527183,0.4051834204998736,0.6477670167355298,-0.18876076148674498,0.034531997929031805,-0.38598827019814447,-0.3926137657883734,0.006158268285013722,-0.5329182989421409,-0.5324321356442706,0.38472260151283166,-0.3692744729379984,0.3478863853118358,-0.1005037815259213,0.37363235887853696,-0.1263083440772466,0.33495545740127486,0.09711358143962001,-0.5796413673717434,0.0,-0.08990738341244461,0.25,0.8673469387755102,1.7838427947598254,0.0025925114244202564,0.3940298507462687,4.992248062015504,0.0002921271273995243,0.006211180124223602,0.0024479804161566705,1.0,0.047058823529411764,0
624,0x1bf1c9bfed06a71ad10144164624eb97767561480f311dfa2176c46959cd06e0,2,0xf49d2bcc52f0b46a98204721f98ce9d4e6730bed,0xc9f27a50f82571c1c8423a42970613b8dbda14ef,2021-12-08 12:29:57+00:00,1598,1635,0.9773700305810398,85,1483,1507,0.9840743198407432,248,8,3,3,8,916,97,616123,299,530,3421645,7,6.0,3.0,1,3,140944,53571579699,25074686,88865,0.0,1466,2.0,-0.47947464154289415,-0.1469778314006844,-0.14952690850719808,-0.44626991784482106,0.7459042482726368,0.6604210798769431,1.0787577427584718,-1.4388669569774486,-0.0040927618232309585,0.14562204252194083,-0.18876076148674498,0.034531997929031805,-0.38598827019814447,-0.39090639197102633,1.0530638767373466,-0.152511908845777,-0.1292102682837121,0.38472260151283166,-0.3692744729379984,0.3478863853118358,-0.1005037815259213,0.37363235887853696,-0.1263083440772466,-0.43507111951408944,2.048970597711799,-0.5796413673717434,0.0,0.6532391732039805,0.25,0.8673469387755102,1.784934497816594,0.0025936337490505158,0.4670433145009416,5.040133779264214,0.0004334171331575505,0.0019907100199071004,0.001834862385321101,1.0,0.03529411764705882,0
940,0x560efda087c576fc89fa32198dcde54397c8439582adb55ceb58d3b5f1527255,2,0xe3f0254b09aec48ffa46f9eee5a3bc7a8e510e6d,0xc9f27a50f82571c1c8423a42970613b8dbda14ef,2021-12-08 13:02:17+00:00,1599,1636,0.9773838630806846,85,538,554,0.9711191335740073,149,9,3,3,8,916,97,616267,141,427,2754321,7,6.0,3.0,1,3,140944,65165889604,4778175,88865,0.0,550,2.0,-0.47947464154289415,-0.14092437870708127,-0.14361207826561587,-0.44626991784482106,-0.1703804785077836,-0.18023352439020282,0.2174914803948532,-1.4042038166021789,-0.0040927618232309585,0.14562204252194083,-0.18876076148674498,0.034531997929031805,-0.38598827019814447,-0.38884032617524494,0.0800574877051784,-0.35241934853927437,-0.3407679882991829,0.38472260151283166,-0.3692744729379984,0.3478863853118358,-0.1005037815259213,0.37363235887853696,-0.1263083440772466,0.10187107672183406,-0.8586479850884066,-0.5796413673717434,0.0,-0.16199704938361878,0.25,0.8673469387755102,1.7860262008733625,0.0025946503793803995,0.34813084112149534,3.9290780141843973,0.0001953293768847651,0.005415162454873646,0.0018337408312958435,1.0,0.03529411764705882,0
