index,transaction_hash,trace_involved_amt,from_address,to_address,block_timestamp,gas,gas_price,receipt_cumulative_gas_used,receipt_gas_used,value,nonce,transaction_type,rn,lb_block_timestamp,contract_block_involved,contract_tx_count,contract_block_per_tx,contract_main_active_days,sender_block_involved,sender_tx_count,sender_block_per_tx,sender_main_active_days,contract_interact,add_feat_hash,sender_tx_count_call_contract,sender_days_call_contract,trace_amt,distinct_sender_in_contract,contract_lifetime_days,contract_lifetime_block,distinct_contract_sender_called,sender_lifetime_days,sender_lifetime_block,contract_involved_amt,max_breadth,depth,distinct_was_called_in_sample,distinct_sender_call_in_sample,z_trace_involved_amt,z_contract_block_involved,z_contract_tx_count,z_contract_main_active_days,z_sender_block_involved,z_sender_tx_count,z_sender_main_active_days,z_contract_interact,z_sender_tx_count_call_contract,z_sender_days_call_contract,z_trace_amt,z_distinct_sender_in_contract,z_contract_lifetime_days,z_contract_lifetime_block,z_distinct_contract_sender_called,z_sender_lifetime_days,z_sender_lifetime_block,z_contract_involved_amt,z_max_breadth,z_depth,z_distinct_was_called_in_sample,z_distinct_sender_call_in_sample,z_gas,z_gas_price,z_receipt_cumulative_gas_used,z_receipt_gas_used,z_value,z_nonce,involved_trace_ratio,contract_active_day_ratio,tx_count_per_distinct_caller,contract_block_ratio,sender_active_day_ratio,sender_tx_count_per_contract,sender_block_ratio,tx_sender_call_contract,sender_call_contract_tx_ratio,sender_tx_count_call_contract_per_days,sender_call_contract_day_ratio,is_sus
603,0x7d67bb1dfabf8f54d5f5d45cf84c311c0a2abecf97d5a1c4896523a98169bc06,1,0x23567c477a53f70a8e4c71be2d99a6c3a7fc8882,0x2320a28f52334d62622cc2eafa15de55f9987ed9,2022-03-25 00:00:44+00:00,166843,38997121304,4614129,157057,0.0,7,2.0,48,2021-03-25T00:00:00,529,559,0.9463327370304114,123,11,11,1.0,4,1,0x7d67bb1dfabf8f54d5f5d45cf84c311c0a2abecf97d5a1c4896523a98169bc06,2,2,21,252,182,1161295,5,156,995062,7,14,2,1,4,-0.2041241452319317,0.36799358910616936,0.40109496715444304,0.3630667910016238,-0.47390387864257416,-0.4705865662122056,-0.9501581986581307,-1.3300492452262955,-0.41505805692916564,-0.11953340226264225,-0.5880536563022761,0.2608285846070088,0.5493750006435368,0.5380111197140263,-0.6112580437852716,-0.8954957639987834,-0.9032087791113285,-1.1394374304752075,-0.12149134784615752,-0.8678260183232412,-0.49238663028867685,-0.31273693612613845,-0.6621171447752602,0.7388445374451792,-0.9560132533496335,-0.9302305693035552,0.0,-0.4865824436889004,0.047619047619047616,0.6721311475409836,2.2182539682539684,0.00045552555076397406,0.025477707006369428,2.2,1.1054576443903552e-05,0.18181818181818182,0.0035778175313059034,1.0,0.016260162601626018,0
457,0x3b96a6cc5c6966c159511d5b3ff13ddcda462d2756839a682b0402d777b11d56,1,0x7e22aebc01ef48a2a6d39eadf37b3bfac17c9649,0x2320a28f52334d62622cc2eafa15de55f9987ed9,2022-03-25 00:00:44+00:00,166843,38997121304,4208434,157057,0.0,24,2.0,49,2021-03-25T00:00:00,529,559,0.9463327370304114,123,25,25,1.0,11,2,0x3b96a6cc5c6966c159511d5b3ff13ddcda462d2756839a682b0402d777b11d56,6,5,21,252,182,1161295,13,180,1152944,7,14,2,1,4,-0.2041241452319317,0.36799358910616936,0.40109496715444304,0.3630667910016238,-0.4456352194990035,-0.44379650470045023,-0.8070004846975858,-1.2282078022533787,1.1813190851060866,1.8726899687813936,-0.5880536563022761,0.2608285846070088,0.5493750006435368,0.5380111197140263,-0.5092541983475959,-0.6658814655375569,-0.6683914410133771,-1.1394374304752075,-0.12149134784615752,-0.8678260183232412,-0.49238663028867685,-0.31273693612613845,-0.6621171447752602,0.7388445374451792,-1.0103608838811964,-0.9302305693035552,0.0,-0.45865192794500753,0.047619047619047616,0.6721311475409836,2.2182539682539684,0.00045552555076397406,0.06077348066298342,1.9230769230769231,2.1683601559484624e-05,0.24,0.01073345259391771,1.2,0.04065040650406504,0
71,0xcd9373286e540e97c96ee3533b16af3cb93091b09e4407babb24d04ae0b33f20,1,0x677b038bc2db99851be553673d0cbf8cac6a0f3f,0x2320a28f52334d62622cc2eafa15de55f9987ed9,2022-03-25 00:00:44+00:00,166843,38997121304,3776531,157057,0.0,47,2.0,50,2021-03-25T00:00:00,529,559,0.9463327370304114,123,51,52,0.9807692307692307,19,3,0xcd9373286e540e97c96ee3533b16af3cb93091b09e4407babb24d04ae0b33f20,5,4,21,252,182,1161295,19,181,1160116,7,14,2,1,4,-0.2041241452319317,0.36799358910616936,0.40109496715444304,0.3630667910016238,-0.3931362810895151,-0.39212995749920776,-0.6433916687426774,-1.1263663592804618,0.7822247995972736,1.208615511766715,-0.5880536563022761,0.2608285846070088,0.5493750006435368,0.5380111197140263,-0.43275131426933916,-0.6563142031016724,-0.6577245508749288,-1.1394374304752075,-0.12149134784615752,-0.8678260183232412,-0.49238663028867685,-0.31273693612613845,-0.6621171447752602,0.7388445374451792,-1.068219385143163,-0.9302305693035552,0.0,-0.42086358311503486,0.047619047619047616,0.6721311475409836,2.2182539682539684,0.00045552555076397406,0.1043956043956044,2.736842105263158,4.3961083235570205e-05,0.09615384615384616,0.008944543828264758,1.25,0.032520325203252036,0
265,0x9d66d989c40fd62fd9b66d221aab270b78b3ee650f3320dc4639b4e6ed20673a,1,0xcf7434dbb0f4f61855adf5e9a3c117d9b5fae903,0x2320a28f52334d62622cc2eafa15de55f9987ed9,2022-03-25 00:00:50+00:00,166843,38020044744,3267990,157057,0.0,103,2.0,47,2021-03-25T00:00:00,530,560,0.9464285714285714,123,105,106,0.9905660377358491,42,4,0x9d66d989c40fd62fd9b66d221aab270b78b3ee650f3320dc4639b4e6ed20673a,9,8,21,252,182,1161296,32,178,1136499,7,14,2,1,4,-0.2041241452319317,0.3767720621287402,0.40923406957234976,0.3630667910016238,-0.28410002439288534,-0.2887968630967228,-0.17301632287231566,-1.0245249163075447,2.378601941632526,3.8649133398254296,-0.5880536563022761,0.2608285846070088,0.5493750006435368,0.5380149134838803,-0.26699506543311613,-0.6850159904093257,-0.692850031131445,-1.1394374304752075,-0.12149134784615752,-0.8678260183232412,-0.49238663028867685,-0.31273693612613845,-0.6621171447752602,0.6398032216433196,-1.1363444504709375,-0.9302305693035552,0.0,-0.32885717831162314,0.047619047619047616,0.6721311475409836,2.2222222222222223,0.000456386264667867,0.2346368715083799,3.3125,9.238891333040035e-05,0.08490566037735849,0.01607142857142857,1.125,0.06504065040650407,0
672,0xfa598a9181e3158815cb6c2d2ef5f241845cc681230f1ecbf590bcd624dd0ae9,1,0x9f75d69380a505a4e2aedb5c2dfdf41809e4d6c6,0x2320a28f52334d62622cc2eafa15de55f9987ed9,2022-03-25 00:01:56+00:00,166843,37924197413,14238363,157057,0.0,55,2.0,46,2021-03-25T00:00:00,531,561,0.946524064171123,123,56,56,1.0,24,5,0xfa598a9181e3158815cb6c2d2ef5f241845cc681230f1ecbf590bcd624dd0ae9,10,6,21,252,182,1161303,15,181,1159607,7,14,2,1,4,-0.2041241452319317,0.38555053515131105,0.4173731719902565,0.3630667910016238,-0.3830403313953827,-0.3844756542101348,-0.5411361587708596,-0.9226834733346277,2.7776962271413392,2.536764425796072,-0.5880536563022761,0.2608285846070088,0.5493750006435368,0.5380414698728586,-0.483753236988177,-0.6563142031016724,-0.6584815847679112,-1.1394374304752075,-0.12149134784615752,-0.8678260183232412,-0.49238663028867685,-0.31273693612613845,-0.6621171447752602,0.6300876618121265,0.33326641137708085,-0.9302305693035552,0.0,-0.4077198110002618,0.047619047619047616,0.6721311475409836,2.2261904761904763,0.00045724461467453825,0.13186813186813187,3.7333333333333334,4.8292181495815824e-05,0.17857142857142858,0.017825311942959002,1.6666666666666667,0.04878048780487805,0
239,0xb1e85e8b437e672114acb239775ad182cc6f825473d9fbab8ce65d06812cee87,1,0x387849986a57f558233a7ff0e94a9ebb74f6182e,0x2320a28f52334d62622cc2eafa15de55f9987ed9,2022-03-25 05:05:56+00:00,370871,27331341805,19131164,307585,0.0,247,2.0,43,2021-03-25T00:00:00,532,562,0.9466192170818505,123,286,287,0.9965156794425087,87,6,0xb1e85e8b437e672114acb239775ad182cc6f825473d9fbab8ce65d06812cee87,1,1,40,253,182,1162672,101,359,2304034,11,14,4,1,4,-0.2041241452319317,0.3943290081738819,0.4255122744081632,0.3630667910016238,0.08137335453470705,0.05756036073382863,0.7472832668740442,-0.8208420303617108,-0.8141523424379787,-0.7836078592773208,0.42583195801199275,0.2805584321567069,0.5493750006435368,0.5432351408030457,0.6127881014668368,1.0466585104857575,1.0436206294643897,1.162456368464605,-0.12149134784615752,0.681863300111118,-0.49238663028867685,-0.31273693612613845,-0.10423462847263537,-0.4436566080488019,0.9887148172299033,-0.11650104152436001,0.0,-0.09226928024570724,0.025,0.6721311475409836,2.2213438735177866,0.00045756631486239035,0.24166666666666667,2.8415841584158414,0.00012413005878816945,0.003484320557491289,0.0017793594306049821,1.0,0.008130081300813009,0
187,0xf4f906db8f347b77c4ad61688a466dc8da8b7cd32d3b06ad3b6a769936205544,1,0xb9393836755de736ecb99e503448bd6f2474330c,0x2320a28f52334d62622cc2eafa15de55f9987ed9,2022-03-25 08:22:58+00:00,370871,27946243161,22459609,307585,0.0,1395,2.0,40,2021-03-25T00:00:00,533,563,0.9467140319715808,123,619,647,0.9567233384853169,130,7,0xf4f906db8f347b77c4ad61688a466dc8da8b7cd32d3b06ad3b6a769936205544,3,3,40,253,182,1163542,125,365,2349179,11,14,4,1,4,-0.2041241452319317,0.4031074811964527,0.4336513768260699,0.3630667910016238,0.753763604163924,0.746447656750395,1.6266806526316768,-0.7190005873887938,-0.01596377142035254,0.5445410547520363,0.42583195801199275,0.2805584321567069,0.5493750006435368,0.5465357205760645,0.918799637779864,1.1040620851010643,1.1107646276936498,1.162456368464605,-0.12149134784615752,0.681863300111118,-0.49238663028867685,-0.31273693612613845,-0.10423462847263537,-0.381327163377048,1.4345992848832572,-0.11650104152436001,0.0,1.7938620182242333,0.025,0.6721311475409836,2.225296442687747,0.00045808362905367484,0.3551912568306011,5.176,0.0002634961986735797,0.00463678516228748,0.0053285968028419185,1.0,0.024390243902439025,0
557,0x19cb0c6298c783b679098a35e8e9db6ced286826df32b839a7c9af947af01594,1,0xb9393836755de736ecb99e503448bd6f2474330c,0x2320a28f52334d62622cc2eafa15de55f9987ed9,2022-03-25 08:28:58+00:00,152081,30639295852,8522966,142295,0.0,1396,2.0,39,2021-03-25T00:00:00,534,564,0.9468085106382979,123,620,648,0.9567901234567902,130,8,0x19cb0c6298c783b679098a35e8e9db6ced286826df32b839a7c9af947af01594,4,3,21,253,182,1163569,125,365,2349206,7,14,2,1,4,-0.2041241452319317,0.4118859542190235,0.44179047924397663,0.3630667910016238,0.7557827941027504,0.7483612325726633,1.6266806526316768,-0.6171591444158768,0.38313051408846055,0.5445410547520363,-0.5880536563022761,0.2805584321567069,0.5493750006435368,0.5466381523621237,0.918799637779864,1.1040620851010643,1.1108047846977962,-1.1394374304752075,-0.12149134784615752,-0.8678260183232412,-0.49238663028867685,-0.31273693612613845,-0.7024815148894571,-0.10834601434571837,-0.43237843141664895,-1.010031505269465,0.0,1.79550498973858,0.047619047619047616,0.6721311475409836,2.2292490118577075,0.00045893242348977716,0.3551912568306011,5.184,0.0002639188458062657,0.006172839506172839,0.0070921985815602835,1.3333333333333333,0.024390243902439025,0
864,0x96d27dbd7f61c5740528f3344c65ae267179e29dc6d2702af84ac4f1b863f12f,1,0x365cd928bf4a04bfe4be89a803db2ab1a60ebbae,0x2320a28f52334d62622cc2eafa15de55f9987ed9,2022-03-25 10:03:16+00:00,210952,22138441963,13835625,172366,0.0,26,2.0,38,2021-03-25T00:00:00,535,565,0.9469026548672567,123,29,29,1.0,8,9,0x96d27dbd7f61c5740528f3344c65ae267179e29dc6d2702af84ac4f1b863f12f,6,3,21,253,182,1163989,11,92,592921,7,14,2,1,4,-0.2041241452319317,0.42066442724159436,0.4499295816618834,0.3630667910016238,-0.4375584597436976,-0.4361422014113773,-0.8683537906806765,-0.5153177014429599,1.1813190851060866,0.5445410547520363,-0.5880536563022761,0.2805584321567069,0.5493750006435368,0.5482315357008224,-0.5347551597070148,-1.5078005598953874,-1.5013116607574202,-1.1394374304752075,-0.12149134784615752,-0.8678260183232412,-0.49238663028867685,-0.31273693612613845,-0.5415080131286604,-0.9700346363774611,0.27931490587412783,-0.8474726416039132,0.0,-0.45536598491631425,0.047619047619047616,0.6721311475409836,2.233201581027668,0.00045962594180362377,0.08602150537634409,2.6363636363636362,4.8910311980327935e-05,0.20689655172413793,0.010619469026548672,2.0,0.024390243902439025,0
36,0x6120425ec9fac6e30a4099b0c72868e3b0a95e4c3dfc40c57d5c2457031e9cac,1,0x4d3f9f513fc366aa075e53b592dce9c14bf838a6,0x2320a28f52334d62622cc2eafa15de55f9987ed9,2022-03-25 11:54:13+00:00,166843,33914772657,8492698,161857,0.0,49,2.0,37,2021-03-25T00:00:00,536,566,0.9469964664310954,123,53,53,1.0,26,10,0x6120425ec9fac6e30a4099b0c72868e3b0a95e4c3dfc40c57d5c2457031e9cac,7,5,21,253,182,1164476,14,185,1184147,7,14,2,1,4,-0.2041241452319317,0.4294429002641652,0.4580686840797901,0.3630667910016238,-0.38909790121186216,-0.39021638167693956,-0.5002339547821325,-0.41347625847004293,1.5804133706148997,1.8726899687813936,-0.5880536563022761,0.2805584321567069,0.5493750006435368,0.5500791016197422,-0.4965037176678865,-0.6180451533581347,-0.6219833298881673,-1.1394374304752075,-0.12149134784615752,-0.8678260183232412,-0.49238663028867685,-0.31273693612613845,-0.6621171447752602,0.2236725253741078,-0.436433187035844,-0.9042825614024329,0.0,-0.4175776400863416,0.047619047619047616,0.6721311475409836,2.2371541501976284,0.0004602924746474168,0.13978494623655913,3.7857142857142856,4.4757918773666805e-05,0.1320754716981132,0.012367491166077738,1.4,0.04065040650406504,0
