transaction_hash,trace_involved_amt,from_address,to_address,block_timestamp,gas,gas_price,receipt_cumulative_gas_used,receipt_gas_used,value,nonce,transaction_type,rn,contract_block_involved,contract_tx_count,contract_block_per_tx,contract_main_active_days,sender_block_involved,sender_tx_count,sender_block_per_tx,sender_main_active_days,sender_lifetime_days,sender_lifetime_block,contract_interact,add_feat_hash,sender_tx_count_call_contract,sender_days_call_contract,trace_amt,distinct_sender_in_contract,contract_lifetime_days,contract_lifetime_block,distinct_contract_sender_called,contract_involved_amt,max_breadth,depth,distinct_was_called_in_sample,distinct_sender_call_in_sample
0xa7b7ccf071b2504e9f7736f7c57f8fbac81d23928bdb721deecd0a52c2bee68d,3,0x7cda7289f283dea3e9d78428f9ddcbdfc84121b8,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,2022-03-03 23:33:06.000000 UTC,312279,42182145603,11045007,127943,0,10,2,1066,436021,2999757,0.1453521068539885,79,22,23,0.95652173913043481,7,726,4691022,647,0xa7b7ccf071b2504e9f7736f7c57f8fbac81d23928bdb721deecd0a52c2bee68d,5,4,8,623418,78,504761,5,6,2,4,3,3
0xee3075c61d99b245646aba60dfe2272d675f3aaa81956686ca934817c85fc703,4,0x956ea807b122afa75993d04e5e9c0180c2482c3d,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,2022-03-03 23:20:46.000000 UTC,528628,49490008523,1309693,351277,0,2297,2,1693,435969,2999128,0.14536525283349028,79,2326,2342,0.99316823228010243,205,235,1513775,20,0xee3075c61d99b245646aba60dfe2272d675f3aaa81956686ca934817c85fc703,290,43,41,623384,78,504708,315,9,6,5,3,5
0x65bfc3ae10856852c8c662b97aa8b2c9e60d7c4c7ca4de381d500d9073f06547,4,0x794abb6064a4760da8cee3569492ff117bfd2d2f,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,2022-03-03 23:32:17.000000 UTC,431593,44325302404,25373063,286587,0,2003,2,1099,436017,2999731,0.14535203323231316,79,1964,2035,0.96511056511056514,207,464,2996621,618,0x65bfc3ae10856852c8c662b97aa8b2c9e60d7c4c7ca4de381d500d9073f06547,123,28,31,623415,78,504757,492,8,6,5,3,5
0xee2f6383c4988ae00522ea4dd3b5b01bc11e90c4168b89d2c976d55a407aa964,3,0x0f83d15821d6dd59337e625de78c76c9ed0171da,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,2022-03-03 23:27:42.000000 UTC,242558,66543846919,5451465,161068,31665358944695432,2648,2,1392,435995,2999435,0.14535904261969337,79,2717,2779,0.97768981648074849,120,136,874044,326,0xee2f6383c4988ae00522ea4dd3b5b01bc11e90c4168b89d2c976d55a407aa964,746,61,16,623401,78,504735,567,6,5,5,2,4
0x34e411b7219d9db468929813610147d7ee3b562bf23d6ea0df254b8008173235,3,0x50cb501a893c1b16553630e70f62c80112764fb0,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,2022-03-03 23:26:27.000000 UTC,242558,67101644703,14505684,178168,18446368071180139,152,2,1478,435988,2999348,0.14536092510772342,79,154,166,0.927710843373494,35,63,410674,232,0x34e411b7219d9db468929813610147d7ee3b562bf23d6ea0df254b8008173235,58,24,16,623399,78,504728,39,6,5,5,2,4
0x7b9716e6a548f2adcc6ecd2e9991786acaef0f2081349183c2f93e9aa14da653,2,0x175f4cb0b0368f66f4cfab87dc4e26c22181f653,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,2022-03-03 23:21:30.000000 UTC,234351,53900136213,4882413,168591,1000000000000000,54,2,1662,435972,2999167,0.14536436283808138,79,60,64,0.9375,13,12,81074,60,0x7b9716e6a548f2adcc6ecd2e9991786acaef0f2081349183c2f93e9aa14da653,44,12,15,623387,78,504711,13,6,6,5,2,4
0x65914f224cc6796424dbe0c9da23e3fdda887dc9bf5ac6d36a491631bf5c5d3d,3,0x0f83d15821d6dd59337e625de78c76c9ed0171da,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,2022-03-03 23:27:25.000000 UTC,242558,64051435424,13901462,178168,31665358944695432,2647,2,1419,435994,2999417,0.14535958154534698,79,2716,2778,0.97768178545716344,120,136,874043,306,0x65914f224cc6796424dbe0c9da23e3fdda887dc9bf5ac6d36a491631bf5c5d3d,745,61,16,623401,78,504734,567,6,5,5,2,4
0xb4b4aab237475685c34060abf246809dd2e92ba3340d8709d6ca666f025aede4,2,0xc13c403b21f9ebb62db3eeea0180928b8f794dad,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,2022-03-03 23:28:02.000000 UTC,213160,64587180990,23458994,174475,35000000000000000,366,2,1347,435997,2999491,0.14535699557024842,79,414,422,0.981042654028436,82,209,1343102,370,0xb4b4aab237475685c34060abf246809dd2e92ba3340d8709d6ca666f025aede4,9,2,15,623401,78,504737,99,6,6,5,2,4
0x47543e28688eeddc344fe6909f6260cab7ae13ae9ed1f7568976bed6dbfe1180,2,0xfea70466987054ed0c4eda3d071876299ae30839,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,2022-03-03 23:23:16.000000 UTC,245936,60729012779,19451137,177985,17000000000000000,19,2,1624,435974,2999205,0.14536318791146322,79,25,25,1.0,14,192,1232817,99,0x47543e28688eeddc344fe6909f6260cab7ae13ae9ed1f7568976bed6dbfe1180,1,1,12,623389,78,504713,8,5,6,3,2,4
0x6cafa927f44c4615e60e02ebbae563d661080aa0e9e1c7e22660049f72e49ba5,3,0x0bbacda63eeb8f1f46162ceb4245afae0159a55b,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,2022-03-03 23:30:10.000000 UTC,233660,58947495319,4887855,170753,101299785296004688,53,2,1225,436005,2999610,0.14535389600648085,79,54,55,0.98181818181818181,2,1,8849,499,0x6cafa927f44c4615e60e02ebbae563d661080aa0e9e1c7e22660049f72e49ba5,45,2,16,623406,78,504745,10,6,5,5,2,4
