index,transaction_hash,trace_involved_amt,from_address,to_address,block_timestamp,contract_block_involved,contract_tx_count,contract_block_per_tx,contract_main_active_days,sender_block_involved,sender_tx_count,sender_block_per_tx,sender_main_active_days,contract_interact,sender_tx_count_call_contract,sender_days_call_contract,trace_amt,distinct_sender_in_contract,contract_lifetime_days,contract_lifetime_block,distinct_contract_sender_called,sender_lifetime_days,sender_lifetime_block,contract_involved_amt,max_breadth,depth,distinct_was_called_in_sample,distinct_sender_call_in_sample,gas,gas_price,receipt_cumulative_gas_used,receipt_gas_used,value,nonce,transaction_type,z_trace_involved_amt,z_contract_block_involved,z_contract_tx_count,z_contract_main_active_days,z_sender_block_involved,z_sender_tx_count,z_sender_main_active_days,z_contract_interact,z_sender_tx_count_call_contract,z_sender_days_call_contract,z_trace_amt,z_distinct_sender_in_contract,z_contract_lifetime_days,z_contract_lifetime_block,z_distinct_contract_sender_called,z_sender_lifetime_days,z_sender_lifetime_block,z_contract_involved_amt,z_max_breadth,z_depth,z_distinct_was_called_in_sample,z_distinct_sender_call_in_sample,z_gas,z_gas_price,z_receipt_cumulative_gas_used,z_receipt_gas_used,z_value,z_nonce,involved_trace_ratio,contract_active_day_ratio,tx_count_per_distinct_caller,contract_block_ratio,sender_active_day_ratio,sender_tx_count_per_contract,sender_block_ratio,tx_sender_call_contract,sender_call_contract_tx_ratio,sender_tx_count_call_contract_per_days,sender_call_contract_day_ratio,is_sus,add_feat_hash
481,0x7d2296bcb936aa5e2397ddf8ccba59f54a178c3901666b49291d880369dbcf31,5,0x7c42f2a7d9ad01294ecef9be1e38272c84607593,0x580cac65c2620d194371ef29eb887a7d8dcc91bf,2022-03-05 12:46:23+00:00,1,1,1.0,1,2,2,1.0,1,1,1,1,46,1,0,0,1,0,4,9,11,12,3,4,423932,25953071246,7718821,332490,0.0,1,2.0,0.48810114064538,-0.1258450255448046,-0.1425601930014218,-2.0969001838160954,-0.148029332620977,-0.1426389093207983,-0.6484386975698436,-1.3533867027625055,-0.7274292894723833,-0.7125055944266869,2.2081145178943222,-0.1395142801231997,-2.4003501747604914,-2.3953974618702816,-0.1432899848153022,-0.9022550527436828,-0.917096950645579,0.5928467823664721,1.1724730925424027,4.136371714086599,3.958114029012639,0.6207008219385828,-0.5287349360659779,-0.9820407689905828,-0.1321017407336468,-0.3642296988720116,-0.1101157,-0.1424451549981128,0.108695652173913,1.0,1.0,1.0,1.0,2.0,0.4,0.5,1.0,1.0,1.0,1,
214,0x84651dc5e3e47f70e469b00bd1eb3ceb7396a51f60cc579b6ca91cc6d4b20eb0,3,0x8e08e916e53e310323e905d4e042173cbff9ba19,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,2022-03-04 13:59:49+00:00,439420,3023301,0.1453444430442089,80,821,832,0.986778846153846,223,1,5,4,14,626242,79,508632,179,552,3562686,8,5,6,3,3,213372,29452149066,19191362,167560,0.0,805,2.0,0.1318229357947377,2.385745592778544,5.931136783809701,-0.8214527360067981,-0.1434223410647485,-0.1416578546358884,0.6591586397042529,-1.3533867027625055,0.5600561786203306,0.9705784868961956,0.1486664102691893,4.886548797579696,-1.3650386230784712,-1.3570320360877228,-0.1428623974328042,0.4531532725101284,0.4803476643586968,0.1296852336426658,-0.0792775400651446,1.053361740854351,3.958114029012639,-0.5504328043606305,-0.7954442425297051,-0.8728963476918751,1.4986305583461574,-0.7030787167086828,-0.1101157,-0.1414173052731016,0.2142857142857142,1.0,4.827688018369895,0.8639234969024817,0.403254972875226,4.648044692737431,0.00023044404406,0.0060096153846153,1.6538214355765437e-06,1.25,0.05,0,
356,0xe6d8f716acd412f56fe0788626b932e5c57d0379ad87cdd75863bf3644d78633,7,0x2cb533ae1807beded8c4ba50aca827d19be9d090,0x881d40237659c251811cec9c364ef91dc08d300c,2022-02-25 12:52:58+00:00,1707727,4017539,0.4250679333791159,502,63,64,0.984375,28,1,2,1,74,1091110,501,3233612,26,290,1863944,21,9,12,1,2,909531,38094285742,8837510,592073,0.0,46,2.0,0.8443793454960223,9.635017841711411,7.928523855827277,5.991696921911221,-0.1476861989397439,-0.1425656257178292,-0.4894065889824535,-1.3533867027625055,-0.4055579224492048,-0.7125055944266869,4.0101316120663135,8.617470105519594,4.165359792235612,4.205978191245511,-0.1432299304076481,-0.1901745920125139,-0.1859755887920456,6.150785367052149,0.7552228816732203,4.136371714086599,-0.2526455763199559,-1.7215664306598435,0.0863570686332979,-0.6033278914274879,0.0269111828135679,0.1690840984789652,-0.1101157,-0.1423876260955935,0.0945945945945946,1.0,3.68206596951728,0.5281173102656378,0.0962199312714776,2.4615384615384617,3.3799280558170974e-05,0.03125,4.978171960496215e-07,2.0,0.0019920318725099,0,
234,0x607c2f298ff8ce6a831dcf2001fe148fb1950d201dfb4c8e258567350dc16e21,1,0xeb2629a2734e272bcc07bda959863f316f4bd4cf,0xb8919522331c59f5c16bdfaa6a121a6e03a91f62,2022-02-18 21:21:43+00:00,620,629,0.985691573926868,143,1208352,5149006,0.2346767512020766,298,1,1,1,2,240,205,1315467,2954768,296,1902026,3,2,1,1,1,90000,112016606043,3083817,28250,1e+17,4685400,2.0,-0.2244552690559046,-0.1223070023989184,-0.1412985644162873,0.19567624136011,6.649111384068538,5.9434508458837385,1.1009144968914475,-1.3533867027625055,-0.7274292894723833,-0.7125055944266869,-0.6236266300902356,-0.1375961222964669,0.2862177758067762,0.2901108261609577,6.954581292833765,-0.1754418928249724,-0.1710381102776587,-2.1861225099763657,-0.7051528563689183,-1.5158132368391883,-0.2526455763199559,-2.8927000569590566,-0.9517154267861784,1.7024821777839352,-0.7909314393299813,-0.989291392842962,0.8909362,5.8474628968900335,0.5,0.6941747572815534,2.620833333333333,0.0004713151517178,1.0033670033670037,1.7426092336183416,0.6352969752795308,1.942122421298402e-07,0.0015898251192368,1.0,0.0069930069930069,0,
608,0x1570a5ced3f27562b2be6e288ba046c99fc84022d880075e5a9a4d4b95696311,1,0x86f526d28a65b5aaa543d126860ed5b569b9a214,0xb8919522331c59f5c16bdfaa6a121a6e03a91f62,2022-02-18 21:22:31+00:00,621,630,0.9857142857142858,143,6,8,0.75,3,2,3,2,4,240,205,1315472,3,133,852372,4,3,2,1,2,112846,113300000000,1575004,69749,0.0,6,-1.0,-0.2244552690559046,-0.1223012866910898,-0.1412965554535721,0.19567624136011,-0.1480068320517158,-0.1426318173592207,-0.6366585413781851,-1.3138832963771436,-0.0836865554260263,-0.1514775673190594,-0.4949111233636647,-0.1375961222964669,0.2862177758067762,0.2901210335940899,-0.1432851804626899,-0.5756802207531813,-0.5827597654570147,-1.7229609612525594,-0.4965277509343271,-1.0019782413004803,-0.2526455763199559,-1.7215664306598435,-0.9227771630348944,1.7425142370694937,-1.0053974492898932,-0.9040316135959844,-0.1101157,-0.1424387628978329,0.25,0.6941747572815534,2.625,0.0004720735431285,0.0223880597014925,2.6666666666666665,7.039171817971709e-06,0.375,0.0047619047619047,1.5,0.0139860139860139,0,
661,0xaaeacff7bcc2a6dffb61806b3e01157d191f6d98586fa29590a4748731fc609e,1,0x3cd751e6b0078be393132286c442345e5dc49699,0xb8919522331c59f5c16bdfaa6a121a6e03a91f62,2022-02-18 21:24:58+00:00,622,631,0.9857369255150554,143,1330040,6820551,0.1950047730747853,298,3,1,1,2,241,205,1315480,2992461,296,1903555,3,2,1,1,1,90000,114841716295,2176795,28250,1e+18,6361930,2.0,-0.2244552690559046,-0.1222955709832613,-0.1412945464908569,0.19567624136011,7.333623702132439,7.919206331772536,1.1009144968914475,-1.2743798899917815,-0.7274292894723833,-0.7125055944266869,-0.6236266300902356,-0.1375880965315015,0.2862177758067762,0.2901373654871014,7.045126524342181,-0.1754418928249724,-0.1704383674950187,-2.1861225099763657,-0.7051528563689183,-1.5158132368391883,-0.2526455763199559,-2.8927000569590566,-0.9517154267861784,1.790603974274756,-0.9198575483215258,-0.989291392842962,9.900403,7.990772473349164,0.5,0.6941747572815534,2.6182572614107884,0.0004728308504645,1.0033670033670037,2.279244742036738,0.6987133554253198,1.4661572063606005e-07,0.0015847860538827,1.0,0.0069930069930069,0,
124,0x538c5fa1e9447cedb3dfcbd73645a3fe862e328492c8b23c47fc82da39fb9a32,1,0x129c003c5d4f515aea0413b68e8873e6a33ea169,0xb8919522331c59f5c16bdfaa6a121a6e03a91f62,2022-02-18 21:40:20+00:00,623,632,0.985759493670886,143,17,18,0.9444444444444444,7,4,1,1,9,242,205,1315534,9,100,642779,8,6,3,1,4,408211,108767345456,1339128,248476,0.0,13,2.0,-0.2244552690559046,-0.1222898552754327,-0.1412925375281417,0.19567624136011,-0.1479449554862476,-0.1426199974232579,-0.6130982289948681,-1.2348764836064194,-0.7274292894723833,-0.7125055944266869,-0.1731223565472377,-0.1375800707665361,0.2862177758067762,0.2902476057649295,-0.1432707674048529,-0.6567100662846591,-0.6649715960926401,0.1296852336426658,0.1293475653694465,-0.4881432457617726,-0.2526455763199559,0.6207008219385828,-0.5486482007264845,1.6011301402871485,-1.038925384537869,-0.5368366314163037,-0.1101157,-0.142429813957441,0.1111111111111111,0.6941747572815534,2.6115702479338845,0.0004735715887452,0.0693069306930693,2.0,2.644761815862348e-05,0.0555555555555555,0.0015822784810126,1.0,0.0069930069930069,0,
631,0xbfaa011673e478305ffbf7be4bf45a2871ff1f78894940747c0ae3fc1010b368,1,0x9dea480cafef5538f42720ffbd57ae55e53f3bfa,0xb8919522331c59f5c16bdfaa6a121a6e03a91f62,2022-02-18 22:13:25+00:00,624,633,0.985781990521327,143,925,959,0.9645464025026068,125,5,3,1,12,242,205,1315673,142,410,2643067,10,6,6,1,4,1309113,113266832568,17458512,837941,0.0,927,2.0,-0.2244552690559046,-0.1222841395676041,-0.1412905285654265,0.19567624136011,-0.1428373262639576,-0.1415077414491612,0.081930986312985,-1.1953730772210571,-0.0836865554260263,-0.7125055944266869,0.0199509035426185,-0.1375800707665361,0.2862177758067762,0.2905313724060056,-0.1429512779561325,0.1044793917383146,0.1196316028618758,1.0560083310902786,0.1293475653694465,1.053361740854351,-0.2526455763199559,0.6207008219385828,0.5924942176425546,1.741479667289161,1.2523194347284308,0.6742204006524125,-0.1101157,-0.1412613380262715,0.0833333333333333,0.6941747572815534,2.615702479338843,0.0004742816229552,0.3041362530413625,6.753521126760563,0.0003499720779034,0.0031282586027111,0.0047393364928909,3.0,0.0069930069930069,0,
456,0x75b8d8c943496b43c5f996ca1fcc1ddf6289da53779d821a7e1c832d33de3ef9,1,0x62707f17000355c1115dcb52309686acb4bfa52d,0xb8919522331c59f5c16bdfaa6a121a6e03a91f62,2022-02-18 23:54:55+00:00,625,634,0.9858044164037856,143,1241,1263,0.9825811559778306,187,6,1,1,9,243,205,1316151,222,373,2402247,8,6,3,1,4,408211,65016694688,5503383,248476,0.0,1247,2.0,-0.2244552690559046,-0.1222784238597756,-0.1412885196027113,0.19567624136011,-0.1410597812923236,-0.1411484153958931,0.4471158282543994,-1.1558696708356953,-0.7274292894723833,-0.7125055944266869,-0.1731223565472377,-0.1375720450015707,0.2862177758067762,0.2915072030134468,-0.142759103851639,0.0136277467484758,0.0251711339832811,0.1296852336426658,0.1293475653694465,-0.4881432457617726,-0.2526455763199559,0.6207008219385828,-0.5486482007264845,0.2364450131883689,-0.4470089878037391,-0.5368366314163037,-0.1101157,-0.1408522436083566,0.1111111111111111,0.6941747572815534,2.6090534979423867,0.0004748691640479,0.5,5.6891891891891895,0.0005165994518467,0.0007917656373713,0.001577287066246,1.0,0.0069930069930069,0,
12,0x4ddd323156bd2dcafa2eaf6bee048be5bc18e348f0140104affabef38b48eb33,1,0xa94b40c53432f0576e64873ce1cead1aae62fc90,0xb8919522331c59f5c16bdfaa6a121a6e03a91f62,2022-02-19 00:20:13+00:00,626,635,0.9858267716535432,144,4989,5417,0.920989477570611,900,7,1,1,9,244,206,1316268,1262,1694,10275162,8,6,3,1,4,408229,73444151938,23597142,248488,0.0,4858,2.0,-0.2244552690559046,-0.122272708151947,-0.1412865106399962,0.2118211457627593,-0.1199767478945893,-0.1362384139969585,4.646741510580664,-1.1163662644503332,-0.7274292894723833,-0.7125055944266869,-0.1731223565472377,-0.1375640192366053,0.2993229853217385,0.291746056948741,-0.1402608404932236,3.25727701787218,3.1132835928377025,0.1296852336426658,0.1293475653694465,-0.4881432457617726,-0.2526455763199559,0.6207008219385828,-0.5486254007287814,0.4993171160359839,2.1248778516563163,-0.5368119773920871,-0.1101157,-0.1362358687861977,0.1111111111111111,0.6956521739130435,2.6024590163934427,0.0004755866771913,0.5309734513274337,4.292393026941363,0.0004855397427758,0.0001846040243677,0.0015748031496062,1.0,0.0069444444444444,0,
