index,transaction_hash,trace_involved_amt,from_address,to_address,block_timestamp,contract_block_involved,contract_tx_count,contract_block_per_tx,contract_main_active_days,sender_block_involved,sender_tx_count,sender_block_per_tx,sender_main_active_days,contract_interact,add_feat_hash,sender_tx_count_call_contract,sender_days_call_contract,trace_amt,distinct_sender_in_contract,contract_lifetime_days,contract_lifetime_block,distinct_contract_sender_called,sender_lifetime_days,sender_lifetime_block,contract_involved_amt,max_breadth,depth,distinct_was_called_in_sample,distinct_sender_call_in_sample,gas,gas_price,receipt_cumulative_gas_used,receipt_gas_used,value,nonce,transaction_type,z_trace_involved_amt,z_contract_block_involved,z_contract_tx_count,z_contract_main_active_days,z_sender_block_involved,z_sender_tx_count,z_sender_main_active_days,z_contract_interact,z_sender_tx_count_call_contract,z_sender_days_call_contract,z_trace_amt,z_distinct_sender_in_contract,z_contract_lifetime_days,z_contract_lifetime_block,z_distinct_contract_sender_called,z_sender_lifetime_days,z_sender_lifetime_block,z_contract_involved_amt,z_max_breadth,z_depth,z_distinct_was_called_in_sample,z_distinct_sender_call_in_sample,z_gas,z_gas_price,z_receipt_cumulative_gas_used,z_receipt_gas_used,z_value,z_nonce,involved_trace_ratio,contract_active_day_ratio,tx_count_per_distinct_caller,contract_block_ratio,sender_active_day_ratio,sender_tx_count_per_contract,sender_block_ratio,tx_sender_call_contract,sender_call_contract_tx_ratio,sender_tx_count_call_contract_per_days,sender_call_contract_day_ratio,is_sus,rn
54,0x00c131762366f981bf214f0672c786287c0c10e75503ce1cee5cdf4a1270e245,1,0xde0223237ae9776a0654fda6816cdac50edd72b5,0x46161158b1947d9149e066d6d31af1283b2d377c,2022-10-17 01:43:35+00:00,1,1,1.0,1,263,272,0.9669117647058824,76,1,0x00c131762366f981bf214f0672c786287c0c10e75503ce1cee5cdf4a1270e245,1,1,18,1,0,0,62,705,4526812,13,5,4,1,7,260169,12107521810,17712951,255164,0.0,265,2,-0.3680880839790382,-0.621311310033559,-0.621311310033559,-0.7987443689226998,-0.4880460074951085,-0.4822937890576571,-0.0559193937387115,-1.3888823142513682,-0.5599283461562485,-0.5188617301169163,-0.3878250954893205,-0.7613659825782316,-1.0316749898802475,-1.026955924162992,-0.0768983558796888,0.6758730621551232,0.6985439423227655,0.4389086756986451,-0.3668166605093509,-0.0684565885372221,-0.3010839717979925,2.147204663861902,-0.3553244456605627,-0.6623741449646406,1.5639824935499107,-0.2377834953530931,0.0,-0.4670020537024408,0.0555555555555555,1.0,1.0,1.0,0.1076487252124645,4.387096774193548,5.809826913548229e-05,0.0036764705882352,1.0,1.0,1.0,0,
52,0x92db263f0b9ac0875783ca7b5f2b0cf1c6352c58a34f7d599b6754eda287e0cf,1,0xde0223237ae9776a0654fda6816cdac50edd72b5,0x46161158b1947d9149e066d6d31af1283b2d377c,2022-10-17 05:05:35+00:00,2,2,1.0,1,296,306,0.9673202614379084,76,2,0x92db263f0b9ac0875783ca7b5f2b0cf1c6352c58a34f7d599b6754eda287e0cf,2,1,2,1,0,1004,64,705,4527816,3,2,1,1,1,57631,11885992376,6974520,52697,0.0,299,2,-0.3680880839790382,-0.6080457347028736,-0.6080457347028736,-0.7987443689226998,-0.3988412236478152,-0.3973461215868255,-0.0559193937387115,-1.1545616784114134,-0.4874670307713222,-0.5188617301169163,-0.4997588718194622,-0.7613659825782316,-1.0316749898802475,-1.0079403900534092,-0.044612786617224,0.6758730621551232,0.6988729975956134,-1.7164464281786294,-0.555367280397335,-1.6820761754860332,-0.3010839717979925,-1.6218247992999473,-0.8487477401361961,-0.6710980823787007,-0.2682072656893842,-0.7493847050213583,0.0,-0.3799859277136441,0.5,1.0,2.0,0.0019900497512437,0.1076487252124645,4.78125,6.537366682443218e-05,0.0065359477124183,1.0,2.0,1.0,0,
51,0xa4e82119bd12e96fbef7155b31256af14fdbe47100e844db38c445e7106446ac,1,0x05b0e0b39309bd0ffe8700cd91dee76ebb1394ee,0x46161158b1947d9149e066d6d31af1283b2d377c,2022-10-19 12:27:47+00:00,3,3,1.0,2,390,396,0.9848484848484848,107,3,0xa4e82119bd12e96fbef7155b31256af14fdbe47100e844db38c445e7106446ac,1,1,26,2,2,17521,61,1631,10237450,9,5,4,1,5,187522,15334212100,4166147,182951,0.0,366,2,-0.3680880839790382,-0.5947801593721881,-0.5947801593721881,-0.6623128773365244,-0.1447427484464345,-0.1724846488699184,0.4137484206677086,-0.9202410425714588,-0.5599283461562485,-0.5188617301169163,-0.3318582073242496,-0.7059756002478047,-0.7568947262317555,-0.6951121262207584,-0.0930411405109211,2.5809156796525183,2.5701729714315094,-0.4232333658522646,-0.3668166605093509,-0.0684565885372221,-0.3010839717979925,0.8908615094746187,-0.5323071455675992,-0.535305503853431,-0.7473715170333782,-0.420254012295481,0.0,-0.2085129735592504,0.0384615384615384,0.6666666666666666,1.5,0.0001712133318114,0.065563725490196,6.491803278688525,3.8095420432293154e-05,0.0025252525252525,0.3333333333333333,1.0,0.5,0,
49,0xa64dc66815c127125c5813cc31c95f160bc773d9e0f0b5bec766c2a7da1fa321,1,0x391473f3e818e4b81ab0d1c58b7f5e827b780a86,0x46161158b1947d9149e066d6d31af1283b2d377c,2022-10-20 01:02:59+00:00,4,4,1.0,3,247,248,0.995967741935484,35,4,0xa64dc66815c127125c5813cc31c95f160bc773d9e0f0b5bec766c2a7da1fa321,1,1,26,3,3,21274,39,148,946212,9,5,4,1,5,187534,39584719249,16930578,182963,0.0,238,2,-0.3680880839790382,-0.5815145840415026,-0.5815145840415026,-0.5258813857503489,-0.5312968117847052,-0.5422568484488324,-0.677092954727848,-0.685920406731504,-0.5599283461562485,-0.5188617301169163,-0.3318582073242496,-0.6505852179173778,-0.6195045944075094,-0.6240311506099369,-0.4481824023980333,-0.470032702365448,-0.4749772827359351,-0.4232333658522646,-0.3668166605093509,-0.0684565885372221,-0.3010839717979925,0.8908615094746187,-0.5322779111546312,0.4196913234624944,1.430494109771561,-0.4202236902453887,0.0,-0.5361030949288382,0.0384615384615384,0.75,1.3333333333333333,0.0001880141010575,0.2348993288590604,6.358974358974359,0.0002610405902265,0.0040322580645161,0.25,1.0,0.3333333333333333,0,
48,0xa96d4a93d16040ef3d86eae6ba40b24de23954158f2838f832e51c2966a2f476,1,0x391473f3e818e4b81ab0d1c58b7f5e827b780a86,0x46161158b1947d9149e066d6d31af1283b2d377c,2022-10-20 01:04:35+00:00,5,5,1.0,3,248,249,0.9959839357429718,35,5,0xa96d4a93d16040ef3d86eae6ba40b24de23954158f2838f832e51c2966a2f476,2,1,2,3,3,21282,39,148,946220,3,2,1,1,1,57631,33042999336,6989873,52697,0.0,239,2,-0.3680880839790382,-0.5682490087108172,-0.5682490087108172,-0.5258813857503489,-0.5285936365166054,-0.5397583876408667,-0.677092954727848,-0.4515997708915492,-0.4874670307713222,-0.5188617301169163,-0.4997588718194622,-0.6505852179173778,-0.6195045944075094,-0.6238796324098606,-0.4481824023980333,-0.470032702365448,-0.4749746607815697,-1.7164464281786294,-0.555367280397335,-1.6820761754860332,-0.3010839717979925,-1.6218247992999473,-0.8487477401361961,0.1620751951184721,-0.2655877387423283,-0.7493847050213583,0.0,-0.5335437971056384,0.5,0.75,1.6666666666666667,0.0002349292862848,0.2348993288590604,6.384615384615385,0.0002620952187702,0.0080321285140562,0.4,2.0,0.3333333333333333,0,
46,0xa7a6c4df1314087db7b11091c8925eb4f3ab947b247d0bb32a1a92d4bd47c9cd,1,0x05b0e0b39309bd0ffe8700cd91dee76ebb1394ee,0x46161158b1947d9149e066d6d31af1283b2d377c,2022-10-20 01:18:35+00:00,6,6,1.0,3,393,399,0.9849624060150376,108,6,0xa7a6c4df1314087db7b11091c8925eb4f3ab947b247d0bb32a1a92d4bd47c9cd,2,2,2,3,3,21352,62,1632,10241281,3,2,1,1,1,57631,20201676724,9746652,52697,0.0,369,2,-0.3680880839790382,-0.5549834333801317,-0.5549834333801317,-0.5258813857503489,-0.1366332226421351,-0.1649892664460215,0.4288989953259803,-0.2172791350515945,-0.4874670307713222,-0.301019018999127,-0.4997588718194622,-0.6505852179173778,-0.6195045944075094,-0.6225538481591923,-0.0768983558796888,2.5829729610969,2.5714285598282025,-1.7164464281786294,-0.555367280397335,-1.6820761754860332,-0.3010839717979925,-1.6218247992999473,-0.8487477401361961,-0.3436223673139881,0.2047735507501445,-0.7493847050213583,0.0,-0.2008350800896507,0.5,0.75,2.0,0.0002809909614574,0.0661359461114513,6.435483870967742,3.8374101992309166e-05,0.0050125313283208,0.3333333333333333,1.0,0.6666666666666666,0,
44,0x8707831b6c18a1b1ec638fba33fb7d78d4efa04c7dc7ea72b5287dee97c03883,1,0x11d67fa925877813b744abc0917900c2b1d6eb81,0x46161158b1947d9149e066d6d31af1283b2d377c,2022-10-20 02:00:23+00:00,7,7,1.0,3,925,977,0.946775844421699,186,7,0x8707831b6c18a1b1ec638fba33fb7d78d4efa04c7dc7ea72b5287dee97c03883,1,1,26,4,3,21560,184,284,1817515,9,5,4,1,5,187534,19388784326,14713377,182963,0.0,940,2,-0.3680880839790382,-0.5417178580494463,-0.5417178580494463,-0.5258813857503489,1.3014560199869558,1.279121080558115,1.610643818671167,0.0170415007883602,-0.5599283461562485,-0.5188617301169163,-0.3318582073242496,-0.5951948355869509,-0.6195045944075094,-0.6186143749572071,1.8925213691306608,-0.1902424259295455,-0.1894126946899872,-0.4232333658522646,-0.3668166605093509,-0.0684565885372221,-0.3010839717979925,0.8908615094746187,-0.5322779111546312,-0.3756344673607802,1.0521955514090664,-0.4202236902453887,0.0,1.2605239769574947,0.0384615384615384,0.75,1.75,0.0003246602662214,0.6526315789473685,5.309782608695652,0.0005089363724996,0.0010235414534288,0.1428571428571428,1.0,0.3333333333333333,0,
43,0x0d7ec42a41ca718b81a9830382495c1b738e95b562b24ca97ef691d3175832c5,1,0x11d67fa925877813b744abc0917900c2b1d6eb81,0x46161158b1947d9149e066d6d31af1283b2d377c,2022-10-20 02:02:59+00:00,8,8,1.0,3,926,978,0.9468302658486708,186,8,0x0d7ec42a41ca718b81a9830382495c1b738e95b562b24ca97ef691d3175832c5,2,1,2,4,3,21572,184,284,1817527,3,2,1,1,1,57631,19229564986,5102108,52697,0.0,941,2,-0.3680880839790382,-0.5284522827187608,-0.5284522827187608,-0.5258813857503489,1.3041591952550555,1.2816195413660807,1.610643818671167,0.2513621366283149,-0.4874670307713222,-0.5188617301169163,-0.4997588718194622,-0.5951948355869509,-0.6195045944075094,-0.6183870976570925,1.8925213691306608,-0.1902424259295455,-0.1894087617584392,-1.7164464281786294,-0.555367280397335,-1.6820761754860332,-0.3010839717979925,-1.6218247992999473,-0.8487477401361961,-0.3819046028104467,-0.587677967831696,-0.7493847050213583,0.0,1.2630832747806946,0.5,0.75,2.0,0.0003708339127613,0.6526315789473685,5.315217391304348,0.0005094832101623,0.0020449897750511,0.25,2.0,0.3333333333333333,0,
38,0x1a848c5ec11515d78abfe39d79ada2fa63af1c48073b3ad9d67a9934d14dc471,1,0x05b0e0b39309bd0ffe8700cd91dee76ebb1394ee,0x46161158b1947d9149e066d6d31af1283b2d377c,2022-10-20 03:33:35+00:00,9,9,1.0,3,398,404,0.9851485148514852,108,9,0x1a848c5ec11515d78abfe39d79ada2fa63af1c48073b3ad9d67a9934d14dc471,3,2,22,4,3,22019,64,1632,10241948,13,5,4,1,7,183119,17122825655,13130726,173716,0.0,374,2,-0.3680880839790382,-0.5151867073880754,-0.5151867073880754,-0.5258813857503489,-0.1231173463016361,-0.1524969624061934,0.4288989953259803,0.4856827724682697,-0.4150057153863959,-0.301019018999127,-0.3598416514067851,-0.5951948355869509,-0.6195045944075094,-0.6099210182278261,-0.044612786617224,2.5829729610969,2.571647165273411,0.4389086756986451,-0.3668166605093509,-0.0684565885372221,-0.3010839717979925,2.147204663861902,-0.5430337389257651,-0.4648690276253578,0.7821638349832842,-0.4435893566789431,0.0,-0.1880385909736512,0.0454545454545454,0.75,2.25,0.000408719346049,0.0661359461114513,6.3125,3.885979123699991e-05,0.0074257425742574,0.3333333333333333,1.5,0.6666666666666666,0,
34,0xe2d56644a4d766123833d8519e31e0b5e0d197d689f1c0e5ad7cd0532186ea3d,1,0x1b04d574d4a3d57fb724848937a926aa21c59271,0x46161158b1947d9149e066d6d31af1283b2d377c,2022-10-21 07:39:59+00:00,10,10,1.0,4,94,94,1.0,22,10,0xe2d56644a4d766123833d8519e31e0b5e0d197d689f1c0e5ad7cd0532186ea3d,1,1,26,5,4,30417,17,94,622564,9,5,4,1,5,562602,29679472319,680430,182963,0.0,71,0,-0.3680880839790382,-0.5019211320573899,-0.5019211320573899,-0.3894498941641735,-0.944882627803974,-0.92701981287554,-0.8740504252853791,0.7200034083082245,-0.5599283461562485,-0.5188617301169163,-0.3318582073242496,-0.539804453256524,-0.4821144625832633,-0.4508647876976692,-0.8033236642851456,-0.5811259003620564,-0.5810510685393754,-0.4232333658522646,-0.3668166605093509,-0.0684565885372221,-0.3010839717979925,0.8908615094746187,0.3814631557680542,0.0296178568001328,-1.3421041172620631,-0.4202236902453887,0.0,-0.9635058314032224,0.0384615384615384,0.8,2.0,0.0003287527122098,0.231578947368421,5.529411764705882,0.0001509882502228,0.0106382978723404,0.1,1.0,0.25,0,
