index,transaction_hash,trace_involved_amt,from_address,to_address,block_timestamp,contract_block_involved,contract_tx_count,contract_block_per_tx,contract_main_active_days,sender_block_involved,sender_tx_count,sender_block_per_tx,sender_main_active_days,contract_interact,add_feat_hash,sender_tx_count_call_contract,sender_days_call_contract,trace_amt,distinct_sender_in_contract,contract_lifetime_days,contract_lifetime_block,distinct_contract_sender_called,sender_lifetime_days,sender_lifetime_block,contract_involved_amt,max_breadth,depth,distinct_was_called_in_sample,distinct_sender_call_in_sample,gas,gas_price,receipt_cumulative_gas_used,receipt_gas_used,value,nonce,transaction_type,z_trace_involved_amt,z_contract_block_involved,z_contract_tx_count,z_contract_main_active_days,z_sender_block_involved,z_sender_tx_count,z_sender_main_active_days,z_contract_interact,z_sender_tx_count_call_contract,z_sender_days_call_contract,z_trace_amt,z_distinct_sender_in_contract,z_contract_lifetime_days,z_contract_lifetime_block,z_distinct_contract_sender_called,z_sender_lifetime_days,z_sender_lifetime_block,z_contract_involved_amt,z_max_breadth,z_depth,z_distinct_was_called_in_sample,z_distinct_sender_call_in_sample,z_gas,z_gas_price,z_receipt_cumulative_gas_used,z_receipt_gas_used,z_value,z_nonce,involved_trace_ratio,contract_active_day_ratio,tx_count_per_distinct_caller,contract_block_ratio,sender_active_day_ratio,sender_tx_count_per_contract,sender_block_ratio,tx_sender_call_contract,sender_call_contract_tx_ratio,sender_tx_count_call_contract_per_days,sender_call_contract_day_ratio,is_sus,rn
71,0x5e7a5834fb70ffe1f545e81480c39815a0153ca88f134b82dc8c4419996bbf96,1,0x697cb8b5754e1e9001abe42d6be95ff598dab13b,0x3561081260186e69369e6c32f280836554292e08,2022-10-02 16:48:35+00:00,9,10,0.9,1,47,47,1.0,25,1,0x5e7a5834fb70ffe1f545e81480c39815a0153ca88f134b82dc8c4419996bbf96,2,1,1,5,0,198,25,612,3920236,2,1.0,0.0,1,0,46279,5991082552,7512747,46279,0.0,42,2,-0.3030218661045474,-1.221878823124768,-1.232118367896016,-0.8768962274534481,-0.6356046459923558,-0.6330344810643508,-0.7318882426799987,-1.5686164722983982,-0.382154207587333,-0.5497834329684301,-0.3266181256968234,-1.574231932241589,-0.902924800080104,-0.8963551559925781,-0.6871709680332257,0.27840978996126,0.2967316301784084,-1.3802652617689235,-0.737091769661476,-1.2125849560535515,-0.1005037815259212,-1.1818147332447542,-0.5658791577289154,-0.853273853178743,-0.4114711625692127,-0.6520763321835668,0.0,-0.6260824659563371,1.0,1.0,2.0,0.0452261306532663,0.0407830342577487,1.88,1.1989071068917515e-05,0.0425531914893617,0.2,2.0,1.0,0,
22,0x846cfac5a27ba5cca1b5ba93da7eb603c6e36560095119f6b60b91ac4a0ae7b0,1,0x1d0d7bd1ef5dfdde86c8b145cdf948ad8f0e9961,0x3561081260186e69369e6c32f280836554292e08,2022-10-02 16:49:47+00:00,10,11,0.9090909090909092,1,183,185,0.9891891891891892,46,2,0x846cfac5a27ba5cca1b5ba93da7eb603c6e36560095119f6b60b91ac4a0ae7b0,1,1,5,6,0,204,45,378,2404428,4,3.0,2.0,1,1,91696,5442403117,15448416,91279,0.0,176,2,-0.3030218661045474,-1.1943528302632056,-1.2072722624736325,-0.8768962274534481,-0.5205247926275679,-0.5201416140062747,-0.5614551855023543,-1.5056451165256803,-0.6953953613474421,-0.5497834329684301,-0.120224365382875,-1.4503741877693948,-0.902924800080104,-0.8962463962774263,-0.5773729384681182,-0.2117556667457961,-0.2115428722938536,0.1971807516812747,-0.232234393181013,0.4150458574411485,-0.1005037815259212,-0.1886931086693304,-0.1773753409233428,-0.9084135800811975,0.9264055703605916,-0.1792453804276177,0.0,-0.5122075722528784,0.2,1.0,1.8333333333333333,0.048780487804878,0.1213720316622691,4.111111111111111,7.610954617499622e-05,0.0054054054054054,0.0909090909090909,1.0,1.0,0,
19,0x2756bdb2665ece9805e506e7c3de89e029d75019dec2c6cead0ad964fe67fa29,1,0x1d0d7bd1ef5dfdde86c8b145cdf948ad8f0e9961,0x3561081260186e69369e6c32f280836554292e08,2022-10-02 16:51:11+00:00,11,12,0.9166666666666666,1,185,187,0.9893048128342246,46,3,0x2756bdb2665ece9805e506e7c3de89e029d75019dec2c6cead0ad964fe67fa29,2,1,1,6,0,211,46,378,2404435,2,1.0,0.0,1,0,46279,5488812580,12341316,46279,0.0,178,2,-0.3030218661045474,-1.1668268374016428,-1.1824261570512484,-0.8768962274534481,-0.5188324418427916,-0.5185054854981866,-0.5614551855023543,-1.4426737607529627,-0.382154207587333,-0.5497834329684301,-0.3266181256968234,-1.4503741877693948,-0.902924800080104,-0.8961195099430824,-0.5718830369898629,-0.2117556667457961,-0.2115405250826518,-1.3802652617689235,-0.737091769661476,-1.2125849560535515,-0.1005037815259212,-1.1818147332447542,-0.5658791577289154,-0.9037496452728708,0.4025786823079025,-0.6520763321835668,0.0,-0.5105079469737223,1.0,1.0,2.0,0.0518867924528301,0.1213720316622691,4.065217391304348,7.694112049561726e-05,0.0106951871657754,0.1666666666666666,2.0,1.0,0,
107,0x947cd6b26802d93930352f71c46fc3a8c2368d7642d45a94104fa7f877d5f88f,1,0x1d0d7bd1ef5dfdde86c8b145cdf948ad8f0e9961,0x3561081260186e69369e6c32f280836554292e08,2022-10-02 16:58:47+00:00,12,13,0.9230769230769232,1,190,192,0.9895833333333334,46,4,0x947cd6b26802d93930352f71c46fc3a8c2368d7642d45a94104fa7f877d5f88f,3,1,5,6,0,249,47,378,2404473,4,3.0,2.0,1,1,74596,5873888707,8995430,74179,0.0,183,2,-0.3030218661045474,-1.13930084454008,-1.1575800516288646,-0.8768962274534481,-0.5146015648808508,-0.5144151642279665,-0.5614551855023543,-1.379702404980245,-0.068913053827224,-0.5497834329684301,-0.120224365382875,-1.4503741877693948,-0.902924800080104,-0.8954306984137874,-0.5663931355116074,-0.2117556667457961,-0.2115277830789852,0.1971807516812747,-0.232234393181013,0.4150458574411485,-0.1005037815259212,-0.1886931086693304,-0.3236513007484147,-0.865051288591369,-0.161505206578538,-0.3589211420948784,0.0,-0.5062588837758321,0.2,1.0,2.1666666666666665,0.048,0.1213720316622691,4.085106382978723,7.901936140711025e-05,0.015625,0.2307692307692307,3.0,1.0,0,
26,0xe0db5f6b0360f6df02d3d8e1c5bcce8ff34eb36d535926fc24b5453e1035843c,1,0x219688c6156edea2e2ca7e2036c1c5b7f6451169,0x3561081260186e69369e6c32f280836554292e08,2022-10-02 17:13:59+00:00,13,14,0.9285714285714286,1,2917,3020,0.9658940397350994,313,5,0xe0db5f6b0360f6df02d3d8e1c5bcce8ff34eb36d535926fc24b5453e1035843c,3,1,5,6,0,325,356,1727,10780805,4,3.0,2.0,1,1,67243,8597645197,3921921,62144,0.0,2763,2,-0.3030218661045474,-1.1117748516785173,-1.1327339462064807,-0.8768962274534481,1.7929187301616227,1.799070546208548,1.6054793986134102,-1.3167310492075273,-0.068913053827224,-0.5497834329684301,-0.120224365382875,-1.4503741877693948,-0.902924800080104,-0.8940530753551974,1.129986421269305,2.6140272439286427,2.5971894026348306,0.1971807516812747,-0.232234393181013,0.4150458574411485,-0.1005037815259212,-0.1886931086693304,-0.3865499634731956,-0.5913264514150158,-1.016849556930091,-0.4853771533033861,0.0,1.686257726335538,0.2,1.0,2.333333333333333,0.0398773006134969,0.1811342592592592,8.48314606741573,0.0002705734617615,0.0009933774834437,0.2142857142857142,3.0,1.0,0,
48,0x7ccaaac4a233318eddc4a348611df8a1a908956017c4e1205e3c5f14259013ef,1,0x4731223a7b5ac0c425f1f35d0bdf6d340a93a181,0x3561081260186e69369e6c32f280836554292e08,2022-10-02 17:27:35+00:00,14,15,0.9333333333333332,1,7,7,1.0,4,6,0x7ccaaac4a233318eddc4a348611df8a1a908956017c4e1205e3c5f14259013ef,1,1,5,7,0,392,4,5,35436,4,3.0,2.0,1,1,91696,6284234175,6330269,91279,0.0,6,2,-0.3030218661045474,-1.0842488588169548,-1.1078878407840969,-0.8768962274534481,-0.6694516616878816,-0.665757051226112,-0.9023212998576432,-1.2537596934348096,-0.6953953613474421,-0.5497834329684301,-0.120224365382875,-1.3265164432972003,-0.902924800080104,-0.8928385918693352,-0.8024588990765887,-0.9930877836335392,-1.0059035236169558,0.1971807516812747,-0.232234393181013,0.4150458574411485,-0.1005037815259212,-0.1886931086693304,-0.1773753409233428,-0.8238134808700354,-0.6108254707442852,-0.1792453804276177,0.0,-0.6566757209811469,0.2,1.0,2.142857142857143,0.0356234096692111,0.6666666666666666,1.75,0.0001975336512684,0.1428571428571428,0.0666666666666666,1.0,1.0,0,
60,0xa3e5579b0635ffc8091c985b65a9b55142232b9d695fca119cf09ab74f985378,1,0x4731223a7b5ac0c425f1f35d0bdf6d340a93a181,0x3561081260186e69369e6c32f280836554292e08,2022-10-02 17:28:11+00:00,15,16,0.9375,1,8,8,1.0,4,7,0xa3e5579b0635ffc8091c985b65a9b55142232b9d695fca119cf09ab74f985378,2,1,1,7,0,395,4,5,35439,2,1.0,0.0,1,0,46279,5989727251,3273749,46279,0.0,7,2,-0.3030218661045474,-1.056722865955392,-1.083041735361713,-0.8768962274534481,-0.6686054862954934,-0.6649389869720679,-0.9023212998576432,-1.1907883376620918,-0.382154207587333,-0.5497834329684301,-0.3266181256968234,-1.3265164432972003,-0.902924800080104,-0.8927842120117593,-0.8024588990765887,-0.9930877836335392,-1.005902517669298,-1.3802652617689235,-0.737091769661476,-1.2125849560535515,-0.1005037815259212,-1.1818147332447542,-0.5658791577289154,-0.8534100546148523,-1.1261250619614347,-0.6520763321835668,0.0,-0.6558259083415688,1.0,1.0,2.2857142857142856,0.0378787878787878,0.6666666666666666,2.0,0.0002257336343115,0.25,0.125,2.0,1.0,0,
16,0x3f56d4cf3d9fac62700ce39c6aacbced06b680ad753b36ae28b22a76925e6595,1,0x0d734a787dfbadf4916b858d939aae0a9eeef4e2,0x3561081260186e69369e6c32f280836554292e08,2022-10-02 18:46:11+00:00,16,17,0.9411764705882352,1,1759,1777,0.9898705683736636,291,8,0x3f56d4cf3d9fac62700ce39c6aacbced06b680ad753b36ae28b22a76925e6595,1,1,5,8,0,781,368,545,3485383,4,3.0,2.0,1,1,91708,5150518609,11207803,91291,0.0,1715,2,-0.3030218661045474,-1.0291968730938292,-1.0581956299393291,-0.8768962274534481,0.81304762577615,0.7822166784318199,1.4269304815701638,-1.1278169818893742,-0.6953953613474421,-0.5497834329684301,-0.120224365382875,-1.2026586988250063,-0.902924800080104,-0.8857873370036574,1.1958652390083695,0.1380632703058208,0.1509185112190345,0.1971807516812747,-0.232234393181013,0.4150458574411485,-0.1005037815259212,-0.1886931086693304,-0.1772726911269743,-0.9377466132359348,0.2114793976510625,-0.1791192921738162,0.0,0.7956540800577413,0.2,1.0,2.125,0.0204603580562659,0.532967032967033,4.828804347826087,0.0005046789679415,0.0005627462014631,0.0588235294117647,1.0,1.0,0,
51,0xd5740bd276b658a48e6621695d9d7447258c4d07220c06912eb9e5f937a54212,1,0xf2978b5dabb93964410fb0394c07f144706a2df7,0x3561081260186e69369e6c32f280836554292e08,2022-10-02 18:50:47+00:00,17,19,0.8947368421052632,1,107,107,1.0,28,9,0xd5740bd276b658a48e6621695d9d7447258c4d07220c06912eb9e5f937a54212,1,1,5,10,0,804,31,354,2252206,4,3.0,2.0,1,1,91696,5143905457,3726913,91279,0.0,96,2,-0.3030218661045474,-1.0016708802322667,-1.0085034190945614,-0.8768962274534481,-0.584834122449067,-0.583950625821709,-0.7075406630831924,-1.0648456261166566,-0.6953953613474421,-0.5497834329684301,-0.120224365382875,-0.9549432098806178,-0.902924800080104,-0.885370424762242,-0.6542315591636936,-0.2620290469208787,-0.2625853270871603,0.1971807516812747,-0.232234393181013,0.4150458574411485,-0.1005037815259212,-0.1886931086693304,-0.1773753409233428,-0.9384112042010478,-1.0497260120764909,-0.1792453804276177,0.0,-0.5801925834191224,0.2,1.0,1.9,0.0211180124223602,0.0788732394366197,3.4516129032258065,4.750895454991482e-05,0.0093457943925233,0.0526315789473684,1.0,1.0,0,
81,0x1c7021a26fe049bc08d0d10d6a65a992f163f0983046461e904a2849ac5444d6,1,0x5c044ca8eebab5e982bc61f75f6cce677397a899,0x3561081260186e69369e6c32f280836554292e08,2022-10-02 18:50:47+00:00,17,19,0.8947368421052632,1,1080,1090,0.9908256880733946,270,10,0x1c7021a26fe049bc08d0d10d6a65a992f163f0983046461e904a2849ac5444d6,1,1,5,10,0,804,254,1121,7159184,4,3.0,2.0,1,1,91696,5643905457,2184354,91279,0.0,975,2,-0.3030218661045474,-1.0016708802322667,-1.0085034190945614,-0.8768962274534481,0.2384945343445989,0.2202065359035717,1.256497424392519,-1.0018742703439387,-0.6953953613474421,-0.5497834329684301,-0.120224365382875,-0.9549432098806178,-0.902924800080104,-0.885370424762242,0.5700164704872561,1.3446243945078051,1.3828023483917495,0.1971807516812747,-0.232234393181013,0.4150458574411485,-0.1005037815259212,-0.1886931086693304,-0.1773753409233428,-0.8881635337170478,-1.3097864802325423,-0.1792453804276177,0.0,0.1667927267699839,0.2,1.0,1.9,0.0211180124223602,0.2406417112299465,4.291338582677166,0.0001508551601893,0.0009174311926605,0.0526315789473684,1.0,1.0,0,
