transaction_hash,trace_involved_amt,from_address,to_address,block_timestamp,contract_block_involved,contract_tx_count,contract_block_per_tx,contract_main_active_days,sender_block_involved,sender_tx_count,sender_block_per_tx,sender_main_active_days,contract_interact,sender_tx_count_call_contract,sender_days_call_contract,trace_amt,distinct_sender_in_contract,contract_lifetime_days,contract_lifetime_block,distinct_contract_sender_called,sender_lifetime_days,sender_lifetime_block,contract_involved_amt,max_breadth,depth,distinct_was_called_in_sample,distinct_sender_call_in_sample,gas,gas_price,receipt_cumulative_gas_used,receipt_gas_used,value,nonce,transaction_type,z_trace_involved_amt,z_contract_block_involved,z_contract_tx_count,z_contract_main_active_days,z_sender_block_involved,z_sender_tx_count,z_sender_main_active_days,z_contract_interact,z_sender_tx_count_call_contract,z_sender_days_call_contract,z_trace_amt,z_distinct_sender_in_contract,z_contract_lifetime_days,z_contract_lifetime_block,z_distinct_contract_sender_called,z_sender_lifetime_days,z_sender_lifetime_block,z_contract_involved_amt,z_max_breadth,z_depth,z_distinct_was_called_in_sample,z_distinct_sender_call_in_sample,z_gas,z_gas_price,z_receipt_cumulative_gas_used,z_receipt_gas_used,z_value,z_nonce,involved_trace_ratio,contract_active_day_ratio,tx_count_per_distinct_caller,contract_block_ratio,sender_active_day_ratio,sender_tx_count_per_contract,sender_block_ratio,tx_sender_call_contract,sender_call_contract_tx_ratio,sender_tx_count_call_contract_per_days,sender_call_contract_day_ratio,is_sus
0x810a95b9499bfef1edc3dd6d8931b619e61d88fc313186e0a2b99d337a8da36f,3,0x9a7067dcf6e8f4cb9e24244030c516a5e0c7dcd9,0xd6e194af3d9674b62d1b30ec676030c23961275e,2021-05-07 22:57:23.000000 UTC,2175,2198,0.9895359417652412,178,112,113,0.9911504424778761,35,45,3,3,45,742,199,1296563,28,69,448498,10,26.0,7.0,2,5,435903,45100000000,11811698,243951,0.0,88,-1.0,-0.25701167569402933,-0.28399212299178983,-0.13146105945254918,0.027021045016798185,-0.24246915871549224,-0.2444810674130103,-0.39374404483248027,-0.9108986566858263,-0.21313767526588767,-0.41131588787325135,-0.39857239026494795,-0.12529647240499278,0.3020172757135788,0.3058798885631506,-0.430789090276031,-0.5022972860766236,-0.5088388637220814,-0.4323439930690379,1.0405421494501663,0.371007067758559,-0.006553367806697712,0.6445250863555939,-0.5603861925285913,-0.18774496016555667,0.9323838549254149,-0.6825063931854671,-0.0,-0.24434597351968187,0.06666666666666667,0.89,2.9622641509433962,0.0016775107129304839,0.5,4.035714285714286,0.00024972184999297656,0.02654867256637168,0.001364877161055505,1.0,0.016853932584269662,0
0xf228104983bc22d3660937cf6ade3870705370d5f33aa59208c7d6cd71494ae2,15,0xcb36b1ee0af68dce5578a487ff2da81282512233,0x2f755e8980f0c2e81681d82cccd1a4bd5b4d5d46,2021-05-08 14:33:52.000000 UTC,48,84,0.5714285714285714,1,89,179,0.4972067039106145,2,82,84,1,97,1,0,223,6,1,6567,11,33.0,8.0,2,1,1000000,210000000000,9244407,362536,3.327e+21,169,-1.0,0.43202766933017805,-0.29250254981905044,-0.13201543707880534,-2.3703348286540127,-0.24360606137842664,-0.24133142621350884,-0.6515833407699301,-0.7448114308764111,-0.20893396980987536,-0.465975806527504,0.44479543450727144,-0.12955465152595708,-2.436713089608918,-2.4354486856915005,-0.5977086715587934,-0.683793924898733,-0.7005394385992261,-0.3293068164558258,1.6905907925694135,0.6763626790824759,-0.006553367806697712,-0.6694913995885322,-0.16670289457711004,0.06194774775426595,0.2954265416186033,-0.2739313100938378,0.0,-0.2404802993146287,0.15463917525773196,1.0,84.0,0.21428571428571427,1.0,29.833333333333332,0.013550548112058466,0.4692737430167598,1.0,84.0,1.0,1
0x24b08ebabca568de43148709f0845417b267e1eea8a41d6126358952c92c55e8,2,0x75c0c0591cdf9af7cb826a65ac213cff31916668,0x67b66c99d3eb37fa76aa3ed1ff33e8e39f0b9c7a,2021-05-08 14:05:55.000000 UTC,25754,26996,0.9539931841754334,214,3574,3945,0.90595690747782,258,614,146,67,73,4703,213,1386899,293,321,2084081,15,12.0,5.0,2,2,1064929,167000000000,9303897,597052,0.0,3930,-1.0,-0.3144316211127133,-0.18964922023674594,-0.12495800534852809,0.5146188498312004,-0.07134059266858327,-0.06161099049650216,1.3486245307448324,1.6432535456265311,-0.20571631872008816,1.3378015090628341,0.05554874615086248,-0.10253446498510141,0.49469177377646806,0.4969105271948893,1.5798331388117883,0.1703079048523699,0.20064338884514007,0.08284188999702256,-0.259555136788328,-0.23970415488927485,-0.006553367806697712,-0.3409872781025007,-0.12138894528702036,-0.003163146366730848,0.3101862983304923,0.5340747124749233,-0.0,-0.06098893283061577,0.0273972602739726,1.0,5.740165851584095,0.01856947148316389,0.8012422360248447,13.464163822525597,0.0017149037321947985,0.03700887198986058,0.005408208623499778,2.1791044776119404,0.3130841121495327,0
0xdf2778800e5f06104d354d6487a807eaf11c29159f9f8d331435b45bfe1a483e,1,0x13251ca36c34cbff1dbd58671c72ec5610367c8e,0x67b66c99d3eb37fa76aa3ed1ff33e8e39f0b9c7a,2021-05-02 18:12:54.000000 UTC,25255,26461,0.9544234911756925,208,157,170,0.9235294117647059,36,79,10,9,4,4650,207,1349090,37,203,1322284,4,2.0,2.0,1,1,131323,40000000000,10470454,87549,2e+21,167,-1.0,-0.3718515665313972,-0.19164578957703887,-0.1250983043220603,0.43335254902880005,-0.2402447839401858,-0.24176092274071356,-0.38593073283437573,-0.7582779626987961,-0.21277439207833104,-0.24733613191049333,-1.0635354828738133,-0.10283903110306511,0.41211698889237264,0.4169570488913624,-0.3625038070239919,-0.1446421448683493,-0.1298084754497026,-1.0505670527483106,-1.1881960555301097,-1.1557709888610257,-0.9427487687634981,-0.6694913995885322,-0.7729525754202964,-0.19546741504967488,0.5996147318579943,-1.2213769092346893,0.0,-0.24057574806043247,0.25,1.0,5.690537634408602,0.0187200122156326,0.17647058823529413,4.594594594594595,0.00011873385843445249,0.058823529411764705,0.00037791466686822115,1.1111111111111112,0.04326923076923077,0
0xdf1e3e94afa89d6ad7b7e408980914da321176291102e61711c960dd2409eea1,2,0x94692b042a0e36671952ff0b71e43d6e0d06845a,0x67b66c99d3eb37fa76aa3ed1ff33e8e39f0b9c7a,2021-05-04 17:26:52.000000 UTC,25542,26773,0.9540208418929519,210,1127,1185,0.9510548523206751,241,391,11,10,46,4673,209,1361920,198,777,4966777,12,9.0,5.0,2,3,807771,70000000000,358755,358755,0.0,1149,-1.0,-0.3144316211127133,-0.19049746212079824,-0.12501648510758917,0.46044131596293353,-0.19229714989469138,-0.19332325883928986,1.215798226777055,0.6422413468292452,-0.21272249448010866,-0.220006172583367,-0.3823537782500976,-0.10270686090092992,0.43964191718707113,0.4440882379372047,0.8590440378180418,1.3874030122476915,1.451097600919073,-0.22626963984261375,-0.5381474124108625,-0.23970415488927485,-0.006553367806697712,-0.012483156616469137,-0.3008595142398902,-0.15004120984897945,-1.9091466933202081,-0.28695844159587813,-0.0,-0.19371041387077528,0.043478260869565216,1.0,5.729295955488979,0.01875439177455961,0.3097686375321337,5.984848484848484,0.00022690766529126125,0.009282700421940928,0.0004108616890150525,1.1,0.047619047619047616,0
0x78fc03247169ecbff1e2c2ce34a202b6ae88063c6ba53a3cc6d1ffe1b17d7c8b,2,0xecded8b1c603cf21299835f1dfbe37f10f2a29af,0x67b66c99d3eb37fa76aa3ed1ff33e8e39f0b9c7a,2021-05-07 01:19:29.000000 UTC,25678,26910,0.9542177629134151,213,3452,3635,0.949656121045392,188,528,29,15,46,4692,212,1376982,418,231,1500514,12,9.0,5.0,2,3,856230,46620000000,4915617,388261,0.0,3586,-1.0,-0.3144316211127133,-0.18995330694989676,-0.12498055808072205,0.5010744663641337,-0.07737111983719185,-0.07640475976688774,0.8016926908775145,1.2572129667181609,-0.21178833771210592,-0.08335637594773533,-0.3823537782500976,-0.10259767682090519,0.48092930962911884,0.47593936571650913,2.5282398506456656,-0.0699082347651278,-0.05249596860959977,-0.22626963984261375,-0.5381474124108625,-0.23970415488927485,-0.006553367806697712,-0.012483156616469137,-0.267039977998019,-0.18544336576872142,-0.7785671927377251,-0.18529789092166457,-0.0,-0.07740611710886636,0.043478260869565216,1.0,5.735294117647059,0.01864801526235255,0.8103448275862069,8.696172248803828,0.002300543480071842,0.00797799174690509,0.0010776662950575994,1.9333333333333333,0.07042253521126761,0
0x77e16fc800361ae404759a6fb9e3e1323c28d6722ab1af7e4c908c50ba0e4924,15,0xcb36b1ee0af68dce5578a487ff2da81282512233,0x67b66c99d3eb37fa76aa3ed1ff33e8e39f0b9c7a,2021-05-08 14:18:15.000000 UTC,25774,27026,0.9536742396211056,214,52,106,0.49056603773584906,2,644,46,1,145,4703,213,1386963,6,1,6499,24,26.0,14.0,4,3,5000000,190000000000,7995794,901622,1000000000.0,96,-1.0,0.43202766933017805,-0.18956919741749573,-0.1249501381163674,0.5146188498312004,-0.24543499174923417,-0.24481512026750285,-0.6515833407699301,1.7779188638503813,-0.21090607854232557,-0.465975806527504,1.2232888112200893,-0.10253446498510141,0.49469177377646806,0.49704586593993483,-0.5977086715587934,-0.683793924898733,-0.7005689356000965,1.0101764795159314,1.0405421494501663,2.508496347025978,1.865837434106903,-0.012483156616469137,2.624897117133509,0.031663610953802324,-0.014360382356885965,1.5834461595990752,-0.0,-0.24396417853646674,0.10344827586206896,1.0,5.746544758664682,0.01858303459931188,1.0,17.666666666666668,0.008,0.4339622641509434,0.0017020646784577814,46.0,0.004672897196261682,0
0x83ca3a213c4d411e0d39733c512ced9a252216a41d76f04a2aed3ea4a31d0c94,2,0x980a8dc166486de53f3344ef1e7eccf1f390a035,0x67b66c99d3eb37fa76aa3ed1ff33e8e39f0b9c7a,2021-05-03 02:11:42.000000 UTC,25284,26492,0.9544013287030046,209,19,20,0.95,6,110,5,3,83,4653,208,1351274,7,47,301073,16,12.0,6.0,2,2,1102170,22200000000,11053133,619019,0.0,16,-1.0,-0.3144316211127133,-0.19152975648912604,-0.1250901748488276,0.44689693249586676,-0.24706619991779222,-0.24891919819412595,-0.6203300927775119,-0.6191238005341511,-0.2130338800694429,-0.41131588787325135,0.2177348662993662,-0.10282179151148227,0.4258794530397219,0.42157548356604047,-0.5901214178641224,-0.561016786872012,-0.5727887953884797,0.18587906661023465,-0.259555136788328,0.0656514564346421,-0.006553367806697712,-0.3409872781025007,-0.09539845127799157,-0.2224202968020875,0.7441802097723794,0.6097602447958225,-0.0,-0.24778212836861804,0.024096385542168676,1.0,5.693531055233183,0.018711217183770883,0.125,2.857142857142857,6.310740880979428e-05,0.25,0.00018873622225577534,1.6666666666666667,0.014354066985645933,0
0x1cb1c530c049c163dc0da11050fc59375d1a201d0bface7acc929aa18e353463,2,0xbfd011afe4b326817db13df58f0dea7188154aac,0x67b66c99d3eb37fa76aa3ed1ff33e8e39f0b9c7a,2021-05-05 02:10:14.000000 UTC,25565,26797,0.9540247042579393,211,392,410,0.9560975609756097,62,415,20,8,37,4680,210,1364235,105,1330,8102365,12,9.0,5.0,2,3,746337,39000000000,10799122,340499,0.0,394,-1.0,-0.3144316211127133,-0.1904054358786605,-0.12501019132186061,0.47398569943000024,-0.22862860455802994,-0.23030768201525378,-0.18278462088365766,0.7499736014083253,-0.2122554160961073,-0.27466609123761965,-0.528321286383751,-0.1026666351872366,0.45340438133442035,0.44898369410564776,0.15342944421363724,2.8633977367863164,2.8112511592299314,-0.22626963984261375,-0.5381474124108625,-0.23970415488927485,-0.006553367806697712,-0.012483156616469137,-0.3437343030197477,-0.19698162188969806,0.6811588521972637,-0.349858021786634,-0.0,-0.22974231541170317,0.05405405405405406,1.0,5.7258547008547005,0.01873942631626786,0.04658151765589782,3.9047619047619047,4.838092971855381e-05,0.04878048780487805,0.0007463522036048812,2.5,0.037914691943127965,0
0xf355a1716fc8e9cf7bdba1505aebe6f5fb931893a68675f9b63647ceab5bfd28,2,0xdc72bd8115311209270c453d52a031773372c52f,0x67b66c99d3eb37fa76aa3ed1ff33e8e39f0b9c7a,2021-05-03 23:37:06.000000 UTC,25432,26655,0.9541174263740386,209,272,284,0.9577464788732394,21,273,107,20,52,4663,208,1357052,28,21,139520,13,11.0,5.0,2,2,975375,89000000000,12244685,462294,0.0,258,-1.0,-0.3144316211127133,-0.19093758762667443,-0.12504742955408787,0.44689693249586676,-0.23456027062551377,-0.23632063339612017,-0.5031304128059438,0.11255776181543468,-0.20774032505076076,0.05329342068789633,-0.28504210616099535,-0.1027643262062061,0.4258794530397219,0.4337940346421805,-0.430789090276031,-0.6304125605392891,-0.642867162765123,-0.12323246322940165,-0.35241922866250613,-0.23970415488927485,-0.006553367806697712,-0.3409872781025007,-0.18388868214920356,-0.12127127988853899,1.0398100236833687,0.06977685821627524,-0.0,-0.23623283012636037,0.038461538461538464,1.0,5.716277074844521,0.01874060924665433,0.9545454545454546,10.142857142857142,0.0019495273113008078,0.3767605633802817,0.004014256237103733,5.35,0.09569377990430622,0
