transaction_hash,trace_involved_amt,from_address,to_address,block_timestamp,contract_block_involved,contract_tx_count,contract_block_per_tx,contract_main_active_days,sender_block_involved,sender_tx_count,sender_block_per_tx,sender_main_active_days,contract_interact,add_feat_hash,sender_tx_count_call_contract,sender_days_call_contract,trace_amt,distinct_sender_in_contract,contract_lifetime_days,contract_lifetime_block,distinct_contract_sender_called,sender_lifetime_days,sender_lifetime_block,contract_involved_amt,max_breadth,depth,distinct_was_called_in_sample,distinct_sender_call_in_sample,gas,gas_price,receipt_cumulative_gas_used,receipt_gas_used,value,nonce,transaction_type,z_contract_block_involved,z_contract_tx_count,z_contract_block_per_tx,z_contract_main_active_days,z_sender_block_involved,z_sender_tx_count,z_sender_block_per_tx,z_sender_main_active_days,z_contract_interact,z_sender_tx_count_call_contract,z_sender_days_call_contract,z_trace_amt,z_distinct_sender_in_contract,z_contract_lifetime_days,z_contract_lifetime_block,z_distinct_contract_sender_called,z_sender_lifetime_days,z_sender_lifetime_block,z_contract_involved_amt,z_max_breadth,z_depth,z_distinct_was_called_in_sample,z_distinct_sender_call_in_sample,z_gas,z_gas_price,z_receipt_cumulative_gas_used,z_receipt_gas_used,z_nonce,involved_trace_ratio,contract_active_day_ratio,tx_count_per_distinct_caller,contract_block_ratio,sender_active_day_ratio,sender_tx_count_per_contract,sender_block_ratio,tx_sender_call_contract,sender_call_contract_tx_ratio,sender_tx_count_call_contract_per_days,sender_call_contract_day_ratio,is_sus
0x786e16699c5912581522946a4397dd95b3a385c212778005968a335ceaf80369,2,0x74be0af0bf7254328ddffc09425ff71d64a1a836,0x1111111254fb6c44bac0bed2854e76f90643097d,2022-05-13 20:26:22.000000 UTC,546807,1010142,0.5413169633576269,188,2228,2494,0.8933440256615878,284,74,0x786e16699c5912581522946a4397dd95b3a385c212778005968a335ceaf80369,398,41,14,106227,187,1200269,159,1795,10904604,8,4,4,1,2,171328,57400811433,1468915,138244,2000000000000000000,2469,2.0,-0.0733060539434652,-0.08800283242767695,-0.8470387604001516,-0.28896363557442273,-0.1718689301821359,-0.19928439935761952,-0.06875417411408474,0.7094556612692001,0.15356779725395392,-0.2048147363787804,-0.14715357775468046,-0.44388242138411765,-0.17843456709431357,-0.35712142449632955,-0.3553144612726151,-0.0718683412523084,2.298401513664628,2.2558411367490905,-0.5361312076470042,-0.41851516563059804,-0.5526519157235694,-0.6354107794009599,-0.7975344922245989,-0.3748391998562902,-0.14872132287977163,-0.9714654280138758,-0.23616774220472395,-0.19761172219343726,0.14285714285714285,1.0,9.50927730238075,0.45556999675073107,0.15812917594654788,15.685534591194969,0.0002043173503304338,0.1595829991980754,0.00039400401131722075,9.707317073170731,0.21808510638297873,0
0xfc5797386bed2b54be5a06df55793efd0fb7ac272b168b22ec24388fa0c8033f,2,0x74be0af0bf7254328ddffc09425ff71d64a1a836,0xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f,2022-03-08 04:00:14.000000 UTC,1829337,3509477,0.5212563011525649,549,1233,1480,0.8331081081081081,219,92,0xfc5797386bed2b54be5a06df55793efd0fb7ac272b168b22ec24388fa0c8033f,320,104,16,438254,550,3549569,93,1729,10479027,8,5,4,2,4,195508,43478878602,1153724,138342,0,1455,2.0,1.6019205592603183,1.619821181546983,-0.9397138164740103,1.429747370450471,-0.2611797047606786,-0.24629234095443284,-0.5543821250632114,0.2785348173294398,0.4313070619215023,-0.2094787167670957,0.5998371792140132,-0.41634125687174217,1.516886116063763,1.4137323978831005,1.4186867332880595,-0.31198995587983613,2.1807143335891532,2.1318028966337366,-0.5361312076470042,-0.3021108633179619,-0.5526519157235694,0.48106454397909554,0.21965557443508915,-0.3537892760023281,-0.2000121851893256,-1.0107104277901253,-0.23602436734979312,-0.24463740528345998,0.125,0.9963702359346642,8.007860738293319,0.5153686221147914,0.12658959537572254,15.913978494623656,0.00011766358482866922,0.21621621621621623,9.118167749781521e-05,3.076923076923077,0.1894353369763206,0
0x6a740b9a05e566cdcf0b70ef0a2346b76dede6bc79f08a3fb63f8475ec25ffe4,5,0x92bf6ac90de30798b42bf2485959913c82301bec,0x97369300dbbf1098c05d80d4a3e9e7235d9119ba,2022-04-08 19:28:19.000000 UTC,717,806,0.8895781637717122,122,724,724,1.0,238,10,0x6a740b9a05e566cdcf0b70ef0a2346b76dede6bc79f08a3fb63f8475ec25ffe4,78,57,171,14,142,911837,8,289,1853640,28,38,8,1,1,2700000,40204290415,11379121,859399,0,695,2.0,-0.7866028198705421,-0.7776935937578418,0.7618376538879376,-0.6031878084210792,-0.30686732713301856,-0.2813396820266132,0.7911168858471119,0.4044962947887544,-0.8339495882306625,-0.22394901489494573,0.04255836052308303,1.718098992837355,-0.7207552088501611,-0.5766487578491515,-0.5731149603785295,-0.621237489869834,-0.38700595896665957,-0.3821436366466162,2.165653825549951,3.5392311129990315,0.8516507726919621,-0.6354107794009599,-1.306129525554443,1.826498808896648,-0.21207634710267143,0.26247219156468543,0.818888313995584,-0.2798834793943251,0.029239766081871343,0.8531468531468531,57.57142857142857,0.0007863238864798352,0.8206896551724138,90.5,0.0003905826424857888,0.10773480662983426,0.0967741935483871,1.368421052631579,0.4672131147540984,0
0xf3d098a4172d234381c38eb1fa75620c85c3aeb98f5897b2d08456f2890e3eb1,2,0xf5609a3ce9e07b486afde55d61f2b78e51eedc21,0xdef1c0ded9bec7f1a1670819833240f027b25eff,2022-05-06 15:41:20.000000 UTC,1041472,1445074,0.7207049604380121,651,470,483,0.9730848861283644,81,8,0xf3d098a4172d234381c38eb1fa75620c85c3aeb98f5897b2d08456f2890e3eb1,29,18,21,276761,668,4308970,106,354,2274910,11,7,5,1,5,256000,53602114137,4972945,207913,0,473,2.0,0.5728199412538787,0.2091911467892055,-0.018312743359352218,1.915366546668031,-0.32966625853296816,-0.2925121809662897,0.574124564157314,-0.6363432821118975,-0.8648095065270567,-0.22687895129273355,-0.41986448902896545,-0.3474883455908036,0.692307322516108,1.9893818497860556,1.9921248983374664,-0.26469327421077765,-0.27110191798323746,-0.2593607103761759,-0.130863452667461,-0.06930225869268954,-0.2015762436196865,-0.6354107794009599,0.7282506077649332,-0.30112790322425226,-0.16271639542680788,-0.5351723340931374,-0.13424138742743022,-0.29017904314776205,0.09523809523809523,0.9730941704035875,5.221378734720571,0.24169854009228653,0.22816901408450704,4.556603773584905,0.00020660148902528494,0.060041407867494824,2.0068176439407255e-05,1.6111111111111112,0.027649769585253458,0
0x32953465d1a4dc625c1b39e1d407a8905e4ccd9fa058e5d39ae71a99ecbdb6dd,2,0x33d5cc43debe407d20dd360f4853385135f97e9d,0x1111111254fb6c44bac0bed2854e76f90643097d,2022-06-27 22:20:34.000000 UTC,673180,1244589,0.5408853846530863,233,500,551,0.9074410163339383,60,170,0x32953465d1a4dc625c1b39e1d407a8905e4ccd9fa058e5d39ae71a99ecbdb6dd,221,23,16,128368,232,1467340,76,141,883026,8,5,4,2,4,185348,45839725999,1685736,125774,0,491,2.0,0.09176097200555876,0.07219746749382902,-0.8490325420726972,-0.07471988136079333,-0.32697347135974575,-0.28935977462646395,0.044897165033934185,-0.7755638624616662,1.6348438754808785,-0.21539838418303434,-0.3605795083171644,-0.41634125687174217,-0.06538323317929168,-0.13759409114350765,-0.15364406028827343,-0.3738394626778357,-0.6509105445904515,-0.6650378071288655,-0.5361312076470042,-0.3021108633179619,-0.5526519157235694,0.48106454397909554,0.21965557443508915,-0.3626340744455149,-0.19131440591949858,-0.9444686543227292,-0.254411460990308,-0.2893442677082942,0.125,1.0,9.695477065935435,0.45877543120515274,0.4225352112676056,7.25,0.0005662341015620133,0.4010889292196007,0.00017756865921199688,9.608695652173912,0.09871244635193133,0
0x1019367852c800160d5e5530a93ab70ba0ea8de6a7399acc816eab049d53eff7,4,0x353623206d926d9ed06bd1cdbc127c6216f9d35a,0x97369300dbbf1098c05d80d4a3e9e7235d9119ba,2022-04-07 17:07:16.000000 UTC,707,796,0.8881909547738693,121,580,580,1.0,204,1,0x1019367852c800160d5e5530a93ab70ba0ea8de6a7399acc816eab049d53eff7,63,43,153,14,141,904800,8,237,1522843,27,38,8,1,1,900000,52000000000,13215198,863700,0,558,2.0,-0.7866158817608153,-0.777700426871506,0.7554291081307194,-0.6079487807369376,-0.319792705564486,-0.2880153660403618,0.7911168858471119,0.17909154565103358,-0.9728192205644366,-0.22484593420039098,-0.12343958546996002,1.470228512225976,-0.7207552088501611,-0.5815271430347697,-0.5784287331645183,-0.621237489869834,-0.47972919175339723,-0.47855739424028026,2.030564573890103,3.5392311129990315,0.8516507726919621,-0.6354107794009599,-1.306129525554443,0.25950695872577223,-0.16861886720300268,0.4910854497293438,0.8251807145165783,-0.2862370480169416,0.026143790849673203,0.852112676056338,56.857142857142854,0.0007813872884755874,0.8571428571428571,72.5,0.00038086632642608174,0.10862068965517241,0.07914572864321608,1.4651162790697674,0.35537190082644626,0
0x7d87eaf9904d14cccf154b7b6b13a8e983024a88d375a0f8a36aa01618c46a2e,2,0x69bab6810fa99475854bca0a3dd72ae6a0728ece,0x3e135c3e981fae3383a5ae0d323860a34cfab893,2022-01-25 04:11:54.000000 UTC,120,126,0.9523809523809523,6,4215,4633,0.909777681847615,370,3,0x7d87eaf9904d14cccf154b7b6b13a8e983024a88d375a0f8a36aa01618c46a2e,6,3,18,46,5,29536,452,453,2923849,9,4,6,2,4,129250,124950080169,4762554,122918,0,4563,2.0,-0.7873826147198499,-0.7781582454870029,1.0519702475411723,-1.1554605970606573,0.006483340257627309,-0.100122676403395,0.06373559452166948,1.2795970855587293,-0.9419593022680424,-0.22825422756108293,-0.5977194311643688,-0.38880009235936674,-0.7205918177347969,-1.2449875282788536,-1.2393572572167697,0.9941260994426252,-0.09457114787002532,-0.07022160863379395,-0.4010419559871565,-0.41851516563059804,0.14949942848419637,0.48106454397909554,0.21965557443508915,-0.41147024600711807,0.10014212761285446,-0.5613684968894257,-0.2585898139054345,-0.10049951273534298,0.1111111111111111,1.0,2.739130434782609,0.004062701019060839,0.8149779735682819,10.25,0.0014415924209518272,0.0012950571983595942,0.047619047619047616,2.0,0.5,0
0x9b9b65723bbc67ee1534bf5115c0881b0ab269317d306565d8da0870168bcd25,2,0x72fae93d08a060a7f0a8919708c0db74ca46cbb6,0xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f,2022-01-10 13:15:10.000000 UTC,1663894,3223664,0.5161499461482338,492,5709,6169,0.9254336197114605,267,56,0x9b9b65723bbc67ee1534bf5115c0881b0ab269317d306565d8da0870168bcd25,1137,157,16,404229,493,3183622,488,394,2538079,8,5,4,2,4,195602,190001511514,18545014,133620,0,5744,2.0,1.3858207280140522,1.4245219099782902,-0.9633038521130134,1.1583719484465405,0.1405841414841025,-0.028915380256742892,0.18995532078807725,0.5967532867003398,-0.12417146741359443,-0.16062651193051108,1.2282579747591047,-0.41634125687174217,1.3431554066803288,1.1356644423028592,1.1423531806783906,1.125101525603095,-0.19977635430113155,-0.18265774096542867,-0.5361312076470042,-0.3021108633179619,-0.5526519157235694,0.48106454397909554,0.21965557443508915,-0.3537074442057081,0.3398031034743604,1.1547104508475576,-0.24293269454350025,-0.045728968623590674,0.125,0.9959514170040485,7.974845941285756,0.5226416570052421,0.6759493670886076,12.64139344262295,0.00224933808232995,0.18430863997406388,0.00035270425205604554,7.24203821656051,0.31910569105691056,0
0xb6e6b4b07a9e77b40d44de1ef4679372756df2b9be69db42a9d38b07da14353d,6,0x8a4edbd1a9004355038b54aec415ee797452851e,0xdc774d5260ec66e5dd4627e1dd800eff3911345c,2022-06-07 09:15:43.000000 UTC,985,994,0.9909456740442656,37,280,282,0.9929078014184397,53,6,0xb6e6b4b07a9e77b40d44de1ef4679372756df2b9be69db42a9d38b07da14353d,1,1,54,648,36,223993,84,85,532529,12,9,7,1,5,369135,21460020726,24741864,356735,0,231,2.0,-0.7862527612112215,-0.777565131220956,1.2301292587486121,-1.0078704552690458,-0.34672057729670996,-0.3018303232354805,0.7339388763674751,-0.8219707225782558,-0.895669424823451,-0.22855320066289803,-0.6214334234490891,0.10694086886339128,-0.7175180223770061,-1.0937575875246874,-1.0925190712504458,-0.34473381241995354,-0.7507663337453997,-0.7671933067111061,0.004225798992386747,0.1635063459325828,0.5005751005880793,-0.6354107794009599,0.7282506077649332,-0.20263811268587334,-0.2811335511117923,1.9262914187795468,0.08348649686352283,-0.3014021351672744,0.1111111111111111,1.0,1.5339506172839505,0.004397439217121887,0.6162790697674418,3.357142857142857,0.0005257919741610801,0.0035460992907801418,0.001006036217303823,1.0,0.02702702702702703,0
0x40e74a1609169af910dbadb3d99d795b6c9f9d8ed5b88c6672bde962c5021db3,2,0x1b64d74bb19c9d657d63e04e01d040b6abbf2108,0xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f,2022-03-01 07:35:12.000000 UTC,1811619,3481658,0.5203322669831443,542,1485,1511,0.9827928524156188,206,87,0x40e74a1609169af910dbadb3d99d795b6c9f9d8ed5b88c6672bde962c5021db3,594,153,16,435246,543,3505422,137,1199,7570585,8,5,4,2,4,195537,55121694543,486955,133566,0,1483,2.0,1.5787775020743307,1.6008121426447306,-0.9439826146617203,1.396420564239462,-0.2385602925056105,-0.24485521453480638,0.6523911527218006,0.19235064854148773,0.35415726618051663,-0.19309499078762912,1.180829990189664,-0.41634125687174217,1.50152735121952,1.3795837015837726,1.3853504923923587,-0.15190887946148432,1.23565061480125,1.2841113457332407,-0.5361312076470042,-0.3021108633179619,-0.5526519157235694,0.48106454397909554,0.21965557443508915,-0.3537640300225198,-0.15711799250972933,-1.0937310383272603,-0.24301169701458458,-0.24333886571095442,0.125,0.9963235294117647,7.999287759106345,0.5168046766395953,0.17166666666666666,11.02919708029197,0.00019615390407030578,0.3931171409662475,0.000170608371069186,3.8823529411764706,0.2822878228782288,0
