transaction_hash,trace_involved_amt,from_address,to_address,block_timestamp,contract_block_involved,contract_tx_count,contract_block_per_tx,contract_main_active_days,sender_block_involved,sender_tx_count,sender_block_per_tx,sender_main_active_days,contract_interact,add_feat_hash,sender_tx_count_call_contract,sender_days_call_contract,trace_amt,distinct_sender_in_contract,contract_lifetime_days,contract_lifetime_block,distinct_contract_sender_called,sender_lifetime_days,sender_lifetime_block,contract_involved_amt,max_breadth,depth,distinct_was_called_in_sample,distinct_sender_call_in_sample,gas,gas_price,receipt_cumulative_gas_used,receipt_gas_used,value,nonce,transaction_type,z_trace_involved_amt,z_contract_block_involved,z_contract_tx_count,z_contract_main_active_days,z_sender_block_involved,z_sender_tx_count,z_sender_main_active_days,z_contract_interact,z_sender_tx_count_call_contract,z_sender_days_call_contract,z_trace_amt,z_distinct_sender_in_contract,z_contract_lifetime_days,z_contract_lifetime_block,z_distinct_contract_sender_called,z_sender_lifetime_days,z_sender_lifetime_block,z_contract_involved_amt,z_max_breadth,z_depth,z_distinct_was_called_in_sample,z_distinct_sender_call_in_sample,z_gas,z_gas_price,z_receipt_cumulative_gas_used,z_receipt_gas_used,z_value,z_nonce,involved_trace_ratio,contract_active_day_ratio,tx_count_per_distinct_caller,contract_block_ratio,sender_active_day_ratio,sender_tx_count_per_contract,sender_block_ratio,tx_sender_call_contract,sender_call_contract_tx_ratio,sender_tx_count_call_contract_per_days,sender_call_contract_day_ratio,is_sus
0x5d7705eb62560dadd3da22ae23230002687ef94926c2506ce52df79824939dd7,3,0x40c839b831c90173dc7fbce49a25274a4688ddd9,0x0f0d710911fb37038b3ad88fc43ddad4edbe16a5,2022-04-10 17:20:50.000000 UTC,14,14,1.0,12,4292,4768,0.9001677852348994,382,7,0x5d7705eb62560dadd3da22ae23230002687ef94926c2506ce52df79824939dd7,4,4,1255,7,43,276353,552,570,3676584,88,38,12,5,5,2665150,33693061231,21533529,2624501,0.0,4648,2.0,-0.15772035437842985,-0.7056580282808442,-0.6608858104671581,-0.8679536137905832,-0.22453663084339764,-0.17718610062550233,0.8643858289679579,-0.728198695182863,-0.32235800025553357,-0.3362002831946796,2.3971215515747346,-0.3769471966924747,-0.4102721137898139,-0.40995190398422743,0.792809586467519,0.5677389771229672,0.5943486296202234,2.2410014144107913,2.584661276844157,0.5247374735740182,0.8839813219674194,0.2594043039407071,1.4860729116659266,-0.5773747155500382,1.0084978903650847,2.205872571968925,-0.0,-0.1876406589319201,0.002390438247011952,0.2727272727272727,2.0,5.065966115923779e-05,0.6690017513134852,8.63768115942029,0.0011673876708956817,0.0008389261744966443,0.2857142857142857,1.0,0.3333333333333333,0
0xadc7952cd55b0db96db38ad71b61efb05e17efedfcac56d22e9f6617a3205087,3,0x872c67dd383db7b7e9bc1800546f1ae715a0bc0c,0x0f0d710911fb37038b3ad88fc43ddad4edbe16a5,2022-03-03 01:35:55.000000 UTC,2,2,1.0,2,76,89,0.8539325842696629,20,2,0xadc7952cd55b0db96db38ad71b61efb05e17efedfcac56d22e9f6617a3205087,1,1,626,2,5,28197,29,140,894361,46,16,12,5,5,1433224,68645374786,6612564,1404245,0.0,86,2.0,-0.15772035437842985,-0.7759821583055958,-0.7247173084592444,-1.1831402799065274,-0.9607201955694503,-0.9881823359822011,-1.5445836624460285,-0.8053517210480811,-0.42378432923327275,-0.7743195498775102,0.5785748856016981,-0.45374261868127824,-0.7817245267643166,-0.7850715937677147,-1.1599061039357932,-0.9441142762688385,-0.9679236169121107,0.3931721342720711,0.13760889200645934,0.5247374735740182,0.8839813219674194,0.2594043039407071,0.294696194582338,0.2444181047182828,-0.8880171602544817,0.53877297032404,-0.0,-0.9801057173559646,0.004792332268370607,0.3333333333333333,1.0,7.092701610043265e-05,0.14184397163120568,3.0689655172413794,8.497677674140897e-05,0.011235955056179775,0.5,1.0,0.5,0
0x4df1561e2d2af1cd9a6e9370f171f0fc21dc1513ab6174d36c9fb9180f86074b,1,0x872c67dd383db7b7e9bc1800546f1ae715a0bc0c,0x26267e41ceca7c8e0f143554af707336f27fa051,2022-04-02 17:08:15.000000 UTC,112,112,1.0,51,141,157,0.8980891719745223,34,112,0x4df1561e2d2af1cd9a6e9370f171f0fc21dc1513ab6174d36c9fb9180f86074b,7,5,33,19,108,701209,39,170,1091248,10,5,5,1,4,179540,92684935254,18931985,170140,1e+20,153,2.0,-0.8777953516096061,-0.1313442997453726,-0.13959524353178684,0.36127438406159873,-0.9493701168912735,-0.976396111574367,-1.4514190964797418,0.8920148479867157,-0.2209316712777944,-0.1901605276337361,-1.1358896182488751,-0.19263818391934617,0.22510701366657235,0.23227254725875396,-1.1225692838516,-0.8386361423112706,-0.857367742777287,-1.1906815344182604,-1.0859173004123894,-2.4298596741076355,-1.766961532584932,-0.5468194012646824,-0.9177223501843297,0.8096321402333221,0.6778311170800438,-1.1472469745792926,0.0,-0.9684671467916484,0.030303030303030304,0.46788990825688076,5.894736842105263,0.00015972390581993982,0.19883040935672514,4.0256410256410255,0.00012920974039838754,0.044585987261146494,0.0625,1.4,0.09803921568627451,0
0xbb593a8f52bb1b7c3ad05e427ff3e374eed8b7458756501f28fcd0cbb75b678b,3,0x64f66d7930ec3acca529de7efd70c211db62d4e8,0x8922c1147e141c055fddfc0ed5a119f3378c8ef8,2022-04-15 16:49:34.000000 UTC,109,109,1.0,57,28,29,0.9655172413793104,9,13,0xbb593a8f52bb1b7c3ad05e427ff3e374eed8b7458756501f28fcd0cbb75b678b,1,1,414,19,130,842037,14,465,2998740,33,10,12,5,5,977618,58286298602,22222735,955759,0.0,25,2.0,-0.15772035437842985,-0.1489253322515605,-0.1555531180298084,0.5503863837311652,-0.9691017921317963,-0.9985819457538194,-1.617784392848111,-0.6356150641446013,-0.42378432923327275,-0.7743195498775102,-0.03435340245280701,-0.19263818391934617,0.44015841065181077,0.4451521700477615,-1.2159113340620833,0.19856550827147978,0.21372605958235677,-0.1787750238661041,-0.5297690311310946,0.5247374735740182,0.8839813219674194,0.2594043039407071,-0.14591337170945673,0.0008572766423984578,1.0960987628272418,-0.0739434038985067,-0.0,-0.9907020278697451,0.007246376811594203,0.4351145038167939,5.7368421052631575,0.00012944783964619175,0.019313304721030045,2.0714285714285716,9.337251866700058e-06,0.034482758620689655,0.009174311926605505,1.0,0.017543859649122806,0
0x29b297f80a46eb69d35c6f76c10534a6e81f95fcc48d792fa355768584d4aa33,3,0x6dd91bdab368282dc4ea4f4befc831b78a7c38c0,0xd74126a40baa09859bdae646cb22c407cd07f656,2022-03-28 01:13:08.000000 UTC,24,24,1.0,8,13624,13625,0.9999266055045871,277,3,0x29b297f80a46eb69d35c6f76c10534a6e81f95fcc48d792fa355768584d4aa33,7,4,263,7,12,71457,322,281,1802259,31,10,12,4,5,722554,23730702584,24651870,704680,0.0,13576,2.0,-0.15772035437842985,-0.6470545865935512,-0.6076928954737528,-0.9940282802369609,1.4049854341526944,1.3579696284948826,0.1656515842208071,-0.7899211158750374,-0.2209316712777944,-0.3362002831946796,-0.47092024913313846,-0.3769471966924747,-0.7132990822690135,-0.7196785435088708,-0.06593727546892808,-0.4483670466682696,-0.4581212581212398,-0.26676689434890033,-0.5297690311310946,0.5247374735740182,0.22124560832933154,0.2594043039407071,-0.3925818493340936,-0.8116079887254976,1.40485165431159,-0.4169646231192244,-0.0,1.3632422962653332,0.011406844106463879,0.6153846153846154,3.4285714285714284,0.0003358616250104957,0.9822695035460993,42.31366459627329,0.007559397645178831,0.0005137614678899083,0.2916666666666667,1.75,0.5,0
0x4c9a095fc543546dbb570acde0ba2d4fabe3bf292ab33d4c341123b8a60c5ff1,3,0x66b870ddf78c975af5cd8edc6de25eca81791de1,0x8d68d8301fe02654791e6ef5e9ec240865bb79cd,2022-04-30 03:17:00.000000 UTC,238,240,0.9916666666666667,39,4872,5067,0.9615156897572528,282,47,0x4c9a095fc543546dbb570acde0ba2d4fabe3bf292ab33d4c341123b8a60c5ff1,3,1,292,40,44,276125,290,321,2056612,25,9,12,4,5,1651402,53263457484,5153604,634640,0.0,4919,2.0,-0.15772035437842985,0.6070590655145195,0.5412740683838001,-0.016949615277534188,-0.12325900571505072,-0.1253613785969379,0.19892464349448097,-0.11097448826111872,-0.35616677658144663,-0.7743195498775102,-0.3870762852011543,0.1299025884336287,-0.4004970502904849,-0.41029655528933645,-0.1854150997383468,-0.3077295347248458,-0.3152971089706366,-0.5307425057972889,-0.6409986849873536,0.5247374735740182,0.22124560832933154,0.2594043039407071,0.50569278803021,-0.11723890493441237,-1.073456882031989,-0.5126524591955951,-0.0,-0.14056524664938702,0.010273972602739725,0.8666666666666667,6.0,0.0008619253529185951,0.8757763975155279,17.47241379310345,0.0023689435007947534,0.0005920663114268798,0.0125,3.0,0.02564102564102564,0
0xedc1575aaddbee6160e95582c0ecc21b1ee170823b2658152a98ffbc13aef30d,3,0xcd2ba6a4d50745b0b4096186f925115387852c15,0xd74126a40baa09859bdae646cb22c407cd07f656,2022-04-05 23:59:55.000000 UTC,62,62,1.0,15,240,246,0.975609756097561,49,22,0xedc1575aaddbee6160e95582c0ecc21b1ee170823b2658152a98ffbc13aef30d,7,4,209,14,20,128797,63,182,1172301,26,10,12,4,5,577935,65651770850,16268724,562321,0.0,232,2.0,-0.15772035437842985,-0.4243615081818377,-0.405559818498813,-0.7733976139558,-0.932083073981435,-0.9609700237464666,-1.3515999186587202,-0.4967396175872089,-0.2209316712777944,-0.3362002831946796,-0.6270434923168332,-0.26943360590814974,-0.6350985742743813,-0.6330017635310136,-1.0329609156495358,-0.7964448887282435,-0.8118549091912713,-0.48674657055589077,-0.5297690311310946,0.5247374735740182,0.22124560832933154,0.2594043039407071,-0.5324406634575974,0.17403300081205336,0.33931986326850305,-0.6114538386531486,-0.0,-0.9547440561262605,0.014354066985645933,0.7142857142857143,4.428571428571429,0.000481373934377863,0.2677595628415301,3.9047619047619047,0.00020472540352230056,0.028455284552845527,0.11290322580645161,1.75,0.26666666666666666,0
0xd38a37c46bd01374a14322fed806bf95f7f713cf5faa45cf8831c62ee3c384c5,4,0x9dab4dfabc5eca084ffdd386a7b676f2b61bd871,0x26267e41ceca7c8e0f143554af707336f27fa051,2022-01-23 17:58:21.000000 UTC,15,15,1.0,7,794,798,0.9949874686716792,155,15,0xd38a37c46bd01374a14322fed806bf95f7f713cf5faa45cf8831c62ee3c384c5,8,3,280,3,39,256629,60,520,3358920,31,8,12,4,5,1074913,139878188257,6059853,698828,0.0,728,2.0,0.20231714423715827,-0.699797684112115,-0.6555665189678176,-1.0255469468485552,-0.8353454803243588,-0.8652936138475784,-0.6462110620568348,-0.6047538537985141,-0.18712289495188134,-0.4822400387556231,-0.4217703392419753,-0.4383835342835175,-0.44937236778712997,-0.4397672651332204,-1.044161961674794,0.3919420871936875,0.4159741244412901,-0.26676689434890033,-0.7522283388436125,0.5247374735740182,0.22124560832933154,0.2594043039407071,-0.05182087127627506,1.9192318358856228,-0.9582689656935396,-0.4249595576811736,-0.0,-0.8685838919486353,0.014285714285714285,0.175,5.0,5.844990842847679e-05,0.29750479846449135,13.3,0.00023638543448923033,0.010025062656641603,0.5333333333333333,2.6666666666666665,0.42857142857142855,0
0x321eb80a85aff1baa1598236d28f3115b2e3c8d9a01e955d06107f8150c758df,8,0xcd2ba6a4d50745b0b4096186f925115387852c15,0x26267e41ceca7c8e0f143554af707336f27fa051,2022-04-06 00:40:27.000000 UTC,120,120,1.0,53,252,258,0.9767441860465116,50,120,0x321eb80a85aff1baa1598236d28f3115b2e3c8d9a01e955d06107f8150c758df,5,4,258,19,112,722429,65,183,1172486,26,8,12,4,5,619963,55334921214,15994258,611270,0.0,244,2.0,1.6424671386995107,-0.08446154639553817,-0.09704091153706265,0.42431171728478756,-0.9299876748408485,-0.958890101792143,-1.3449453068039854,1.0154596893710646,-0.2885492239296205,-0.3362002831946796,-0.48537610498348055,-0.19263818391934617,0.2642072676638884,0.26434930469039214,-1.025493551632697,-0.7929289509296579,-0.8117510280984874,-0.48674657055589077,-0.7522283388436125,0.5247374735740182,0.22124560832933154,0.2594043039407071,-0.49179603004163813,-0.06853500388701758,0.30443412364755024,-0.5445802822838987,-0.0,-0.9526595360251888,0.031007751937984496,0.4690265486725664,6.315789473684211,0.00016610605871849175,0.2717391304347826,3.9692307692307693,0.00021492775612863937,0.01937984496124031,0.041666666666666664,1.25,0.07547169811320754,0
0x29bad42d12dbd11c70f5ac6610b9742683c8feca0958e4ad433ecf261825f1bc,6,0x40c839b831c90173dc7fbce49a25274a4688ddd9,0x26267e41ceca7c8e0f143554af707336f27fa051,2022-01-31 05:03:45.000000 UTC,30,30,1.0,13,3805,4249,0.895504824664627,333,30,0x29bad42d12dbd11c70f5ac6610b9742683c8feca0958e4ad433ecf261825f1bc,10,9,657,4,47,304878,478,501,3228984,60,21,12,5,5,1568664,102486931554,9397773,1525025,0.0,4137,2.0,0.9223921414683345,-0.6118925215811754,-0.5757771464777097,-0.8364349471789888,-0.3095749126321993,-0.2671427251500004,0.5383098480859542,-0.37329477620286006,-0.1195053423000552,0.393998494610038,0.6682011918738191,-0.4230244498857568,-0.3711718597924978,-0.36683270013231983,0.5165171178444882,0.3251392690205612,0.34301253702524714,1.0091152276516444,0.6937571612877543,0.5247374735740182,0.8839813219674194,0.2594043039407071,0.42567813875901844,1.040095001324368,-0.5340058220051747,0.7037812062078784,-0.0,-0.2764064732358848,0.0091324200913242,0.2708333333333333,7.5,9.839969299295786e-05,0.6633466135458167,8.889121338912133,0.0011783888745224892,0.002353494939985879,0.3333333333333333,1.1111111111111112,0.6923076923076923,0
