transaction_hash,trace_involved_amt,from_address,to_address,block_timestamp,contract_block_involved,contract_tx_count,contract_block_per_tx,contract_main_active_days,sender_block_involved,sender_tx_count,sender_block_per_tx,sender_main_active_days,contract_interact,add_feat_hash,sender_tx_count_call_contract,sender_days_call_contract,trace_amt,distinct_sender_in_contract,contract_lifetime_days,contract_lifetime_block,distinct_contract_sender_called,sender_lifetime_days,sender_lifetime_block,contract_involved_amt,max_breadth,depth,distinct_was_called_in_sample,distinct_sender_call_in_sample,gas,gas_price,receipt_cumulative_gas_used,receipt_gas_used,value,nonce,transaction_type,z_trace_involved_amt,z_contract_block_involved,z_contract_tx_count,z_contract_main_active_days,z_sender_block_involved,z_sender_tx_count,z_sender_main_active_days,z_contract_interact,z_sender_tx_count_call_contract,z_sender_days_call_contract,z_trace_amt,z_distinct_sender_in_contract,z_contract_lifetime_days,z_contract_lifetime_block,z_distinct_contract_sender_called,z_sender_lifetime_days,z_sender_lifetime_block,z_contract_involved_amt,z_max_breadth,z_depth,z_distinct_was_called_in_sample,z_distinct_sender_call_in_sample,z_gas,z_gas_price,z_receipt_cumulative_gas_used,z_receipt_gas_used,z_value,z_nonce,involved_trace_ratio,contract_active_day_ratio,tx_count_per_distinct_caller,contract_block_ratio,sender_active_day_ratio,sender_tx_count_per_contract,sender_block_ratio,tx_sender_call_contract,sender_call_contract_tx_ratio,sender_tx_count_call_contract_per_days,sender_call_contract_day_ratio,is_sus
0xb20636f2ef275b164fc0dd91f9309cfbf50d7dbba4cf37f3810d10cd5d1455c7,3,0x6dd91bdab368282dc4ea4f4befc831b78a7c38c0,0x70570d2bbfa62aad8e1597225a944ef363530730,2022-04-24 00:00:36.000000 UTC,63,64,0.984375,30,16049,16050,0.9999376947040498,304,11,0xb20636f2ef275b164fc0dd91f9309cfbf50d7dbba4cf37f3810d10cd5d1455c7,12,6,536,13,139,891070,368,308,1974736,52,17,12,5,5,1301370,31307141198,11477522,1282031,0.0,15986,2.0,-0.15772035437842985,-0.4185011640131084,-0.3949212355001319,-0.30061761478188387,1.828430677146214,1.778287190097788,0.34532610429864585,-0.6664762744906886,-0.05188778964822908,-0.04412077207279256,0.31836948029554024,-0.2847926903059104,0.5281339821457719,0.5192718518171071,0.10581209691836133,-0.35343672610645854,-0.3612720730396855,0.6571477457204596,0.24883854586271834,0.5247374735740182,0.8839813219674194,0.2594043039407071,0.16718221593886468,-0.6334720594288176,-0.2696613054131853,0.3718056202635379,-0.0,1.7818834165638748,0.005597014925373134,0.21428571428571427,4.923076923076923,7.07014368103103e-05,0.9838187702265372,43.61413043478261,0.00812715819878799,0.0007476635514018691,0.1875,2.0,0.2,0
0x38c4333943835c26edfebf89e3602cc75744394d85fee8f3cc94fb4d0ff1d44a,1,0xd409cea9dd8db30504168063953ce1fa20748cab,0x26267e41ceca7c8e0f143554af707336f27fa051,2022-03-04 05:10:23.000000 UTC,54,54,1.0,30,820,867,0.9457900807381776,113,54,0x38c4333943835c26edfebf89e3602cc75744394d85fee8f3cc94fb4d0ff1d44a,3,3,33,10,79,511714,141,293,1877310,10,5,5,1,4,182446,24265959002,11908908,173001,1e+19,858,2.0,-0.8777953516096061,-0.4712442615316721,-0.4481141504935372,-0.30061761478188387,-0.830805448853088,-0.8533340626102174,-0.925704759955695,-0.0029602520498134763,-0.35616677658144663,-0.4822400387556231,-1.1358896182488751,-0.3308699434991926,-0.0583698278139692,-0.05417350125718733,-0.7417337189928277,-0.4061757930852425,-0.41597866409678597,-1.1906815344182604,-1.0859173004123894,-2.4298596741076355,-1.766961532584932,-0.5468194012646824,-0.9149120022090089,-0.7990231313419435,-0.21483039859002925,-1.1433383095448195,0.0,-0.8460015908536932,0.030303030303030304,0.375,5.4,0.00010552749088848285,0.3843537414965986,6.148936170212766,0.00043679496897424026,0.0034602076124567475,0.05555555555555555,1.0,0.1,0
0xb41773bb6444f7b877a1b1a0e9479017f5b201cf2b7e5b03749b1b93425fcca1,6,0x01ebce016681d076667bdb823ebe1f76830da6fa,0x26267e41ceca7c8e0f143554af707336f27fa051,2022-04-11 08:16:09.000000 UTC,149,149,1.0,58,5194,5502,0.9440203562340967,211,149,0xb41773bb6444f7b877a1b1a0e9479017f5b201cf2b7e5b03749b1b93425fcca1,2,2,207,20,117,756519,352,310,1987936,23,7,11,5,5,607470,24201458522,12502629,591394,0.0,5408,2.0,0.9223921414683345,0.0854884344976116,0.057218541943812526,0.5819050503427596,-0.0670324621093133,-0.04996420775270538,-0.27355279819168765,1.4629472393893292,-0.3899755529073597,-0.6282797943165667,-0.6328258346569701,-0.17727909952158546,0.3130825851605335,0.315880721318316,0.04607318478365197,-0.3464048505092874,-0.3538600166896996,-0.6187343762800851,-0.8634579926998716,0.10265216676235345,0.8839813219674194,0.2594043039407071,-0.503877818498514,-0.8005396555996139,-0.1393660561450936,-0.5717346430756454,-0.0,-0.05562105253072025,0.028985507246376812,0.4915254237288136,7.45,0.00019695447575741553,0.6784565916398714,15.630681818181818,0.0026127588550341383,0.0003635041802980734,0.013422818791946308,1.0,0.034482758620689655,0
0xe4716b0c8fa30f266c9034886d4ad4b66e7d5563e507a31fae1543c532c15b90,3,0xcd2ba6a4d50745b0b4096186f925115387852c15,0xd74126a40baa09859bdae646cb22c407cd07f656,2022-04-06 01:18:06.000000 UTC,66,66,1.0,16,266,272,0.9779411764705882,50,24,0xe4716b0c8fa30f266c9034886d4ad4b66e7d5563e507a31fae1543c532c15b90,10,5,209,14,21,129167,65,183,1172671,26,10,12,4,5,590515,115506515511,4174679,574705,0.0,258,2.0,-0.15772035437842985,-0.4009201315069205,-0.3842826525014509,-0.7418789473442056,-0.9275430425101643,-0.9564635261787653,-1.3449453068039854,-0.4658784072411217,-0.1195053423000552,-0.1901605276337361,-0.6270434923168332,-0.26943360590814974,-0.6253235107750523,-0.632442460974477,-1.025493551632697,-0.7929289509296579,-0.8116471470057035,-0.48674657055589077,-0.5297690311310946,0.5247374735740182,0.22124560832933154,0.2594043039407071,-0.5202747386366978,1.346209233273762,-1.1978822121582748,-0.5945349614120039,-0.0,-0.950227595907272,0.014354066985645933,0.7272727272727273,4.714285714285714,0.0005109624674842066,0.2717391304347826,4.184615384615385,0.00022683239644163074,0.03676470588235294,0.15151515151515152,2.0,0.3125,0
0xc0a788bb03373c64e383afc65c0b635ca1e17de504a24b84a89e8cf6e5a1ce47,2,0x69bab6810fa99475854bca0a3dd72ae6a0728ece,0xca11bde05977b3631167028862be2a173976ca11,2022-04-28 21:50:53.000000 UTC,501,507,0.9881656804733728,50,6625,7228,0.9165744327614831,459,28,0xc0a788bb03373c64e383afc65c0b635ca1e17de504a24b84a89e8cf6e5a1ce47,1,1,247,236,49,313584,647,546,3526604,22,24,7,1,1,897119,54180966502,3488589,864069,0.0,7142,2.0,-0.517757852994018,2.148329581890326,1.96152489870772,0.3297557174500043,0.18284388540562538,0.2491979000108471,1.376790941782535,-0.40415598654894724,-0.42378432923327275,-0.7743195498775102,-0.5171789878542332,3.1402831303947276,-0.35162173279383974,-0.35367246213986736,1.1475093772673557,0.48335646995691295,0.5101319469406109,-0.6627303115214832,1.0274461228565313,-1.585689060484306,-1.766961532584932,-2.9654905168808514,-0.22376271846284274,-0.09566658977600775,-1.2850870284070617,-0.19920921900191083,-0.0,0.2455921020741226,0.008097165991902834,1.0,2.1483050847457625,0.0015976529489612067,0.8391224862888482,11.171561051004637,0.0018785772719088188,0.0001383508577753182,0.0019723865877712033,1.0,0.02,0
0xa6cbe8cbb115204707b5addbf66aa03800f678b1dc820307aa6d6088cb6d7cbd,3,0x66b870ddf78c975af5cd8edc6de25eca81791de1,0x8d68d8301fe02654791e6ef5e9ec240865bb79cd,2022-04-30 08:38:55.000000 UTC,279,281,0.9928825622775801,39,4888,5083,0.9616368286445013,282,61,0xa6cbe8cbb115204707b5addbf66aa03800f678b1dc820307aa6d6088cb6d7cbd,8,1,442,45,44,277567,291,321,2058054,35,12,12,4,5,1962163,35462045352,1547748,933006,0.0,4935,2.0,-0.15772035437842985,0.8473331764324209,0.7593650198567616,-0.016949615277534188,-0.12046514019426874,-0.12258814932450636,0.19892464349448097,0.10505398416149177,-0.18712289495188134,-0.7743195498775102,0.04659939030910876,0.20669801042243222,-0.4004970502904849,-0.40811678694737497,-0.18168141772992746,-0.3077295347248458,-0.3144873979663427,-0.09078315338330793,-0.3073097234185766,0.5247374735740182,0.22124560832933154,0.2594043039407071,0.8062249790689681,-0.5357826633524375,-1.5317757759082808,-0.10502828873925002,-0.0,-0.1377858865146249,0.006787330316742082,0.8666666666666667,6.2444444444444445,0.001005159096149412,0.8757763975155279,17.467353951890033,0.0023750580037948453,0.0015738736966358449,0.028469750889679714,8.0,0.02564102564102564,0
0xca97c9c7aff27f752a378bae71c37404db2e38bf8dbcc42fc57ccc7ad4cf8362,3,0x9a6b9f703de8adf7e7dda5dc5fb3256562266525,0x26267e41ceca7c8e0f143554af707336f27fa051,2022-03-13 11:33:31.000000 UTC,58,58,1.0,34,795,817,0.9730722154222766,256,58,0xca97c9c7aff27f752a378bae71c37404db2e38bf8dbcc42fc57ccc7ad4cf8362,1,1,61,12,88,571298,193,1600,9952055,10,6,10,2,4,298753,16378183194,13736430,287490,2e+19,758,2.0,-0.15772035437842985,-0.4478028848567549,-0.4268369844961751,-0.17454294833550624,-0.8351708637293099,-0.862000404086566,0.02590473527137696,0.05876216864236095,-0.42378432923327275,-0.7743195498775102,-1.0549368254869593,-0.30015177470367116,0.029605743679991976,0.035895373144637754,-0.5475822545550223,4.189154909666129,4.118147468612825,-1.1906815344182604,-0.9746876465561305,-0.3194331400493114,-1.1042258189468441,-0.5468194012646824,-0.8024332885250369,-0.9844791675124954,0.01745504530306822,-0.9869247649339171,0.0,-0.8633725916959563,0.04918032786885246,0.38202247191011235,4.833333333333333,0.0001015230203448632,0.1599000624609619,4.233160621761658,7.988299101210845e-05,0.0012239902080783353,0.017241379310344827,1.0,0.029411764705882353,0
0x7c85e9b41cebc146e807dcca33edd720223e8eeb31e82a8e988a3e089aacd375,3,0x40c839b831c90173dc7fbce49a25274a4688ddd9,0x26267e41ceca7c8e0f143554af707336f27fa051,2022-04-15 17:06:36.000000 UTC,160,160,1.0,62,4322,4798,0.9007919966652772,386,160,0x7c85e9b41cebc146e807dcca33edd720223e8eeb31e82a8e988a3e089aacd375,27,24,61,21,121,784420,557,575,3708526,10,6,10,2,4,243770,47123113817,21159273,233367,2e+19,4678,2.0,-0.15772035437842985,0.14995222035363392,0.11573074843655828,0.7079797167891372,-0.2192981329919314,-0.17198629573969318,0.8910042763868969,1.632683896292809,0.45524385524046684,2.5845948280241906,-1.0549368254869593,-0.16192001512382476,0.3521828391578496,0.3580566689667673,0.8114779965096156,0.5853186661158952,0.6122846829483484,-1.1906815344182604,-0.9746876465561305,-0.3194331400493114,-1.1042258189468441,-0.5468194012646824,-0.8556065035033773,-0.2616096153762338,0.9609284378005437,-1.0608669801246853,0.0,-0.18242935867924118,0.04918032786885246,0.5081967213114754,7.619047619047619,0.00020397210171578783,0.6701388888888888,8.614003590664273,0.0011654222822160929,0.005627344726969571,0.16875,1.125,0.3870967741935484,0
0xbf286f9dcac1f2ced20cb5000a990d96ca8f3eb06eca8f8cc13f991540c26e9b,3,0x69bab6810fa99475854bca0a3dd72ae6a0728ece,0x8d68d8301fe02654791e6ef5e9ec240865bb79cd,2022-04-28 22:05:13.000000 UTC,210,212,0.9905660377358491,37,6637,7241,0.9165861068913134,459,30,0xbf286f9dcac1f2ced20cb5000a990d96ca8f3eb06eca8f8cc13f991540c26e9b,37,17,770,36,42,268351,650,546,3526672,65,22,12,4,5,1718286,44010759529,22722508,1684781,0.0,7155,2.0,-0.15772035437842985,0.44296942879009904,0.3923339064022655,-0.079986948500723,0.18493928454621186,0.2514511487946977,1.376790941782535,-0.37329477620286006,0.7933316184995973,1.5623165390975862,0.9949035340915506,0.06846625084258585,-0.42004717728914287,-0.4220479554907292,1.1587104232926138,0.48335646995691295,0.5101701302612018,1.229094903858635,0.8049868151440133,0.5247374735740182,0.22124560832933154,0.2594043039407071,0.5703752773562075,-0.33478675725512486,1.1596219341766345,0.9220380014708235,-0.0,0.24785033218361682,0.003896103896103896,0.8604651162790697,5.888888888888889,0.0007825542570951586,0.8391224862888482,11.14,0.0018819436902712556,0.005109791465267228,0.17452830188679244,2.176470588235294,0.4594594594594595,0
0x82b92404b49669a451e630ae408982c8c75be9133de118dce5eb5a18ffd95875,3,0x01ebce016681d076667bdb823ebe1f76830da6fa,0x0f0d710911fb37038b3ad88fc43ddad4edbe16a5,2022-04-20 05:07:57.000000 UTC,24,24,1.0,16,5440,5759,0.9446084389650982,220,13,0x82b92404b49669a451e630ae408982c8c75be9133de118dce5eb5a18ffd95875,2,2,430,9,53,337039,371,319,2044581,41,13,12,6,5,1041478,38867622742,10645165,1018620,0.0,5662,2.0,-0.15772035437842985,-0.6470545865935512,-0.6076928954737528,-0.7418789473442056,-0.0240767797272903,-0.005419212564273757,-0.21366129149907473,-0.6356150641446013,-0.3899755529073597,-0.6282797943165667,0.011905336268287712,-0.34622902789695326,-0.3125214787965237,-0.31821721494104205,0.11701314294361934,-0.314761410322017,-0.3220527491181124,0.17319245806508063,-0.19608006956231763,0.5247374735740182,1.546717035605507,0.2594043039407071,-0.08415534634676614,-0.45571131003368787,-0.3754572494415072,0.011936565598876733,-0.0,-0.011498710391371871,0.0069767441860465115,0.2962962962962963,2.6666666666666665,7.120816520294327e-05,0.6875,15.522911051212938,0.0026606905470164563,0.0003472825143254037,0.08333333333333333,1.0,0.125,0
0x33416afd310d05097da2bd26e884b14b874ae3fa874f80b103cc10525091418b,2,0x692fd9d0c2a00e66bf809fdc6dcea5107f5c9f86,0xeefba1e63905ef1d7acba5a8513c70307c1ce441,2022-02-27 14:45:43.000000 UTC,1095,1109,0.9873760144274121,207,105,111,0.9459459459459459,29,8,0x33416afd310d05097da2bd26e884b14b874ae3fa874f80b103cc10525091418b,2,2,137,463,766,4950099,34,180,1155814,17,14,7,1,1,492283,25830183710,20580486,457116,0.0,104,2.0,-0.517757852994018,5.629374018115532,5.163738381310715,5.278186375470326,-0.955656314313033,-0.9843691457326077,-1.4846921557534156,-0.7127680900098193,-0.3899755529073597,-0.6282797943165667,-0.8352078165617595,6.6267952886864085,6.657098796225067,6.655015897103857,-1.1412376938936966,-0.8034767643254147,-0.8211126798762878,-0.8827099877284736,-0.08485041570605864,-1.585689060484306,-1.766961532584932,-2.9654905168808514,-0.6152733973812613,-0.7622453474536771,0.8873622672074925,-0.7551836900868233,-0.0,-0.9769789372043572,0.014598540145985401,0.26988265971316816,2.3952483801295896,0.0002212076523706592,0.16022099447513813,3.264705882352941,9.084498816852178e-05,0.018018018018018018,0.0018034265103697023,1.0,0.00966183574879227,0
0x049118c00c605e4423dac5761d8a9b75fa86176cbc82904a350d45ba5e59319c,6,0x6dd91bdab368282dc4ea4f4befc831b78a7c38c0,0x26267e41ceca7c8e0f143554af707336f27fa051,2022-03-28 02:51:45.000000 UTC,96,96,1.0,47,13635,13636,0.999926664711059,277,96,0x049118c00c605e4423dac5761d8a9b75fa86176cbc82904a350d45ba5e59319c,11,4,282,18,103,665351,322,281,1802706,31,9,12,5,5,730205,29564239930,19781052,712211,0.0,13587,2.0,0.9223921414683345,-0.22510980644504142,-0.2247039075212352,0.2351997176152211,1.406906216698232,1.3598762236196793,0.1656515842208071,0.645125165218018,-0.08569656597414214,-0.3362002831946796,-0.41598799690183846,-0.20799726831710688,0.17623169616992726,0.17806857138770393,-0.06593727546892808,-0.4483670466682696,-0.45787025894029715,-0.26676689434890033,-0.6409986849873536,0.5247374735740182,0.8839813219674194,0.2594043039407071,-0.385182684723227,-0.6744508560462465,0.7857509697493855,-0.40667585822072144,-0.0,1.365153106357982,0.02127659574468085,0.4519230769230769,5.333333333333333,0.0001442845290913682,0.9822695035460993,42.34782608695652,0.007563625148179932,0.0008066881783514227,0.11458333333333333,2.75,0.0851063829787234,0
0xe2ec318a68d87aa58e16b315e0dcdd4fb963ae6a6630e884302bc2e7c575824e,3,0x69bab6810fa99475854bca0a3dd72ae6a0728ece,0x4b68ef5ab32261082df1a6c9c6a89ffd5ef168b1,2022-03-25 18:13:54.000000 UTC,40,40,1.0,29,5254,5730,0.9169284467713787,425,4,0xe2ec318a68d87aa58e16b315e0dcdd4fb963ae6a6630e884302bc2e7c575824e,2,2,551,19,54,347572,531,512,3308267,41,14,12,5,5,1179990,80157843779,23782820,1154896,0.0,5654,2.0,-0.15772035437842985,-0.5532890798938823,-0.5225842314843046,-0.3321362813934783,-0.056555466406380865,-0.010445690620555925,1.1505341387215529,-0.7744905107019938,-0.3899755529073597,-0.6282797943165667,0.3617370478465666,-0.19263818391934617,-0.30274641529719465,-0.3022952316221238,0.714402264290713,0.3638145848050027,0.38753148123706016,0.17319245806508063,-0.08485041570605864,0.5247374735740182,0.8839813219674194,0.2594043039407071,0.04979748185613082,0.5150973073158938,1.2943918814523325,0.19811525704866953,-0.0,-0.012888390458752922,0.0054446460980036296,0.5272727272727272,2.1052631578947367,0.00011508373780472016,0.8284600389863548,10.790960451977401,0.0015881421940423207,0.00034904013961605586,0.05,1.0,0.06896551724137931,0
0xe68a975a041415b907bef614815c88cbf5652739e29bc76acff3fbda541ccee3,3,0x9dab4dfabc5eca084ffdd386a7b676f2b61bd871,0x59f865f9ab8e76d49e1894cb6f16cc59541f8d90,2022-01-26 04:19:10.000000 UTC,68,69,0.9855072463768116,26,812,816,0.9950980392156863,158,7,0xe68a975a041415b907bef614815c88cbf5652739e29bc76acff3fbda541ccee3,16,10,283,6,63,400485,61,523,3374598,31,10,12,4,5,739628,99298670625,4379759,704387,0.0,746,2.0,-0.15772035437842985,-0.38919944316946187,-0.36832477800342933,-0.4266922812282615,-0.832202381613479,-0.862173730916093,-0.6262472264926304,-0.728198695182863,0.08334731565542317,0.5400382501709815,-0.4130968257317701,-0.3923062810902354,-0.2147708438032335,-0.22231043115180005,-1.0404282796663744,0.4024899005894443,0.4247776259151597,-0.26676689434890033,-0.5297690311310946,0.5247374735740182,0.22124560832933154,0.2594043039407071,-0.3760698461232797,0.9651331554805641,-1.1718157140074474,-0.41736491632268496,-0.0,-0.8654571117970279,0.01060070671378092,0.40625,11.5,0.00016979370065370574,0.3015267175572519,13.37704918032787,0.00024062118195376694,0.0196078431372549,0.2318840579710145,1.6,0.38461538461538464,0
0x8d33a6be58e66df74a1caba84901ab3c99526ad29c858dcb454e704762f9e00d,1,0xe150fef6cdc4db5168ae3c85b74e442542d51de5,0xfea425f0baadf191546cf6f2dbf72357d631ae46,2022-01-30 21:04:17.000000 UTC,4,5,0.8,2,65,76,0.8552631578947368,20,1,0x8d33a6be58e66df74a1caba84901ab3c99526ad29c858dcb454e704762f9e00d,4,2,25,2,1,7604,11,68,436000,9,3,6,1,3,173137,101648803981,27257418,170948,0.0,75,2.0,-0.8777953516096061,-0.7642614699681373,-0.7087594339612228,-1.1831402799065274,-0.9626409781149879,-0.9904355847660518,-1.5445836624460285,-0.8207823262211247,-0.32235800025553357,-0.6282797943165667,-1.1590189876094226,-0.45374261868127824,-0.8208247807616327,-0.8162005601103031,-1.2271123800873411,-1.1972617977670013,-1.225302219990587,-1.2346774696596585,-1.3083766081249075,-2.007774367295971,-1.766961532584932,-1.353043106470072,-0.9239145931595458,1.020389089128413,1.7360273522045688,-1.1461430943458586,-0.0,-0.9820165274486136,0.04,1.0,2.5,0.0005259697567389875,0.2898550724637681,6.909090909090909,0.00014908222687562642,0.05263157894736842,0.8,2.0,1.0,0
0x0ddd1c5d8d043c929b371fd7a8c95a211c2960cc1010b6da84ce72003aa43d2a,3,0x6dd91bdab368282dc4ea4f4befc831b78a7c38c0,0x8d68d8301fe02654791e6ef5e9ec240865bb79cd,2022-03-23 12:05:38.000000 UTC,51,52,0.9807692307692307,7,13127,13128,0.9999238269347959,272,9,0x0ddd1c5d8d043c929b371fd7a8c95a211c2960cc1010b6da84ce72003aa43d2a,14,5,285,15,6,35418,320,276,1773035,31,10,12,5,5,1126599,16096954055,6728122,732747,0.0,13079,2.0,-0.15772035437842985,-0.48882529403786,-0.45875273349221823,-1.0255469468485552,1.318200986413404,1.2718261942199778,0.13237852494713326,-0.6973374848367758,0.01572976300359704,-0.1901605276337361,-0.40731448339163323,-0.254074521510389,-0.7719494632649876,-0.7741561241440644,-0.07340463948576674,-0.4659467356611976,-0.47453110166457224,-0.26676689434890033,-0.5297690311310946,0.5247374735740182,0.8839813219674194,0.2594043039407071,-0.0018361343690400814,-0.9910913789449882,-0.87332927068303,-0.3786198130798827,-0.0,1.2769084220792852,0.010526315789473684,1.0,3.466666666666667,0.0014399051356616505,0.9819494584837545,41.025,0.007403684978759597,0.0010664229128580134,0.2692307692307692,2.8,0.7142857142857143,0
0x4b1af58f8a01c897a510d07673c916cec3d27e81149602d9106f3d4bb92dc4bf,6,0x6dd91bdab368282dc4ea4f4befc831b78a7c38c0,0x26267e41ceca7c8e0f143554af707336f27fa051,2022-03-28 01:51:04.000000 UTC,95,95,1.0,47,13630,13631,0.9999266378108723,277,95,0x4b1af58f8a01c897a510d07673c916cec3d27e81149602d9106f3d4bb92dc4bf,10,4,282,18,103,665089,322,281,1802444,31,9,12,5,5,741624,30674849810,28549913,723452,0.0,13582,2.0,0.9223921414683345,-0.2309701506137707,-0.23002319902057572,0.2351997176152211,1.4060331337229877,1.3590095894720444,0.1656515842208071,0.6296945600449744,-0.1195053423000552,-0.3362002831946796,-0.41598799690183846,-0.20799726831710688,0.17623169616992726,0.1776725247125348,-0.06593727546892808,-0.4483670466682696,-0.45801737702845596,-0.26676689434890033,-0.6409986849873536,0.5247374735740182,0.8839813219674194,0.2594043039407071,-0.37413954517395415,-0.6483383864362772,1.9003086986423186,-0.3913185343295952,-0.0,1.364284556315869,0.02127659574468085,0.4519230769230769,5.277777777777778,0.0001428378114240178,0.9822695035460993,42.33229813664596,0.0075619505726943126,0.0007336218912772357,0.10526315789473684,2.5,0.0851063829787234,0
0x7ef5def6997e7df719eb95b786e63d9103533ee8f5f72525cc767591f391033e,1,0x40c839b831c90173dc7fbce49a25274a4688ddd9,0x26267e41ceca7c8e0f143554af707336f27fa051,2022-04-08 12:16:19.000000 UTC,140,140,1.0,55,4272,4747,0.8999368021908574,380,140,0x7ef5def6997e7df719eb95b786e63d9103533ee8f5f72525cc767591f391033e,25,22,33,19,114,738301,552,568,3662407,10,5,5,1,4,179540,42791177670,17865363,170140,5.0014748e+19,4627,2.0,-0.8777953516096061,0.032745336979047884,0.009344918449747816,0.4873490505079764,-0.22802896274437512,-0.18082596404556872,0.8510766052584883,1.3240717928319368,0.3876263025886407,2.292515316902304,-1.1358896182488751,-0.19263818391934617,0.28375739466254646,0.28834187273728,0.792809586467519,0.5607071015257961,0.5863879687964545,-1.1906815344182604,-1.0859173004123894,-2.4298596741076355,-1.766961532584932,-0.5468194012646824,-0.9177223501843297,-0.3634613574036555,0.5422591432618663,-1.1472469745792926,0.0,-0.19128856910879538,0.030303030303030304,0.4782608695652174,7.368421052631579,0.0001896243000831638,0.6678383128295254,8.59963768115942,0.001166445682731143,0.005266484095218032,0.17857142857142858,1.1363636363636365,0.4,0
0x08f063cd5a35d03a7e183ccd826d3fa5500239c8b24e5af17ebc6e3878ff167e,8,0x6dd91bdab368282dc4ea4f4befc831b78a7c38c0,0x26267e41ceca7c8e0f143554af707336f27fa051,2022-04-06 20:57:54.000000 UTC,130,130,1.0,53,14584,14585,0.9999314364072678,286,130,0x08f063cd5a35d03a7e183ccd826d3fa5500239c8b24e5af17ebc6e3878ff167e,23,7,440,19,112,727847,336,290,1865202,38,14,12,4,5,1006222,46710034018,7745148,983842,0.0,14530,2.0,1.6424671386995107,-0.02585810470824514,-0.04384799654365742,0.42431171728478756,1.5726173653996136,1.524363384840775,0.22554309091342004,1.1697657411015008,0.3200087499368146,0.10191898348815095,0.04081704796897192,-0.19263818391934617,0.2642072676638884,0.272539308072325,-0.013665727351057385,-0.41672360648099926,-0.4227775412396366,0.041204652340886355,-0.08485041570605864,0.5247374735740182,0.22124560832933154,0.2594043039407071,-0.1182508825538914,-0.2713218769832346,-0.7440611492263136,-0.03557673484464152,-0.0,1.5289616443005234,0.01818181818181818,0.4690265486725664,6.842105263157895,0.00017860872050208285,0.9828178694158075,43.407738095238095,0.00781898806725059,0.001576962632841961,0.17692307692307693,3.2857142857142856,0.1320754716981132,0
0x1e9300e664c2a1898db74b7b73f4cf8b1a238d547317b38755e0ffdb6e18d90f,6,0xcd2ba6a4d50745b0b4096186f925115387852c15,0x26267e41ceca7c8e0f143554af707336f27fa051,2022-04-06 01:03:44.000000 UTC,123,123,1.0,53,261,267,0.9775280898876404,50,123,0x1e9300e664c2a1898db74b7b73f4cf8b1a238d547317b38755e0ffdb6e18d90f,8,4,228,19,112,722552,65,183,1172609,26,7,12,5,5,631710,76154912431,4933212,622834,0.0,253,2.0,0.9223921414683345,-0.06688051388935026,-0.08108303703904107,0.42431171728478756,-0.9284161254854086,-0.9573301603264002,-1.3449453068039854,1.0617515048901955,-0.18712289495188134,-0.3362002831946796,-0.5721112400855332,-0.19263818391934617,0.2642072676638884,0.26453523499972725,-1.025493551632697,-0.7929289509296579,-0.8116819612097717,-0.48674657055589077,-0.8634579926998716,0.5247374735740182,0.8839813219674194,0.2594043039407071,-0.48043568672914944,0.42098106987035244,-1.1014695973648208,-0.5287816795370804,-0.0,-0.9510961459493852,0.02631578947368421,0.4690265486725664,6.473684210526316,0.00017022972709268387,0.2717391304347826,4.107692307692307,0.00022258039757464118,0.0299625468164794,0.06504065040650407,2.0,0.07547169811320754,0
0xc009f30e55ab728c1266037c8027a7d70adc063362479b6b32f24d14ae822cff,6,0x52d7e382faeb0e792ce32b43e81920f2bf788502,0x26267e41ceca7c8e0f143554af707336f27fa051,2022-02-19 23:51:51.000000 UTC,45,45,1.0,24,119,120,0.9916666666666667,41,45,0xc009f30e55ab728c1266037c8027a7d70adc063362479b6b32f24d14ae822cff,3,3,172,9,66,432776,36,102,658152,19,7,12,5,5,479605,47325952195,17613642,465527,0.0,114,2.0,0.9223921414683345,-0.5239873590502359,-0.4959877739876019,-0.48972961445145036,-0.9532116819823487,-0.982809204266865,-1.4048368134965983,-0.14183569860720593,-0.35616677658144663,-0.4822400387556231,-0.7340168256093648,-0.34622902789695326,-0.18544565330524643,-0.17349843425146885,-1.1337703298768578,-1.077719912615091,-1.100559557698006,-0.7947181172456774,-0.8634579926998716,0.5247374735740182,0.8839813219674194,0.2594043039407071,-0.627534096497268,-0.25684051411336684,0.5102643852112304,-0.743692679389531,-0.0,-0.9752418371201309,0.03488372093023256,0.3582089552238806,5.0,0.00010397964771695353,0.39805825242718446,3.3333333333333335,0.0001808090216104766,0.025,0.06666666666666667,1.0,0.125,0
