index,transaction_hash,trace_involved_amt,from_address,to_address,block_timestamp,contract_block_involved,contract_tx_count,contract_block_per_tx,contract_main_active_days,sender_block_involved,sender_tx_count,sender_block_per_tx,sender_main_active_days,contract_interact,sender_tx_count_call_contract,sender_days_call_contract,trace_amt,distinct_sender_in_contract,contract_lifetime_days,contract_lifetime_block,distinct_contract_sender_called,sender_lifetime_days,sender_lifetime_block,contract_involved_amt,max_breadth,depth,distinct_was_called_in_sample,distinct_sender_call_in_sample,gas,gas_price,receipt_cumulative_gas_used,receipt_gas_used,value,nonce,transaction_type,z_trace_involved_amt,z_contract_block_involved,z_contract_tx_count,z_contract_main_active_days,z_sender_block_involved,z_sender_tx_count,z_sender_main_active_days,z_contract_interact,z_sender_tx_count_call_contract,z_sender_days_call_contract,z_trace_amt,z_distinct_sender_in_contract,z_contract_lifetime_days,z_contract_lifetime_block,z_distinct_contract_sender_called,z_sender_lifetime_days,z_sender_lifetime_block,z_contract_involved_amt,z_max_breadth,z_depth,z_distinct_was_called_in_sample,z_distinct_sender_call_in_sample,z_gas,z_gas_price,z_receipt_cumulative_gas_used,z_receipt_gas_used,z_value,z_nonce,involved_trace_ratio,contract_active_day_ratio,tx_count_per_distinct_caller,contract_block_ratio,sender_active_day_ratio,sender_tx_count_per_contract,sender_block_ratio,tx_sender_call_contract,sender_call_contract_tx_ratio,sender_tx_count_call_contract_per_days,sender_call_contract_day_ratio,is_sus,rn,add_feat_hash
17,0x69272d8c84d67d1da2f6425b339192fa472898dce936f24818fda415c1c1ff3f,6,0x8efab89b497b887cdaa2fb08ff71e4b3827774b2,0x10c509aa9ab291c76c45414e7cdbd375e1d5ace8,2021-12-21 14:18:15+00:00,2,2,1.0,1,3,3,1.0,1,1,2,1,15,1,0,24,1,0,25,5,6.0,4.0,2,1,10000000,52770827300,14328034,190098,0.0,2,2.0,6.739007160486208,-4.128732608704868,-4.137056234489839,-2.4697855987675044,-0.6300130363172779,-0.6202728481888576,-0.9421258751536248,-1.7200097294258712,-0.1575831287477058,-0.6689978538392812,2.455503411516248,-6.059514197317253,-3.076917406710173,-3.0859366762480684,-0.8031559097982247,-1.0813497694287038,-1.1099701306535064,-0.7447813475726907,1.5756282118842042,1.751118562457003,31.60696125855822,-3.532123450509757,30.91476058025936,-0.911088158595668,0.4483889592355395,1.459397863897374,0.0,-0.603367810686501,0.4,1.0,2.0,0.08,1.0,3.0,0.1153846153846153,0.6666666666666666,1.0,2.0,1.0,1,,
75,0x5f3356a59da9e74ae0f71fb0face2c5c43c6321fd34954829a56538674ce8d0a,2,0x05e362bef8c3519a945a65e187e052e23613902c,0xc9f27a50f82571c1c8423a42970613b8dbda14ef,2021-12-13 12:47:15+00:00,1639,1678,0.9767580452920144,90,2693,2742,0.9821298322392414,328,1,8,6,8,921,102,648222,268,1466,9102814,7,5.0,3.0,1,3,140908,39592978670,12572222,93641,0.0,2696,2.0,-1.1130256510328231,1.536537548217166,1.5371238829470733,1.8307880099801064,2.501183485189696,2.346850458067135,2.12564904867095,1.5640779220742635,2.742719854338904,2.544248322141897,-0.2172572603254155,1.162922160200597,1.8025983737658544,1.8017013089709728,1.20787845963831,1.975578416985477,1.981216771754811,0.6833708050115673,-0.5030369752981232,0.6800980349603649,-0.0316385998584131,0.6752898318127651,-0.2085614707418658,-1.238735757498093,0.2096189579289299,-0.7809861953431705,0.0,2.3748069288941727,0.25,0.8737864077669902,1.8219326818675352,0.0025284508571895,0.2235855487389229,10.23134328358209,0.0002958425498046,0.0029175784099197,0.0047675804529201,1.3333333333333333,0.0666666666666666,0,,
343,0x4b25719d1d5d5da4e4f9bb6166c4ee5f55f8fa37d4496a3eb8f78ac76bc9f612,2,0x4721a43133d1a13f3651a415b68f81e73edb5dc6,0xc9f27a50f82571c1c8423a42970613b8dbda14ef,2021-12-13 13:40:53+00:00,1640,1679,0.9767718880285884,90,565,588,0.9608843537414966,122,2,14,12,8,921,102,648487,73,308,1979001,7,5.0,3.0,1,3,166558,50630968054,3949435,110741,0.0,556,2.0,-1.1130256510328231,1.5399983119049618,1.5405094319431574,1.8307880099801064,0.0241625938265583,0.0134500923586982,0.1930446624083739,1.567542149554749,5.643022837425514,6.40014373331931,-0.2172572603254155,1.162922160200597,1.8025983737658544,1.803699500983418,-0.260854506804103,-0.4391029198955742,-0.4379360220544383,0.6833708050115673,-0.5030369752981232,0.6800980349603649,-0.0316385998584131,0.6752898318127651,-0.1275891854027918,-0.9642925748571296,-0.9629797390025272,-0.3838085160351543,0.0,0.0090704987892574,0.25,0.8737864077669902,1.8230184581976112,0.0025289596723455,0.3948220064724919,8.054794520547945,0.0002854974375973,0.0238095238095238,0.008338296605122,1.1666666666666667,0.1333333333333333,0,,
355,0xb54f46644ab29633c61f227ce1a0a1ab2d17237a49585cb4f0bd8eb82a2618a6,3,0xbae1d68661b98ba3b7dca7468b014a05a8c5e64f,0xc9f27a50f82571c1c8423a42970613b8dbda14ef,2021-12-13 13:59:15+00:00,1641,1680,0.9767857142857144,90,41,42,0.9761904761904762,25,3,1,1,12,922,102,648575,22,425,2745997,7,6.0,3.0,1,3,284239,42439597740,4440642,183103,0.0,38,2.0,0.8499825518469348,1.5434590755927575,1.5438949809392415,1.8307880099801064,-0.585780520400079,-0.5780246521523539,-0.7169680825793441,1.5710063770352345,-0.6409669592621409,-0.6689978538392812,1.310034552155535,1.170772634502247,1.8025983737658544,1.8043630515384943,-0.6449846672582725,-0.1951325257547425,-0.1774743119785956,0.6833708050115673,1.5756282118842042,0.6800980349603649,-0.0316385998584131,0.6752898318127651,0.2439078715557876,-1.1679588097987512,-0.896181302705352,1.2969266436190363,0.0,-0.563570375413708,0.25,0.8737864077669902,1.822125813449024,0.0025301583777383,0.0586854460093896,1.9090909090909087,1.4930819323247867e-05,0.0238095238095238,0.000595238095238,1.0,0.0111111111111111,0,,
899,0x82c81f9adc710e754a425594d0bc9c0ed03baf8353b8fd9f516578acd09975f1,2,0xbae1d68661b98ba3b7dca7468b014a05a8c5e64f,0xc9f27a50f82571c1c8423a42970613b8dbda14ef,2021-12-13 14:19:25+00:00,1642,1681,0.976799524092802,90,42,43,0.9767441860465116,25,4,2,1,8,922,102,648650,22,425,2746072,7,5.0,3.0,1,3,166576,63833814028,6409387,105953,0.0,39,2.0,-1.1130256510328231,1.546919839280554,1.5472805299353256,1.8307880099801064,-0.5846165068233107,-0.5769413650744949,-0.7169680825793441,1.5744706045157195,-0.1575831287477058,-0.6689978538392812,-0.2172572603254155,1.170772634502247,1.8025983737658544,1.8049285775797523,-0.6449846672582725,-0.1951325257547425,-0.1774488429692974,0.6833708050115673,-0.5030369752981232,0.6800980349603649,-0.0316385998584131,0.6752898318127651,-0.1275323627464135,-0.6360234541896199,-0.6284548910950083,-0.4950182662413989,0.0,-0.5624648911005748,0.25,0.8737864077669902,1.8232104121475048,0.0025314074903145,0.0586854460093896,1.9545454545454544,1.5294567915710908e-05,0.0465116279069767,0.0011897679952409,2.0,0.0111111111111111,0,,
664,0x8d8ee96453f1cb59c2ddf88eec21d2faf7f72947e8deb36fd5df51376c1a1a26,3,0x0b025d49201314db012911a95ec7e4609027a693,0xc9f27a50f82571c1c8423a42970613b8dbda14ef,2021-12-13 14:46:09+00:00,1643,1682,0.9768133174791914,90,1032,1115,0.925560538116592,168,5,2,2,13,922,102,648777,200,328,2111109,7,6.0,3.0,1,3,163582,45002384697,5097147,103958,0.0,1093,2.0,0.8499825518469348,1.5503806029683498,1.5506660789314095,1.8307880099801064,0.5677569341773974,0.5843423823904281,0.6245970981757454,1.577934831996205,-0.1575831287477058,-0.0263486186430456,1.6918575052757725,1.170772634502247,1.8025983737658544,1.8058862016762829,0.6957049123660839,-0.3973985790167995,-0.3930738903162031,0.6833708050115673,1.5756282118842042,0.6800980349603649,-0.0316385998584131,0.6752898318127651,-0.1369838645906703,-1.1042389252761815,-0.8069042618218203,-0.5413556621606674,0.0,0.6027155749417525,0.2307692307692307,0.8737864077669902,1.824295010845987,0.0025324533199337,0.5106382978723404,5.575,0.0004888423625486,0.0017937219730941,0.0011890606420927,1.0,0.0222222222222222,0,,
998,0x619b87dae8dd189ac0f3eb268d53e4d6f99ccef58efad4cb62667d1bc8125a34,2,0x10690227d831a2daef1e7728226bf2501eb8beca,0xc9f27a50f82571c1c8423a42970613b8dbda14ef,2021-12-13 21:31:51+00:00,1644,1683,0.9768270944741532,90,181,184,0.9836956521739132,59,6,2,2,8,922,102,650631,59,1664,10042267,7,5.0,3.0,1,3,140926,91370029140,12354015,88853,0.0,170,2.0,-1.1130256510328231,1.5538413666561457,1.5540516279274936,1.8307880099801064,-0.4228186196525041,-0.4241978870963659,-0.397994543099113,1.5813990594766905,-0.1575831287477058,-0.0263486186430456,-0.2172572603254155,1.170772634502247,1.8025983737658544,1.819866005416184,-0.3663020018307377,2.3884513916853467,2.300242600984534,0.6833708050115673,-0.5030369752981232,0.6800980349603649,-0.0316385998584131,0.6752898318127651,-0.2085046480854875,0.0486235635161429,0.1799453449936548,-0.892195945549415,0.0,-0.4176464460801338,0.25,0.8737864077669902,1.8253796095444683,0.0025267739674654,0.0354354354354354,3.1186440677966103,1.802381693059775e-05,0.0108695652173913,0.0011883541295306,1.0,0.0222222222222222,0,,
680,0xeab93827cecb1e6d8f0ea0e55d37161f0e705d0359bd549c9a9a8972a4fed509,2,0xccff041faeb4afda1cf84b0c082d907387291453,0xc9f27a50f82571c1c8423a42970613b8dbda14ef,2021-12-14 08:30:06+00:00,1645,1684,0.9768408551068885,91,168,172,0.9767441860465116,49,7,2,2,8,922,103,653523,50,1541,9490620,7,5.0,3.0,1,3,140890,52817541281,5214578,93629,0.0,153,2.0,-1.1130256510328231,1.5573021303439418,1.5574371769235775,1.879109061763788,-0.4379507961504932,-0.4371973320306748,-0.4918102900050633,1.584863286957176,-0.1575831287477058,-0.0263486186430456,-0.2172572603254155,1.170772634502247,1.8504367637705217,1.8416726895670965,-0.4340896772050029,2.131969695280883,2.1129105666868213,0.6833708050115673,-0.5030369752981232,0.6800980349603649,-0.0316385998584131,0.6752898318127651,-0.2086182933982441,-0.909926684963699,-0.7909350122532808,-0.7812649165216322,0.0,-0.4364396794033972,0.25,0.875,1.82646420824295,0.0025171225540301,0.0317769130998702,3.44,1.770168674947614e-05,0.0116279069767441,0.001187648456057,1.0,0.0219780219780219,0,,
432,0x404c8dc7365d8d77cad320b682f0aac8494fa3563ef45d5e2383656af7a5b95f,3,0x32a59b87352e980dd6ab1baf462696d28e63525d,0xc9f27a50f82571c1c8423a42970613b8dbda14ef,2021-12-14 09:59:30+00:00,1646,1685,0.9768545994065282,91,6286,7384,0.8513001083423619,534,8,1,1,6,923,103,653935,1273,1422,8847922,4,5.0,1.0,1,2,250959,38664348926,25144672,165716,0.0,7318,2.0,0.8499825518469348,1.5607628940317375,1.560822725919662,1.879109061763788,6.683484266518528,7.375469073488937,4.058253434933526,1.5883275144376612,-0.6409669592621409,-0.6689978538392812,-0.9809031665658908,1.1786231088038968,1.8504367637705217,1.8447793126204075,8.777502209764592,1.8838288670521728,1.8946588155142936,-1.4588574238648195,-0.5030369752981232,-1.461943020032911,-0.0316385998584131,-1.428416809348496,0.1388490935408019,-1.2618247543771666,1.9193258644355968,0.8930828827928098,0.0,7.484355424195536,0.5,0.875,1.825568797399784,0.00251706589024,0.3752635277582572,5.800471327572663,0.0007104492206815,0.0001354279523293,0.000593471810089,1.0,0.0109890109890109,0,,
732,0x57f9cc3caa0d804e4f40364ee42bdd547642e5f1716af137b1b8bdf14dcf8473,2,0xd8047842874e3be4a1155ad052dbd5395d3a154f,0xc9f27a50f82571c1c8423a42970613b8dbda14ef,2021-12-14 13:45:08+00:00,1647,1686,0.9768683274021353,91,28,29,0.9655172413793104,9,9,4,4,8,923,103,654942,13,95,606631,7,5.0,3.0,1,3,140944,103069156692,2613294,88865,0.0,25,2.0,-1.1130256510328231,1.5642236577195336,1.564208274915746,1.879109061763788,-0.6009126968980681,-0.5921073841645218,-0.8670732776288645,1.5917917419181469,0.8091845322811642,1.2589498517494255,-0.2172572603254155,1.1786231088038968,1.8504367637705217,1.8523724422677,-0.7127723426325377,-0.8832541502545241,-0.9039747459288576,0.6833708050115673,-0.5030369752981232,0.6800980349603649,-0.0316385998584131,0.6752898318127651,-0.2084478254291092,0.3395049629988751,-1.144679367616419,-0.8919172243709532,0.0,-0.5779416714844389,0.25,0.875,1.8266522210184184,0.0025147226552539,0.09375,2.230769230769231,4.615648366719857e-05,0.1379310344827586,0.0023724792408066,1.0,0.0439560439560439,0,,
