transaction_hash,trace_involved_amt,from_address,to_address,block_timestamp,gas,gas_price,receipt_cumulative_gas_used,receipt_gas_used,value,nonce,transaction_type,rn,contract_block_involved,contract_tx_count,contract_block_per_tx,contract_main_active_days,sender_block_involved,sender_tx_count,sender_block_per_tx,sender_main_active_days,contract_interact,add_feat_hash,sender_tx_count_call_contract,sender_days_call_contract,trace_amt,distinct_sender_in_contract,contract_lifetime_days,contract_lifetime_block,distinct_contract_sender_called,sender_lifetime_days,sender_lifetime_block,contract_involved_amt,max_breadth,depth,distinct_was_called_in_sample,distinct_sender_call_in_sample
0xcb9f711a94196b1ac1fb3a9ee8617eeb713ae670213a4cb535a985892ca4bd0f,5,0xcd319e22dbc4b55492002d4b116d00d5f6072a61,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,2022-03-03 23:25:43.000000 UTC,180606,61954323491,6254729,124377,0,1411,2,1536,435983,2999289,0.14536211748851144,79,1450,1530,0.94771241830065356,273,179,0xcb9f711a94196b1ac1fb3a9ee8617eeb713ae670213a4cb535a985892ca4bd0f,12,12,13,623397,78,504723,255,408,2629821,5,3,4,4,5
0x73158f19e90e1e9a5097a18950eb518ed407e6730a35204fc00de5b3ed921b14,4,0x7ff90fb0ee434b920237d654f71037ae3952a86d,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,2022-03-03 23:49:44.000000 UTC,168702,42863538494,5818715,122073,0,193,2,375,436084,3000446,0.14533972616071078,79,217,225,0.96444444444444444,50,1336,0x73158f19e90e1e9a5097a18950eb518ed407e6730a35204fc00de5b3ed921b14,20,13,16,623483,78,504829,38,169,1083930,5,5,3,3,5
0x7bbd3eae4d01d0b87ad4b12d422fe34a3ff299e072534ee079444da45cbdcaeb,4,0xaf4e63cb03b6bcc9a26a44c051ecf0563a1f3a5c,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,2022-03-03 23:43:01.000000 UTC,261272,46313320012,2094637,193599,0,1069,2,632,436059,3000188,0.14534389178278162,79,976,1085,0.89953917050691246,11,1082,0x7bbd3eae4d01d0b87ad4b12d422fe34a3ff299e072534ee079444da45cbdcaeb,31,9,16,623464,78,504803,129,10,66547,5,5,3,3,5
0xa2b9010693aa13c892d6f05767680f3e8476cac60cc7f59e170a3a7e9065fd61,2,0x66a71183ee3c5a5e54246dfa971ab1ed2044b397,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,2022-03-03 23:49:28.000000 UTC,227421,49908427077,1633803,176776,0,39,2,385,436082,3000435,0.14533959242576494,79,43,43,1.0,11,1329,0xa2b9010693aa13c892d6f05767680f3e8476cac60cc7f59e170a3a7e9065fd61,12,9,21,623482,78,504827,6,75,490287,8,8,4,2,6
0x02178b50cc392f8e2cef40cb6795362a13f019a503d06940d9fbce1dd4099699,2,0xc61dad58d36d76c7d160737b666c86589e984e26,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,2022-03-03 23:52:00.000000 UTC,228097,47330271191,3946769,164702,10000000000000000,8,2,286,436092,3000537,0.14533798450077437,79,18,18,1.0,8,1429,0x02178b50cc392f8e2cef40cb6795362a13f019a503d06940d9fbce1dd4099699,2,2,12,623486,78,504837,6,90,582800,5,6,3,2,4
0x988e7a13c49491c34d09fab48c7a0cddf3c1542926d83c0730f2a53254c4c576,4,0xfa84886a71392f2a40597cd924bb38ac2f51ea3e,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,2022-03-03 23:32:05.000000 UTC,434924,50283770255,6006800,286568,0,285,2,1118,436015,2999707,0.14535252943037436,79,288,289,0.9965397923875432,24,598,0x988e7a13c49491c34d09fab48c7a0cddf3c1542926d83c0730f2a53254c4c576,66,16,31,623415,78,504755,74,108,695272,8,6,5,3,5
0xf77195025097a091dcfaa27a220f0e5f31797de1d0259e51f2fdb85f6739a5b8,3,0x536ba538626f306bfe884bf2d85138eb414a11c0,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,2022-03-03 23:25:43.000000 UTC,242558,63454323491,3416625,178168,1586764223541894,437,2,1534,435983,2999289,0.14536211748851144,79,475,491,0.96741344195519352,110,183,0xf77195025097a091dcfaa27a220f0e5f31797de1d0259e51f2fdb85f6739a5b8,93,28,16,623397,78,504723,114,146,941802,6,5,5,2,4
0xe361f69925115e10622de6461dc49f668c28790c2272b01fcf85c115cdcfdd37,4,0xe8c77cf08f3914d2bc1ee69699d5267be7ac2998,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,2022-03-03 23:42:59.000000 UTC,386463,47670113965,835018,256500,0,19,2,642,436058,3000181,0.14534389758484573,79,22,22,1.0,16,1074,0xe361f69925115e10622de6461dc49f668c28790c2272b01fcf85c115cdcfdd37,9,8,19,623464,78,504802,11,47,306055,6,5,4,3,5
0x23d590f1d92ddd4a40cfa82d4ba335c4ebdca08759a1773fe9e1d9dc705deb2d,2,0x257ced1a2c8e686e618a9c71c773ccfe766162b1,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,2022-03-03 23:43:01.000000 UTC,198894,49313320012,782222,167220,0,83,2,633,436059,3000188,0.14534389178278162,79,84,85,0.9882352941176471,11,1078,0x23d590f1d92ddd4a40cfa82d4ba335c4ebdca08759a1773fe9e1d9dc705deb2d,61,10,11,623464,78,504803,17,10,70711,5,5,3,2,4
0x1e5235968f19ff1e68a5992680e30df76cee8ff1e9b3d73563219abb119a1ac0,2,0xda5942d0ef1f7aba391b64bec2f96e890377b568,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,2022-03-03 23:42:20.000000 UTC,245422,49680474496,309601,179482,40000000000000000,54,2,692,436054,3000131,0.1453449866022517,79,64,64,1.0,28,1025,0x1e5235968f19ff1e68a5992680e30df76cee8ff1e9b3d73563219abb119a1ac0,2,2,12,623459,78,504797,21,131,842821,5,6,3,2,4
0x41bd2f5ea89fd0cf2d9a63dbf2e113f543f2ccfee6ddfef7ab6cd0c508596761,4,0x674b688eb9c5fea28733dc2e6567d2a293e37d4b,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,2022-03-03 23:44:25.000000 UTC,302256,47125633311,1829920,187792,0,315,2,541,436065,3000280,0.14534143479941872,79,392,398,0.98492462311557794,47,1174,0x41bd2f5ea89fd0cf2d9a63dbf2e113f543f2ccfee6ddfef7ab6cd0c508596761,160,25,16,623475,78,504809,66,187,1201505,5,5,3,3,5
0xc70bab7058ce90be66e3fd928fbeb4ae6bd4f6327fbd039ffb110ff22a524ee7,3,0xf25116d4a8b3d49f7a0b0aa59ee078d5bdb5ab21,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,2022-03-03 23:51:56.000000 UTC,171471,53195252735,1593856,118616,800000000000000000,874,2,290,436091,3000533,0.14533784497620922,79,876,880,0.99545454545454548,212,1427,0xc70bab7058ce90be66e3fd928fbeb4ae6bd4f6327fbd039ffb110ff22a524ee7,17,11,9,623486,78,504836,163,388,2504612,5,3,4,3,3
0xa4942fa3de601ad2911f32f358b5c53cde5ac379968e089f9e3aa5983bb0bf25,3,0xee41bcc83f9369f9bea24148439c882bfd0aae5e,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,2022-03-03 23:33:04.000000 UTC,165030,46338648361,3632926,113427,1200000000000000000,12,2,1074,436020,2999750,0.14535211267605633,79,17,17,1.0,9,639,0xa4942fa3de601ad2911f32f358b5c53cde5ac379968e089f9e3aa5983bb0bf25,3,2,9,623417,78,504760,6,75,490969,5,3,4,3,3
0x9ee6c1eed802b91487987e25753ab3c9a50d99959360f235fef93d8b1811ec7c,2,0x1e86952ed4428c62636eba3d0c7946316a0c359b,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,2022-03-03 23:42:20.000000 UTC,210560,54032678796,1202501,159796,300000000000000000,410,2,689,436054,3000131,0.1453449866022517,79,419,427,0.9812646370023419,33,1023,0x9ee6c1eed802b91487987e25753ab3c9a50d99959360f235fef93d8b1811ec7c,285,32,15,623459,78,504797,110,31,206298,6,6,5,2,4
0x9fa053cf35c156798525a4c899de2a912d944120a16b4a13851962399a0b5042,3,0xf1a34196c7f06a23be6645fe343e1082c35f6565,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,2022-03-03 23:36:56.000000 UTC,228224,39208015259,8235104,166223,164341301441974143,94,2,893,436037,2999928,0.14534915504638779,79,92,96,0.95833333333333337,2,818,0x9fa053cf35c156798525a4c899de2a912d944120a16b4a13851962399a0b5042,73,2,13,623436,78,504779,23,1,8714,5,5,3,2,4
0x5f4885978befc52109495721ea413fbc7c739fc663a7b0fd945c0f133c624fe9,2,0x1f6e3e82b86a0ade5a7c7de65cf404ca31da7bbd,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,2022-03-03 23:31:03.000000 UTC,252250,65855244677,1962227,206102,982922653067862908,8,2,1165,436009,2999655,0.14535304893396073,79,15,15,1.0,4,548,0x5f4885978befc52109495721ea413fbc7c739fc663a7b0fd945c0f133c624fe9,1,1,12,623409,78,504749,2,123,792963,5,6,3,2,4
0x07a4a119df7fd7c7274f4598e345bec4965fa851e3ec773a82f2ab35fc522be4,3,0xe707360a77da4499036b7f2ba95c7250c500bf4b,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,2022-03-03 23:25:21.000000 UTC,300945,66757910135,3989184,176666,54171302676139528,157,2,1549,435981,2999274,0.14536217764699058,79,204,207,0.98550724637681164,38,167,0x07a4a119df7fd7c7274f4598e345bec4965fa851e3ec773a82f2ab35fc522be4,125,32,13,623397,78,504721,14,52,341596,5,5,3,2,4
0x1ee69d28ec34d440fc52be32b0b40aaca1fe506f135497e218be18f901326fff,5,0x55548253bfebaf8d5f5700bb9c55e50e5a81806e,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,2022-03-03 23:43:29.000000 UTC,190430,46873410285,982189,132564,0,243,2,609,436061,3000211,0.14534344417775949,79,247,259,0.95366795366795365,64,1105,0x1ee69d28ec34d440fc52be32b0b40aaca1fe506f135497e218be18f901326fff,2,2,13,623468,78,504805,101,384,2474161,5,3,4,4,5
0xb987dee19807d66b56bf01fa6e445b5334002329126b70144e875624d24a3496,2,0x1d7401cdc9d2646428f44ebbc3db57e5ffe3b065,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,2022-03-03 23:51:24.000000 UTC,234366,49529786036,7971565,179019,530000000000000000,153,2,320,436089,3000505,0.14533853467999552,79,190,216,0.87962962962962965,57,1394,0xb987dee19807d66b56bf01fa6e445b5334002329126b70144e875624d24a3496,20,7,15,623485,78,504834,32,315,2025596,6,6,5,2,4
0xc257cc1242455822b1829727423bd2be1875ef33698a393f8e20278dc505f01e,2,0xc13c403b21f9ebb62db3eeea0180928b8f794dad,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,2022-03-03 23:29:59.000000 UTC,213175,65291218877,1446936,151491,65000000000000000,368,2,1227,436004,2999594,0.1453543379537364,79,416,424,0.98113207547169812,82,488,0xc257cc1242455822b1829727423bd2be1875ef33698a393f8e20278dc505f01e,11,2,15,623405,78,504744,99,209,1343052,6,6,5,2,4
0x4c87cb8bbb9443c9a57e48638eda38b9a249f3f0f33accedc8f25b12fa053019,2,0x02a20db704ee798d1beafc14bd7590c6e658f647,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,2022-03-03 23:43:01.000000 UTC,266792,46313320012,3169948,197416,160000000000000000,39,2,637,436059,3000188,0.14534389178278162,79,58,59,0.98305084745762716,15,1076,0x4c87cb8bbb9443c9a57e48638eda38b9a249f3f0f33accedc8f25b12fa053019,6,4,12,623464,78,504803,6,240,1543805,5,6,3,2,4
0x423abec3bf1c853f0f5a242c1e5ab30f989e672ebccb61395fb566f7694a878b,4,0x48ac2ebc792dbfc0b0c54b0527b0c50223b7c13e,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,2022-03-03 23:45:21.000000 UTC,181201,37977706772,2513776,122073,0,125,2,497,436070,3000324,0.14534096984192374,79,155,156,0.99358974358974361,65,1218,0x423abec3bf1c853f0f5a242c1e5ab30f989e672ebccb61395fb566f7694a878b,5,5,16,623479,78,504815,57,205,1316825,5,5,3,3,5
0x671f0f4078fa0247beb3a29cb5c45685812c04409f284786c75fd1b4486d9832,5,0x1aa4730e6c922013886a449ca5e5a018c85372b7,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,2022-03-03 23:51:24.000000 UTC,181764,50029786036,4535884,134018,0,679,2,319,436089,3000505,0.14533853467999552,79,764,784,0.97448979591836737,121,1399,0x671f0f4078fa0247beb3a29cb5c45685812c04409f284786c75fd1b4486d9832,35,27,13,623485,78,504834,73,184,1180935,5,3,4,4,5
0xeaea36b3996c6765c065c6f00269a432ae253e1e4080cfdd504c65e148d6a005,2,0x745b13f6819168d504c312913264211083460e3d,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,2022-03-03 23:25:48.000000 UTC,221494,59400000000,1328678,157987,50000000000000000,3,,1530,435984,2999290,0.145362402435243,79,7,7,1.0,4,184,0xeaea36b3996c6765c065c6f00269a432ae253e1e4080cfdd504c65e148d6a005,3,3,12,623397,78,504724,2,14,94963,5,6,3,2,4
0xa7b7ccf071b2504e9f7736f7c57f8fbac81d23928bdb721deecd0a52c2bee68d,3,0x7cda7289f283dea3e9d78428f9ddcbdfc84121b8,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,2022-03-03 23:33:06.000000 UTC,312279,42182145603,11045007,127943,0,10,2,1065,436021,2999757,0.1453521068539885,79,22,23,0.95652173913043481,7,645,0xa7b7ccf071b2504e9f7736f7c57f8fbac81d23928bdb721deecd0a52c2bee68d,5,4,8,623418,78,504761,5,726,4691000,6,2,4,3,3
0x6cfb5ca7aadf779221f445039cdd56897487aba6b7d49a6832a0ae3b3af276d4,2,0xc51802c369fce385f2faabb7c3bf9461304613cb,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,2022-03-03 23:32:13.000000 UTC,213160,49809166727,566833,161895,20000000000000000,129,2,1112,436016,2999709,0.14535276588495752,79,146,146,1.0,12,602,0x6cfb5ca7aadf779221f445039cdd56897487aba6b7d49a6832a0ae3b3af276d4,80,10,15,623415,78,504756,39,23,152696,6,6,5,2,4
0xdc8f2d25b3f5a43652dbaeb6fb374147b5891f414e400ca2acf17fde6eb3ac78,4,0xc3816be3a844ed9d6e7cd9ec58d113d35656a06b,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,2022-03-03 23:33:26.000000 UTC,233214,38212554928,5941853,170516,0,95,2,1049,436024,2999777,0.14535213784224627,79,107,107,1.0,59,667,0xdc8f2d25b3f5a43652dbaeb6fb374147b5891f414e400ca2acf17fde6eb3ac78,2,2,14,623420,78,504764,31,424,2738838,6,3,5,3,3
0xdc68f0f057401e1a9033005b02500a79be13d739248abd757b94c9edc08463f8,3,0xf1a34196c7f06a23be6645fe343e1082c35f6565,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,2022-03-03 23:26:55.000000 UTC,233646,65326869820,3829882,170741,20478643077026674,87,2,1452,435991,2999369,0.14536090757756048,79,85,89,0.9550561797752809,2,260,0xdc68f0f057401e1a9033005b02500a79be13d739248abd757b94c9edc08463f8,67,2,16,623400,78,504731,22,1,8666,6,5,5,2,4
0x5d2b2bb8aa1638a28f452df414a5b464955ed8b74833f71a7b56dcfd54c5bae9,3,0xfaf2f23d817814a2190ff3c660769db6d3a8104b,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,2022-03-03 23:26:43.000000 UTC,222038,72780558236,1991250,161068,1756606949110715,239,2,1469,435989,2999351,0.14536111312080513,79,275,280,0.9821428571428571,47,245,0x5d2b2bb8aa1638a28f452df414a5b464955ed8b74833f71a7b56dcfd54c5bae9,145,45,16,623399,78,504729,64,70,456319,6,5,5,2,4
0x3607bbc8d095efd9b6038375400cd8f00dcf51d86882333a1e4e6671949f256b,4,0x176992b4ca6a2b8ecba8fc9f1e430acfc8c67300,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,2022-03-03 23:42:56.000000 UTC,400051,50770059162,5870794,265559,0,250,2,644,436057,3000177,0.14534375805160829,79,283,286,0.98951048951048948,28,1069,0x3607bbc8d095efd9b6038375400cd8f00dcf51d86882333a1e4e6671949f256b,179,24,31,623463,78,504801,63,39,257054,7,6,5,3,5
0xbf1379caba4c1751e3541b438c9e692c2c1cedb92b2395edbbb67c2d7481ec42,4,0x070b71d3eba1956a90253496c82a7948eb7ef28f,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,2022-03-03 23:38:56.000000 UTC,523230,36073632025,6029755,351277,0,651,2,793,436047,3000029,0.14534759497324859,79,660,682,0.967741935483871,73,923,0xbf1379caba4c1751e3541b438c9e692c2c1cedb92b2395edbbb67c2d7481ec42,138,40,41,623451,78,504790,115,82,530399,9,6,5,3,5
