transaction_hash,trace_involved_amt,from_address,to_address,block_timestamp,gas,gas_price,receipt_cumulative_gas_used,receipt_gas_used,value,nonce,transaction_type,rn,contract_block_involved,contract_tx_count,contract_block_per_tx,contract_main_active_days,sender_block_involved,sender_tx_count,sender_block_per_tx,sender_main_active_days,sender_lifetime_days,sender_lifetime_block,contract_interact,add_feat_hash,sender_tx_count_call_contract,sender_days_call_contract,trace_amt,distinct_sender_in_contract,contract_lifetime_days,contract_lifetime_block,distinct_contract_sender_called,contract_involved_amt,max_breadth,depth,distinct_was_called_in_sample,distinct_sender_call_in_sample
0xe2a651eabb2a760a1ea98e159c91cb15410f8da5cae99ee1fe4e0aa64fd1ce1f,2,0x5af1d7be268dbed300dc2bc377632373e4f405d2,0x11111112542d85b3ef69ae05771c2dccff4faa26,2021-11-03 23:42:40.000000 UTC,258795,198783107233,4200948,174346,0,9,,1168,789057,1463076,0.53931374720110237,235,15,15,1.0,6,6,39298,1,0xe2a651eabb2a760a1ea98e159c91cb15410f8da5cae99ee1fe4e0aa64fd1ce1f,6,5,12,232870,234,1508036,4,7,4,2,1,3
0x3e6216df3b25b17bd67cc57e7f639da697d1b314d3e5309dc56d03f7dc4133af,2,0xb85768fe2f597766eae08a1f6ec9e6aed739244b,0xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f,2021-11-03 23:42:40.000000 UTC,243446,184861316552,14342644,183834,0,1,2,1169,1402554,2628774,0.53353920877184569,424,3,3,1.0,1,0,688,1,0x3e6216df3b25b17bd67cc57e7f639da697d1b314d3e5309dc56d03f7dc4133af,1,1,12,295898,425,2752555,2,7,4,2,1,3
0xdfe53aaebc8238da9dfa6aab3948082e6f6c8dc5ee77b610eeebddbe2fae6ef3,3,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,0xe592427a0aece92de3edee1f18e0157c05861564,2021-11-03 23:42:23.000000 UTC,250000,279195143910,901359,121813,0,146436,,1200,982444,3902538,0.25174489012022433,184,104026,146525,0.70995393277597685,365,366,2371464,1,0xdfe53aaebc8238da9dfa6aab3948082e6f6c8dc5ee77b610eeebddbe2fae6ef3,4716,145,7,938786,183,1177027,124,5,3,3,2,2
0x20f5a1fff743160d73d58bf437b752c0edaeb3fe079caf74ab3160938565c28d,1,0x24ba1542f8a0a20e8251d096213384cfb0ee3dbc,0xdac17f958d2ee523a2206206994597c13d831ec7,2021-11-03 23:42:23.000000 UTC,46570,193811953165,6760320,46109,0,108415,,1208,5382490,116724873,0.046112622457083335,1386,139375,145325,0.95905728539480473,401,400,2590626,36,0x20f5a1fff743160d73d58bf437b752c0edaeb3fe079caf74ab3160938565c28d,37230,401,1,16396096,1436,8912065,20828,2,,,1,0
0x779d48fba3d890406b9f156d0e704e69ab1bbf15a20b267d5bb2773d9ae08344,1,0xb5d85cbf7cb3ee0d56b3bb207d5fc4b82f43f511,0xdac17f958d2ee523a2206206994597c13d831ec7,2021-11-03 23:43:22.000000 UTC,250000,188126408022,25185585,63209,0,3543127,2,1083,5382494,116724972,0.0461126176153634,1386,797869,3716946,0.21465714056647581,191,190,1222635,144,0x779d48fba3d890406b9f156d0e704e69ab1bbf15a20b267d5bb2773d9ae08344,575850,177,1,16396104,1436,8912069,1892616,2,,,1,0
0x8b761e57b20df1f264eea5048eb0f73d021b3f506d09073d8c5617374dbc82e0,1,0xf60c2ea62edbfe808163751dd0d8693dcb30019c,0xdac17f958d2ee523a2206206994597c13d831ec7,2021-11-03 23:43:22.000000 UTC,207128,249000000000,1600482,207128,0,751286,,1071,5382494,116724972,0.0461126176153634,1386,465167,806977,0.57643154637616689,268,272,1758410,147,0x8b761e57b20df1f264eea5048eb0f73d021b3f506d09073d8c5617374dbc82e0,191975,238,1,16396104,1436,8912069,216073,2,,,1,0
0xb5b1fb1964f3804859fa9f2069027bd6523ddb7cdc6800d64c25ec735b235d36,1,0xb5d85cbf7cb3ee0d56b3bb207d5fc4b82f43f511,0xdac17f958d2ee523a2206206994597c13d831ec7,2021-11-03 23:41:52.000000 UTC,250000,199844154863,6078051,63209,0,3543059,2,1238,5382487,116724827,0.046112614928099233,1386,797862,3716873,0.21465947316467363,191,190,1222628,4,0xb5b1fb1964f3804859fa9f2069027bd6523ddb7cdc6800d64c25ec735b235d36,575829,177,1,16396095,1436,8912062,1892586,2,,,1,0
0xf92745bf78b1e0b97e6089423ee9cc0420a0e87fd4bd61037afce419899542b7,1,0xf91a11b31ecd9a93aed7060680b5f7899d7cc98d,0xdac17f958d2ee523a2206206994597c13d831ec7,2021-11-03 23:42:07.000000 UTC,48415,203566631961,2515727,46109,0,36710,,1211,5382489,116724847,0.046112624161332161,1386,36739,36742,0.9999183495726961,197,196,1262024,33,0xf92745bf78b1e0b97e6089423ee9cc0420a0e87fd4bd61037afce419899542b7,36711,197,1,16396095,1436,8912064,1,2,,,1,0
0xe298fc540a477aba6f7c266df401d0efc611061c79a663f0bf114a89e64ba201,1,0xadb2b42f6bd96f5c65920b9ac88619dce4166f94,0xdac17f958d2ee523a2206206994597c13d831ec7,2021-11-03 23:45:08.000000 UTC,105000,272000000000,1358340,46109,0,1727985,,1014,5382498,116725019,0.046112633316427218,1386,1128537,1730571,0.652118289281399,1495,1621,9771698,202,0xe298fc540a477aba6f7c266df401d0efc611061c79a663f0bf114a89e64ba201,1533902,872,1,16396106,1436,8912073,2484,2,,,1,0
0xc602859bc7f25081d2f8763641e28d88ebf3a0f63ac8a3127031b0787885ec01,1,0x46340b20830761efd32832a74d7169b29feb9758,0xdac17f958d2ee523a2206206994597c13d831ec7,2021-11-03 23:41:52.000000 UTC,350000,215926362464,2485193,63209,0,3848307,,1249,5382487,116724827,0.046112614928099233,1386,1011284,3849882,0.26267921977868414,1064,1063,6710076,13,0xc602859bc7f25081d2f8763641e28d88ebf3a0f63ac8a3127031b0787885ec01,751253,791,1,16396095,1436,8912062,850133,2,,,1,0
