transaction_hash,trace_involved_amt,from_address,to_address,block_timestamp,gas,gas_price,receipt_cumulative_gas_used,receipt_gas_used,value,nonce,transaction_type,rn,contract_block_involved,contract_tx_count,contract_block_per_tx,contract_main_active_days,sender_block_involved,sender_tx_count,sender_block_per_tx,sender_main_active_days,contract_interact,add_feat_hash,sender_tx_count_call_contract,sender_days_call_contract,trace_amt,distinct_sender_in_contract,contract_lifetime_days,contract_lifetime_block,distinct_contract_sender_called,sender_lifetime_days,sender_lifetime_block,contract_involved_amt,max_breadth,depth,distinct_was_called_in_sample,distinct_sender_call_in_sample
0x6195de79178fe3179e9dbc1e670824a7ee754adccb24965ab2218a4666a527ad,4,0x35f4c7361ee08bfbeab9e3f582d1a535b1d40624,0x881d40237659c251811cec9c364ef91dc08d300c,2021-11-03 23:58:37.000000 UTC,379914,183858916531,22447950,268395,0,26,2,98,1262392,2818004,0.447973814089689,388,30,35,0.8571428571428571,7,2,0x6195de79178fe3179e9dbc1e670824a7ee754adccb24965ab2218a4666a527ad,21,7,27,796657,387,2505219,7,6,40063,12,4,8,1,2
0xf353e39c89d8b14065da9232be66ddcb5da679ca6cf169454e4021636ba3c694,1,0x28c6c06298d514db089934071355e5743bf21d60,0xdac17f958d2ee523a2206206994597c13d831ec7,2021-11-03 23:55:28.000000 UTC,207128,275000000000,3728806,63209,0,2384964,,298,5382539,116725638,0.046112740030600646,1386,579314,3385020,0.17114049547713159,188,187,0xf353e39c89d8b14065da9232be66ddcb5da679ca6cf169454e4021636ba3c694,404310,160,1,16396179,1436,8912115,693700,195,1257159,2,,,1,0
0x0ae31b52b69deaeb9dd946ca3af53ec28f3b74125ff902e1f9c6defbd1bd6f89,1,0x629063fcf8bbeb7e893b432fcc7ba0364e2261ad,0xdac17f958d2ee523a2206206994597c13d831ec7,2021-11-03 23:59:33.000000 UTC,131787,217000000000,12598768,41309,0,0,,20,5382555,116725874,0.046112783871723247,1386,1,1,1.0,1,412,0x0ae31b52b69deaeb9dd946ca3af53ec28f3b74125ff902e1f9c6defbd1bd6f89,1,1,1,16396206,1436,8912132,1,0,0,2,,,1,0
0xce17708142969fa07edb4f54354c5ba49e13c8f224e796a66682198d21b656d1,3,0xc50c40903908493e7975c83c809e1d3853a10e62,0xe592427a0aece92de3edee1f18e0157c05861564,2021-11-03 23:59:27.000000 UTC,291722,204350282038,14069733,220141,0,1183,2,61,982502,3902865,0.25173865865204154,184,1236,1276,0.96865203761755481,262,19,0xce17708142969fa07edb4f54354c5ba49e13c8f224e796a66682198d21b656d1,21,18,17,938854,183,1177093,203,473,3060780,8,3,4,3,4
0xf2ede903682bafbb0b0f48ea669fa6ec0d09c344469648f2c70fbc7245f6ab63,2,0x5ab9d116a53ef41063e3eae26a7ebe736720e9ba,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,2021-11-03 23:53:13.000000 UTC,300000,236000000000,6837434,110733,0,287519,2,463,3164599,49519201,0.063906503661074823,517,262344,289703,0.90556190305243645,1260,1,0xf2ede903682bafbb0b0f48ea669fa6ec0d09c344469648f2c70fbc7245f6ab63,191262,487,7,2801221,516,3338481,1482,1300,8113767,5,2,2,1,2
0x582a577c81dc8364b10254479313851138ecbc36ee4151b3a473dc26797030b4,3,0xde71b35417586d49305149640ddc02ac7dd9ce71,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,2021-11-03 23:54:41.000000 UTC,288492,196503297729,7569711,239855,0,342,2,350,3164607,49519359,0.063906461309404264,517,352,369,0.95392953929539293,60,4,0x582a577c81dc8364b10254479313851138ecbc36ee4151b3a473dc26797030b4,14,5,17,2801228,516,3338489,76,86,558302,9,6,2,1,4
0x10eef4e654a5ef7bee054a8036198077b33ce874214d6c39a9b7a08d336213c7,1,0xce98b0794056351a46f341b8d833e1b163842a0d,0xdac17f958d2ee523a2206206994597c13d831ec7,2021-11-03 23:56:19.000000 UTC,65000,170274558520,23962335,48825,0,0,,250,5382543,116725662,0.046112764817731342,1386,3,3,1.0,1,212,0x10eef4e654a5ef7bee054a8036198077b33ce874214d6c39a9b7a08d336213c7,1,1,1,16396183,1436,8912119,1,0,0,2,,,1,0
0xd0e10d40d614133480066a8309f54bd4958ab681c2b9912ae85537d29956e96d,1,0x03ca09a3c1e8220b48466b45a0c66aa6766ec3e5,0xdac17f958d2ee523a2206206994597c13d831ec7,2021-11-03 23:53:13.000000 UTC,84000,223635365382,9903907,63209,0,26,2,462,5382527,116725483,0.046112698458484855,1386,37,37,1.0,11,34,0xd0e10d40d614133480066a8309f54bd4958ab681c2b9912ae85537d29956e96d,21,8,1,16396145,1436,8912103,3,117,754175,2,,,1,0
0x5fcaad7717869e075cf4487694dc6cd17ea89ebfbdb214703bd2a762c4eb207b,2,0x8efe5be9dfb8eacb6d3fb77f323cf3373e5429fb,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,2021-11-03 23:57:23.000000 UTC,167185,176740120263,11976331,128751,0,17,2,166,3164621,49519669,0.063906343962032541,517,25,25,1.0,7,12,0x5fcaad7717869e075cf4487694dc6cd17ea89ebfbdb214703bd2a762c4eb207b,6,1,7,2801239,516,3338503,8,316,2041119,5,2,2,1,2
0xd8ce149677c867bd5512c433ada57e59b52dc0207191bfb2fa14e7cdfe306cd8,2,0xcdba2fda5dc0e3b632f1ff466323e1083d1d257d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,2021-11-03 23:55:28.000000 UTC,165588,208000000000,8201012,121012,1409008651263000000,690,,292,3164611,49519479,0.06390638722188495,517,692,692,1.0,19,7,0xd8ce149677c867bd5512c433ada57e59b52dc0207191bfb2fa14e7cdfe306cd8,626,13,9,2801233,516,3338493,12,100,643344,5,4,2,1,3
0x2b8606d3236e6cfc431827432d25393a3a7548d6d17546b93140a79f88448fd5,1,0x0b1d470320d6f9ff1f7f3e2cbd35d519ce6a584a,0xdac17f958d2ee523a2206206994597c13d831ec7,2021-11-03 23:56:19.000000 UTC,100000,169274500000,24233157,46121,0,2,,258,5382543,116725662,0.046112764817731342,1386,4,4,1.0,3,207,0x2b8606d3236e6cfc431827432d25393a3a7548d6d17546b93140a79f88448fd5,3,2,1,16396183,1436,8912119,1,2,17559,2,,,1,0
0xbcdedfe01745f2a469799e5f5fa43d8fcd52d6a5c36c733e829c63bc88cd4379,1,0x62666e1158e9cb3730f039c352e5071681533e69,0xdac17f958d2ee523a2206206994597c13d831ec7,2021-11-03 23:53:49.000000 UTC,250000,206152259530,6984048,41321,0,0,2,442,5382530,116725513,0.046112712308233765,1386,2,2,1.0,1,47,0xbcdedfe01745f2a469799e5f5fa43d8fcd52d6a5c36c733e829c63bc88cd4379,1,1,1,16396150,1436,8912106,1,0,0,2,,,1,0
0xbe6eab7a7d5350026f74b1cb7e248fa8c93bf2d10e42d3c9bfd8dfc962837097,1,0x3cd751e6b0078be393132286c442345e5dc49699,0xdac17f958d2ee523a2206206994597c13d831ec7,2021-11-03 23:59:33.000000 UTC,250000,220629911839,6709599,63209,0,3847427,2,48,5382555,116725874,0.046112783871723247,1386,813025,3995143,0.2035033539475308,191,421,0xbe6eab7a7d5350026f74b1cb7e248fa8c93bf2d10e42d3c9bfd8dfc962837097,682867,190,1,16396206,1436,8912132,1890192,189,1218061,2,,,1,0
0x757e53dc7083ed3f65473edd5f1fb608b22e86b0edf2eb9a947a2f2f68b03123,1,0xb5d85cbf7cb3ee0d56b3bb207d5fc4b82f43f511,0xdac17f958d2ee523a2206206994597c13d831ec7,2021-11-03 23:56:08.000000 UTC,250000,193953162602,2580479,46109,0,3543486,2,270,5382541,116725644,0.046112754794482007,1386,797909,3717296,0.21464769014896851,191,193,0x757e53dc7083ed3f65473edd5f1fb608b22e86b0edf2eb9a947a2f2f68b03123,575914,177,1,16396179,1436,8912117,1892810,189,1216084,2,,,1,0
0x2fa64a779cd3b0742344b12a5f8f27b6514dabb2a9d43834d8365420568e80bf,1,0x8e09fc3d36b0595086538a92befe13d09c072661,0xdac17f958d2ee523a2206206994597c13d831ec7,2021-11-03 23:54:24.000000 UTC,94831,183914837624,17895391,58421,0,568,2,356,5382534,116725578,0.0461127208982422,1386,600,615,0.975609756097561,149,106,0x2fa64a779cd3b0742344b12a5f8f27b6514dabb2a9d43834d8365420568e80bf,30,21,1,16396170,1436,8912110,140,436,2823298,2,,,1,0
0x8253cfd964492fcf3261f8f9b77bb962d202bbbefd9309046cdba99022d20cb1,2,0x30d50a841c2d2e99dbcf8274a4a135c662448b6f,0x842a499c04afab73af5b1940ee492cd3f7f3eb2e,2021-11-03 23:58:37.000000 UTC,500000,191235605690,12352444,63662,0,15983,2,71,10476,12553,0.83454154385405876,871,12613,16110,0.78292985723153319,948,1,0x8253cfd964492fcf3261f8f9b77bb962d202bbbefd9309046cdba99022d20cb1,12552,870,4,2,980,6272055,60,982,6279320,4,1,2,1,1
0xa434854cc6413d500de8803e3690be160adeab7feabe8b9f6d543fa58d3a74c0,1,0x34a9df5089a4fe68ebb06ab2e6da0ecfe8fa9493,0xdac17f958d2ee523a2206206994597c13d831ec7,2021-11-03 23:56:48.000000 UTC,63209,201096840785,9972831,63209,0,9,,206,5382547,116725723,0.046112774987909048,1386,15,15,1.0,5,274,0xa434854cc6413d500de8803e3690be160adeab7feabe8b9f6d543fa58d3a74c0,7,3,1,16396193,1436,8912124,2,27,175445,2,,,1,0
0x4ee5fb45b2c554c71afaf8eb6f04f188417b5d88f6e6c2d1f72b1b1b87b67e37,1,0xb89eb49bc337d2bfaee360ec63ad606b6788ceb2,0xdac17f958d2ee523a2206206994597c13d831ec7,2021-11-03 23:58:02.000000 UTC,100000,164000000000,14485554,63209,0,212533,,125,5382552,116725783,0.046112794120215926,1386,146149,218035,0.67030063980553578,352,322,0x4ee5fb45b2c554c71afaf8eb6f04f188417b5d88f6e6c2d1f72b1b1b87b67e37,194495,352,1,16396195,1436,8912129,5094,351,2274835,2,,,1,0
0xdb60ea3358fd32f13a2f9ba29052bae927df61fe065c13eb52f5e30290cb01f3,1,0xd30b438df65f4f788563b2b3611bd6059bff4ad9,0xdac17f958d2ee523a2206206994597c13d831ec7,2021-11-03 23:57:23.000000 UTC,420000,216000000000,1904674,63209,0,199245,,160,5382548,116725740,0.046112776839110206,1386,124071,199250,0.62269008782936008,580,284,0xdb60ea3358fd32f13a2f9ba29052bae927df61fe065c13eb52f5e30290cb01f3,194483,533,1,16396193,1436,8912125,7,589,3814022,2,,,1,0
0x85dcd4cc678da8e41ecef520e9468fb740946d8a0ce2db4a5252e39b2634d46e,1,0x581ebe6367d2356d37172588f9a7452b51d7c435,0xdac17f958d2ee523a2206206994597c13d831ec7,2021-11-03 23:58:37.000000 UTC,250000,185858916531,15471052,41309,0,11,2,102,5382553,116725819,0.046112788465420836,1386,18,18,1.0,6,365,0x85dcd4cc678da8e41ecef520e9468fb740946d8a0ce2db4a5252e39b2634d46e,7,6,1,16396202,1436,8912130,3,21,134590,2,,,1,0
0x083f06187a1c62fe18664ae25e27e935488df21053130555582f9edfed794e4f,1,0x3cd751e6b0078be393132286c442345e5dc49699,0xdac17f958d2ee523a2206206994597c13d831ec7,2021-11-03 23:55:02.000000 UTC,250000,173805736509,13578127,46121,0,3847293,2,306,5382538,116725616,0.046112740154654656,1386,813008,3995007,0.20350602639745061,191,166,0x083f06187a1c62fe18664ae25e27e935488df21053130555582f9edfed794e4f,682831,190,1,16396178,1436,8912114,1890132,189,1218043,2,,,1,0
0x68e0e504ff4b84b26983c5919bb9c2a69d211a2162dad1b97f3804c524911df2,1,0x3cd751e6b0078be393132286c442345e5dc49699,0xdac17f958d2ee523a2206206994597c13d831ec7,2021-11-03 23:55:02.000000 UTC,250000,173805736509,16193953,46109,0,3847301,2,321,5382538,116725616,0.046112740154654656,1386,813008,3995007,0.20350602639745061,191,160,0x68e0e504ff4b84b26983c5919bb9c2a69d211a2162dad1b97f3804c524911df2,682831,190,1,16396178,1436,8912114,1890132,189,1218043,2,,,1,0
0x6bc7d219a3dd1267ac43cf4ad211c67cc731981b092f231592c0262fdc99cb9c,1,0xb5d85cbf7cb3ee0d56b3bb207d5fc4b82f43f511,0xdac17f958d2ee523a2206206994597c13d831ec7,2021-11-03 23:55:02.000000 UTC,250000,173805736509,15497995,63209,0,3543465,2,304,5382538,116725616,0.046112740154654656,1386,797907,3717272,0.21464853796009548,191,169,0x6bc7d219a3dd1267ac43cf4ad211c67cc731981b092f231592c0262fdc99cb9c,575910,177,1,16396178,1436,8912114,1892795,189,1216081,2,,,1,0
0xfd0f870735fef2bff60ecb6543278e9d5acd9a61883f22f93a90f869511838c2,1,0x3cd751e6b0078be393132286c442345e5dc49699,0xdac17f958d2ee523a2206206994597c13d831ec7,2021-11-03 23:52:48.000000 UTC,250000,200658354667,8279563,46109,0,3847209,2,480,5382526,116725472,0.046112694236952842,1386,812997,3994927,0.20350734819434749,191,19,0xfd0f870735fef2bff60ecb6543278e9d5acd9a61883f22f93a90f869511838c2,682818,190,1,16396145,1436,8912102,1890090,189,1218031,2,,,1,0
0x052f494c0af6c101b2a88f18abf9cfab2c15ce36e505f9283f1a4829235e4287,1,0xc2ff6dc10ece801fd3550a9a9b926fae33eb5e44,0xdac17f958d2ee523a2206206994597c13d831ec7,2021-11-03 23:54:24.000000 UTC,73345,220124513228,3983747,48897,0,75,,362,5382534,116725578,0.0461127208982422,1386,76,92,0.82608695652173914,30,123,0x052f494c0af6c101b2a88f18abf9cfab2c15ce36e505f9283f1a4829235e4287,5,4,1,16396170,1436,8912110,12,180,1156981,2,,,1,0
0x66c0c7cf4ba76c95e0f3f20670ee89a739f3002a2095f771700756e7a5a909de,1,0xb4c70d0df75e2ed14d6b1b4238199715bf450448,0xdac17f958d2ee523a2206206994597c13d831ec7,2021-11-03 23:54:24.000000 UTC,58676,184414837624,12630161,48897,0,0,2,366,5382534,116725578,0.0461127208982422,1386,3,3,1.0,1,113,0x66c0c7cf4ba76c95e0f3f20670ee89a739f3002a2095f771700756e7a5a909de,1,1,1,16396170,1436,8912110,1,0,0,2,,,1,0
0xdf9beee12b043a9cab50d4e135c35b200b57f323df0179b7a44d8fda5fd4c83a,1,0x46340b20830761efd32832a74d7169b29feb9758,0xdac17f958d2ee523a2206206994597c13d831ec7,2021-11-03 23:58:37.000000 UTC,350000,221157973009,5752159,63209,0,3848563,,97,5382553,116725819,0.046112788465420836,1386,1011313,3850141,0.26266908147000328,1064,369,0xdf9beee12b043a9cab50d4e135c35b200b57f323df0179b7a44d8fda5fd4c83a,751312,791,1,16396202,1436,8912130,850187,1063,6710038,2,,,1,0
0xbd07096efaaf4991d42749a41a3327020b1babfb60342c3bdfe417168d2c2d87,1,0x46705dfff24256421a05d056c29e81bdc09723b8,0xdac17f958d2ee523a2206206994597c13d831ec7,2021-11-03 23:55:02.000000 UTC,105000,283000000000,700894,63209,0,1825064,,302,5382538,116725616,0.046112740154654656,1386,1166736,1826740,0.63869844641273521,1462,162,0xbd07096efaaf4991d42749a41a3327020b1babfb60342c3bdfe417168d2c2d87,1568118,859,1,16396178,1436,8912114,233,1621,9772883,2,,,1,0
0x39619400137c5039c7bb6a67f2c7d1ea242e08f37a2e77696c5eeb1cdcad588f,1,0xe59cd29be3be4461d79c0881d238cbe87d64595a,0xdac17f958d2ee523a2206206994597c13d831ec7,2021-11-03 23:56:40.000000 UTC,250000,202395158473,2740344,46121,0,277145,,226,5382546,116725687,0.046112780642704632,1386,196576,277196,0.70915886232124559,161,240,0x39619400137c5039c7bb6a67f2c7d1ea242e08f37a2e77696c5eeb1cdcad588f,277130,161,1,16396190,1436,8912123,11,160,1031696,2,,,1,0
0x62e2a02f3328c3daad94f85352f070f58c2ec1419837b7fc9981a8803a7d4000,1,0x28c6c06298d514db089934071355e5743bf21d60,0xdac17f958d2ee523a2206206994597c13d831ec7,2021-11-03 23:53:13.000000 UTC,207128,275000000000,4153621,63209,0,2384922,,464,5382527,116725483,0.046112698458484855,1386,579308,3384978,0.17114084641022778,188,26,0x62e2a02f3328c3daad94f85352f070f58c2ec1419837b7fc9981a8803a7d4000,404286,160,1,16396145,1436,8912103,693696,195,1257147,2,,,1,0
