transaction_hash,trace_involved_amt,from_address,to_address,block_timestamp,gas,gas_price,receipt_cumulative_gas_used,receipt_gas_used,value,nonce,transaction_type,contract_block_involved,contract_tx_count,contract_block_per_tx,contract_main_active_days,sender_block_involved,sender_tx_count,sender_block_per_tx,sender_main_active_days,contract_interact,add_feat_hash,sender_tx_count_call_contract,sender_days_call_contract,trace_amt,distinct_sender_in_contract,contract_lifetime_days,contract_lifetime_block,distinct_contract_sender_called,sender_lifetime_days,sender_lifetime_block,contract_involved_amt,max_breadth,depth,distinct_was_called_in_sample,distinct_sender_call_in_sample,z_trace_involved_amt,z_contract_block_involved,z_contract_tx_count,z_contract_main_active_days,z_sender_block_involved,z_sender_tx_count,z_sender_main_active_days,z_contract_interact,z_sender_tx_count_call_contract,z_sender_days_call_contract,z_trace_amt,z_distinct_sender_in_contract,z_contract_lifetime_days,z_contract_lifetime_block,z_distinct_contract_sender_called,z_sender_lifetime_days,z_sender_lifetime_block,z_contract_involved_amt,z_max_breadth,z_depth,z_distinct_was_called_in_sample,z_distinct_sender_call_in_sample,z_gas,z_gas_price,z_receipt_cumulative_gas_used,z_receipt_gas_used,z_value,z_nonce,involved_trace_ratio,contract_active_day_ratio,tx_count_per_distinct_caller,contract_block_ratio,sender_active_day_ratio,sender_tx_count_per_contract,sender_block_ratio,tx_sender_call_contract,sender_call_contract_tx_ratio,sender_tx_count_call_contract_per_days,sender_call_contract_day_ratio,is_sus
0x9ca46d50964a42c337d4e7aa25c532d78df018c05d538abdf7d5c8dd355b2e8c,1,0x8984d8d48a771fb217bd40963990ed746c681a21,0x83c8f28c26bf6aaca652df1dbbe0e1b56f8baba2,2022-10-03 23:35:47.000000 UTC,541043,12901722504,9093984,445174,1.85e+17,117,2,343552,538490,0.6379914204534903,228,133,133,1.0,27,4,0x9ca46d50964a42c337d4e7aa25c532d78df018c05d538abdf7d5c8dd355b2e8c,5,3,24,97682,227,1438123,34,93,607781,18,5.0,6.0,2,6,-0.04365397308796775,-3.1953932613719753,-4.866616062273587,3.7455879536768584,-0.3125970673762646,-0.3137354560315398,-0.7864144136144063,-1.6133489085244666,-0.18136592054314166,-0.8834031564763899,1.5346935751954578,-4.67566000997929,3.7653696070451885,3.7230944576636413,-0.4589147448506561,-0.7540567049522786,-0.7540062503581729,2.9304731964435637,0.24589928279260634,3.3170910366151065,4.955516769783678,1.0432674355606766,1.0023209869051002,-0.168107601751725,-0.3785312886536241,1.169892299880715,0.298376,-0.3017786185179551,0.041666666666666664,1.0,5.512684015478799,0.23888899705449598,0.2872340425531915,3.911764705882353,0.00021882846152074264,0.03759398496240601,9.285223495329533e-06,1.6666666666666667,0.013157894736842105,0
0xff4fd417c1eddd789ee61aae46371609260d084511bffbb8d0f8e473eb562b07,1,0x0f4bc970e348a061b69d05b7e2e5c13eb687e5e3,0x39da41747a83aee658334415666f3ef92dd0d541,2022-10-03 23:41:23.000000 UTC,5133800,18909578571,9772368,2991273,8.7059e+18,3414,2,8966,9776,0.9171440261865794,65,3299,3561,0.9264251614714968,378,1,0xff4fd417c1eddd789ee61aae46371609260d084511bffbb8d0f8e473eb562b07,108,25,138,1506,69,449849,399,669,4288692,40,40.0,6.0,2,6,-0.04365397308796775,-6.917783286182809,-5.288289367077493,-1.7520403416785932,1.2287312813264766,1.2349203799907993,2.6817898609095097,-1.6207982977737734,-0.07204597012280184,0.06230304088435466,12.340288497501165,-5.556521090184263,-1.596412922584297,-1.5291984763532596,1.1027112634643432,1.4218946982909677,1.4548329481861422,8.91481610369365,10.981021886558793,3.3170910366151065,4.955516769783678,1.0432674355606766,15.979826530818679,0.37305180647566855,-0.27415196101756195,12.645715429750098,24.328987,1.2503894763894723,0.007246376811594203,0.9285714285714286,6.49136786188579,0.019931088140491274,0.564179104477612,8.924812030075188,0.0007692320247683852,0.030328559393428812,0.01104746317512275,4.32,0.38461538461538464,0
0x297a7fae04b123d68c5056c2b8bd9585036a01c38a155f570f7da1cb07e5f182,1,0x2bf8f06adc558fb713fa2ccc221c9bcc72dbf75d,0x39da41747a83aee658334415666f3ef92dd0d541,2022-10-03 23:49:35.000000 UTC,836500,15924355288,18081310,534115,1.08e+18,2161,2,8968,9778,0.917160973614236,65,2250,2332,0.9648370497427101,296,2,0x297a7fae04b123d68c5056c2b8bd9585036a01c38a155f570f7da1cb07e5f182,100,29,33,1506,69,449890,454,426,2716904,23,11.0,5.0,2,6,-0.04365397308796775,-6.917761035460873,-5.2882877719871235,-1.7520403416785932,0.7180384709066485,0.6796992532488347,1.8715541044680248,-1.6183151680240044,-0.08053684005836222,0.23424962222267187,2.387766858535382,-5.556521090184263,-1.596412922584297,-1.528980577258176,1.3380247715666034,0.5039152000477232,0.5116352055073401,4.290551129909492,2.08620601486681,2.47718465530133,4.955516769783678,1.0432674355606766,1.9658400355915586,0.10415693828326167,1.0043006253156035,1.5707687720814083,2.8224516,0.6604996908514054,0.030303030303030304,0.9285714285714286,6.49269588313413,0.01993371727818516,0.6932084309133489,5.136563876651983,0.0008281482054028388,0.04288164665523156,0.010227040294538761,3.4482758620689653,0.4461538461538462,0
0xd8c6be8f88903341f70af3e57c2eae9d0339ddc9421c2d3095150ab86871edab,3,0xfcb95624971d38bca2926d05cd433cdf4948a893,0xb4e7b8946fa2b35912cc0581772cccd69a33000c,2022-10-03 23:59:47.000000 UTC,404964,11677904290,11964753,383584,4.76e+16,740,2,10304,11525,0.894056399132321,20,787,800,0.98375,158,4,0xd8c6be8f88903341f70af3e57c2eae9d0339ddc9421c2d3095150ab86871edab,1,1,25,4030,40,268711,223,513,3278330,11,5.0,4.0,1,1,30.55778116157681,-6.902897553207739,-5.2868944605493855,-3.269790484568135,0.0057948277758493455,-0.012407147213890983,0.5079866119201605,-1.6133489085244666,-0.18561135551092187,-0.9693764471455485,1.6294794955665604,-5.533404165312804,-2.5805375640985693,-2.4918766784327975,0.34970803753711066,0.8325745265792551,0.8485354337068104,1.026364089591264,0.24589928279260634,1.6372782739875538,-0.14928448755410098,-1.1884398342837978,0.5585518136372317,-0.2783433885416128,0.06317862493285592,0.8922927459872273,-0.08911896,-0.00848146258003361,0.12,0.4878048780487805,2.859801488833747,0.038345887046354464,0.30739299610894943,3.587443946188341,0.00024006117747109732,0.00125,8.676789587852495e-05,1.0,0.05,0
0x7ef69187c5cbf368834f9eda5af993f8b05e9a62679d0c93276d579ec6c687b6,1,0x9836ecfaf7f4c350a7fd29c5d1847bc87ffa90d6,0x00000000006c3852cbef3e08e8df289169ede581,2022-10-03 23:49:11.000000 UTC,393340,15018186644,9477074,348396,1.91e+16,220,2,647436,6888895,0.09398256178966292,115,267,271,0.985239852398524,87,764,0x7ef69187c5cbf368834f9eda5af993f8b05e9a62679d0c93276d579ec6c687b6,50,25,12,629750,114,724444,70,226,1432292,10,7.0,3.0,1,6,-0.04365397308796775,0.1854259310019297,0.19811886661660472,-0.06565129402354668,-0.24736080751329323,-0.2513916680003021,-0.19355898207185665,0.2738297012999509,-0.13360477715561456,0.06230304088435466,0.397262530742225,0.19746835076038935,-0.06932296161387379,-0.06983257356074357,-0.3048913577291767,-0.2516234816339596,-0.2592341093227141,0.7543485028980783,0.8593348601506742,0.7973718926737775,-0.14928448755410098,1.0432674355606766,0.5206446209766029,0.02253353025342685,-0.3195872737238807,0.7336927605609561,-0.16949455,-0.2532880774880901,0.08333333333333333,1.0,10.939094878920207,0.8936993146477649,0.3832599118942731,3.8714285714285714,0.00018641437191971197,0.18450184501845018,7.258058077529125e-06,2.0,0.21739130434782608,0
0xcff6ec06bd97cbeb8f3797c92f3abb69e319c3ac83ebaf28130f8e2af172621b,1,0x51420a2e3a4f8a5fde548f7e50b9af955b197967,0xb4e7b8946fa2b35912cc0581772cccd69a33000c,2022-10-03 23:48:23.000000 UTC,184829,14893075891,1648667,177890,1.88e+17,1,2,10301,11522,0.8940288144419372,20,5,5,1.0,3,2,0xcff6ec06bd97cbeb8f3797c92f3abb69e319c3ac83ebaf28130f8e2af172621b,1,1,9,4028,40,268654,2,9,70288,10,5.0,3.0,1,1,-0.04365397308796775,-6.902930929290642,-5.286896853184939,-3.269790484568135,-0.37491230067820736,-0.37156157826341246,-1.0235565862314262,-1.6183151680240044,-0.18561135551092187,-0.9693764471455485,0.11290476962891688,-5.533422483002877,-2.5805375640985693,-2.4921796113210846,-0.5958244222919711,-1.0713829512585853,-1.0765447761044298,0.7543485028980783,0.24589928279260634,0.7973718926737775,-0.14928448755410098,-1.1884398342837978,-0.1593335835020934,0.011264142255226723,-1.524102502740843,-0.0348149441989566,0.30683658,-0.3563893249205216,0.1111111111111111,0.4878048780487805,2.8604766633565046,0.038342856079358285,0.3,2.5,7.11348859707778e-05,0.2,8.679048776254123e-05,1.0,0.05,0
0xefd9f802f1b5c412de8661834824d78b6bae53fd911331bf9439d0a99f4a7573,1,0x31aca600fbeb0cbb919222fe13cef07fb5d00dd2,0x00000000006c3852cbef3e08e8df289169ede581,2022-10-03 23:32:23.000000 UTC,239607,13405750163,1297253,239607,2.4e+16,587,2,647357,6888277,0.09397952492328633,115,683,703,0.9715504978662873,172,149,0xefd9f802f1b5c412de8661834824d78b6bae53fd911331bf9439d0a99f4a7573,143,19,8,629711,114,724360,182,420,2676979,8,4.0,3.0,1,4,-0.04365397308796775,0.1845470274854644,0.19762598369243625,-0.06565129402354668,-0.04483629928197917,-0.05622850546773197,0.6463195459467554,-1.2532950948079657,-0.0348984141547252,-0.19561683112312114,0.018118849257814176,0.19711115580397617,-0.06932296161387379,-0.07027900097506128,0.1742925133154258,0.48124903959727267,0.4876770318373215,0.21031732951170698,-0.060818505886427586,0.7973718926737775,-0.14928448755410098,0.15058452762288682,0.019303735799689387,-0.122707161622526,-1.5781727005077406,0.24335702637490902,-0.15567559,-0.08051110119721178,0.125,1.0,10.938790969190629,0.8936938902011566,0.4085510688836104,3.8626373626373627,0.00025513825280726787,0.2034139402560455,2.0759908464772832e-05,7.526315789473684,0.16521739130434782,0
0xdeb63c7014aa46d439999c8972da3bbe6dbeb1df29b5b742169531fd42f3e1a9,1,0x114e6de851c6204d6d0de861d402ef262fb216c4,0x00000000006c3852cbef3e08e8df289169ede581,2022-10-03 23:31:11.000000 UTC,204650,14798615810,1185986,199730,0.0,423,2,647351,6888218,0.09397945883826557,115,383,427,0.8969555035128806,9,90,0xdeb63c7014aa46d439999c8972da3bbe6dbeb1df29b5b742169531fd42f3e1a9,235,9,7,629707,114,724354,143,13,93279,6,4.0,2.0,1,2,-0.04365397308796775,0.1844802753196569,0.19757892852653666,-0.06565129402354668,-0.19088762733340758,-0.18091608153020736,-0.9642710430771713,-1.399799750044335,0.06274659010421911,-0.6254832844689141,-0.07666707111328853,0.19707452042383125,-0.06932296161387379,-0.07031088864751255,0.007433843933823158,-1.0562721776249517,-1.0627483485315457,-0.33371384387466435,-0.060818505886427586,-0.04253448863999881,-0.14928448755410098,-0.7420983803149029,-0.09469503689797062,0.002755622582817657,-1.5952927603087999,0.06362269595421392,-0.22336031,-0.15771934128359882,0.14285714285714285,1.0,10.938766759778755,0.8936930096430618,0.6428571428571429,2.986013986013986,0.004105917667238422,0.550351288056206,3.411622570598085e-05,26.11111111111111,0.0782608695652174,0
0x8bb84bac43bfd6f320468faef3426085e359e23b68046ab1b837af094b658970,1,0x013d3ad09367d89ca9d363ff93e5abe8153ec889,0x00000000006c3852cbef3e08e8df289169ede581,2022-10-03 23:57:23.000000 UTC,164150,14869935313,1051539,154379,5.36e+16,189,2,647475,6889352,0.09398198843664832,115,204,213,0.9577464788732394,36,1221,0x8bb84bac43bfd6f320468faef3426085e359e23b68046ab1b837af094b658970,91,18,7,629765,114,724485,31,255,1622405,8,5.0,2.0,1,5,-0.04365397308796775,0.18585982007967838,0.19848334476603027,-0.06565129402354668,-0.2780315864040932,-0.2775941296366194,-0.6974860988830239,1.4086199969443702,-0.09008906873586764,-0.23860347645770044,-0.07666707111328853,0.1976057334359329,-0.06932296161387379,-0.06961467446565993,-0.47175002711077935,-0.14207037279011558,-0.14515119708906998,0.21031732951170698,0.24589928279260634,-0.04253448863999881,-0.14928448755410098,0.5969259815917818,-0.22677016617837886,0.009179747862806962,-1.6159794030696635,-0.14078414555615404,-0.072197795,-0.26788231799222423,0.14285714285714285,1.0,10.939559994601161,0.8937025698219151,0.140625,6.870967741935484,0.000125739179958654,0.4272300469483568,1.3208789447831958e-05,5.055555555555555,0.1565217391304348,0
0x14d25c310a86e0595280d27f25ce98395c62c771aee9a4cc575848f723653e23,1,0x2fa1ddc720cac9c5c2e03e0a03c6e2330c94ec05,0x00000000006c3852cbef3e08e8df289169ede581,2022-10-03 23:44:59.000000 UTC,244969,12972454057,6075819,206322,2.1e+16,613,2,647416,6888718,0.0939820732972376,115,706,707,0.9985855728429985,169,586,0x14d25c310a86e0595280d27f25ce98395c62c771aee9a4cc575848f723653e23,286,66,9,629738,114,724423,173,358,2283264,9,5.0,3.0,1,5,-0.04365397308796775,0.1852034237825714,0.19797770111890597,-0.06565129402354668,-0.033639030798036325,-0.054421439147985945,0.616676774369628,-0.16816739415892581,0.1168758859434165,1.824755499602106,0.11290476962891688,0.19735844461995453,-0.06932296161387379,-0.069944180414323,0.13578666653505597,0.24703204827595102,0.25141673511868984,0.48233291620489266,0.24589928279260634,0.7973718926737775,-0.14928448755410098,0.5969259815917818,0.03678983069355479,-0.161736436241497,-0.8429202385620768,0.09333427671839432,-0.16413619,-0.06827077045180895,0.1111111111111111,1.0,10.939022260051006,0.8936976135522843,0.47075208913649025,4.086705202312139,0.00030920633391218276,0.4045261669024045,4.151715892565206e-05,4.333333333333333,0.5739130434782609,0
