transaction_hash,trace_involved_amt,from_address,to_address,block_timestamp,contract_block_involved,contract_tx_count,contract_block_per_tx,contract_main_active_days,sender_block_involved,sender_tx_count,sender_block_per_tx,sender_main_active_days,contract_interact,sender_tx_count_call_contract,sender_days_call_contract,trace_amt,distinct_sender_in_contract,contract_lifetime_days,contract_lifetime_block,distinct_contract_sender_called,sender_lifetime_days,sender_lifetime_block,contract_involved_amt,max_breadth,depth,distinct_was_called_in_sample,distinct_sender_call_in_sample,gas,gas_price,receipt_cumulative_gas_used,receipt_gas_used,value,nonce,transaction_type
0x41fc33c87feef4af8d47adf9ea52a8355e41e294b15476d458d761e84fb2e781,1,0x4f425d56ee32b2079209b8696de6a6e47bd761c4,0x67b66c99d3eb37fa76aa3ed1ff33e8e39f0b9c7a,2021-05-04 11:46:38.000000 UTC,25509,26739,0.9539997756086616,210,41,41,1.0,6,357,20,4,4,4671,209,1360354,2,6,36265,4,1.0,2.0,1,1,14169958,67000000020,283372,59613,0,38,-1.0
0x8deaa085c156a95306b74aa184094b3a59e7b0aeb91ab95461e6aff24c182575,1,0xeaae111411fecb26f62268d16a306bc3de308c6d,0x67b66c99d3eb37fa76aa3ed1ff33e8e39f0b9c7a,2021-05-04 15:24:57.000000 UTC,25537,26768,0.9540122534369396,210,1285,1320,0.9734848484848484,161,386,5,4,4,4672,209,1361363,169,333,2165604,4,1.0,2.0,1,1,94249,120100000000,2194525,87549,936000000000000000000,1303,-1.0
0x20c6fae609b558e8e42f72bdfe76fbeebaa434eb70aed0e43553f88ba622feb9,9,0x48d0d49c06d18e11d74569a6fa15cb1791121a1b,0xd6e194af3d9674b62d1b30ec676030c23961275e,2021-05-07 23:33:43.000000 UTC,2176,2199,0.9895407003183264,178,891,914,0.974835886214442,116,46,1,1,50,743,199,1296731,225,138,897797,10,25.0,7.0,1,4,394111,46000000000,5831104,256322,6000000000000000000,866,-1.0
0x1655592eda3ebbba7c530ab3327daeae95fa95d05c3dec40338471245da10cfe,15,0xcb36b1ee0af68dce5578a487ff2da81282512233,0x67b66c99d3eb37fa76aa3ed1ff33e8e39f0b9c7a,2021-05-08 14:38:06.000000 UTC,25808,27072,0.9533096926713948,214,97,198,0.4898989898989898,2,690,92,1,148,4703,213,1387049,6,1,6585,25,25.0,14.0,4,3,5000000,235000000000,3861138,921941,1000000000,190,-1.0
0x22dd1289a434f70665440a57c561993b49432bdb060cf3ead32376472d819565,2,0x78bc49be7bae5e0eec08780c86f0e8278b8b035b,0x67b66c99d3eb37fa76aa3ed1ff33e8e39f0b9c7a,2021-05-03 23:38:44.000000 UTC,25434,26658,0.9540850776502364,209,3143,3422,0.918468731735827,263,276,107,54,52,4663,208,1357059,267,362,2351854,13,10.0,5.0,2,2,959283,93000000000,8682104,462294,0,3403,-1.0
0x2b2f43e3f102ec0c3b794e3d191f4d244d7fc29159680a8932841834f2453686,114,0x9ee1873ba8383b1d4ac459abd3c9c006eaa8800a,0xa9fe4601811213c340e850ea305481aff02f5b28,2021-05-03 15:16:13.000000 UTC,1015,1039,0.9769008662175168,67,388,397,0.977329974811083,80,5,1,1,272,661,68,440139,95,1154,7157322,20,26.0,6.0,1,4,1492213,40000000000,12037655,783371,0,378,-1.0
0x5d37b86ab0848c6926cfb07b8a4611750f764007e8f6eb626112bdbd2e3337ec,2,0x4158d5a7a69619db9b67a7021a6d876ceeaea271,0x67b66c99d3eb37fa76aa3ed1ff33e8e39f0b9c7a,2021-05-03 20:53:21.000000 UTC,25405,26621,0.954321776041471,209,244,253,0.9644268774703556,92,239,3,3,60,4662,208,1356317,77,301,1959782,14,8.0,6.0,2,3,964534,75000000000,8635408,451826,0,235,-1.0
0xf1043403951794184a0593f3f43abe8994354bd0f2398db8f57b99bf987a12ac,2,0xc4b258a1f6774bbd42667ea2969cb4175ca1fcd6,0x67b66c99d3eb37fa76aa3ed1ff33e8e39f0b9c7a,2021-05-05 21:53:03.000000 UTC,25615,26847,0.9541103289008082,211,968,1008,0.9603174603174603,306,465,13,10,48,4684,210,1369585,254,1412,8460826,13,8.0,5.0,2,3,933789,63000000000,12228422,375423,0,977,-1.0
0xa897322e05a43edee8b9bc5c8cf78e95c7cef775af3050ce22a69836271dc13e,15,0xcb36b1ee0af68dce5578a487ff2da81282512233,0x67b66c99d3eb37fa76aa3ed1ff33e8e39f0b9c7a,2021-05-08 14:01:22.000000 UTC,25750,26988,0.954127760486142,214,20,31,0.6451612903225806,2,606,9,1,148,4703,213,1386869,6,1,6405,25,25.0,14.0,4,3,5000000,190000000000,1699678,921287,1000000000,24,-1.0
0x4096de9caa91beedd344d306d66228aebe9c45209adb4c12303b2030778b3c22,15,0xcb36b1ee0af68dce5578a487ff2da81282512233,0x2f755e8980f0c2e81681d82cccd1a4bd5b4d5d46,2021-05-08 14:26:42.000000 UTC,38,68,0.5588235294117647,1,73,147,0.4965986394557823,2,66,68,1,100,1,0,195,6,1,6539,13,32.0,8.0,2,1,1000000,210000000000,5680128,387249,2550000000000000000000,137,-1.0
