transaction_hash,trace_involved_amt,from_address,to_address,block_timestamp,contract_block_involved,contract_tx_count,contract_block_per_tx,contract_main_active_days,sender_block_involved,sender_tx_count,sender_block_per_tx,sender_main_active_days,contract_interact,sender_tx_count_call_contract,sender_days_call_contract,trace_amt,distinct_sender_in_contract,contract_lifetime_days,contract_lifetime_block,distinct_contract_sender_called,sender_lifetime_days,sender_lifetime_block,contract_involved_amt,max_breadth,depth,distinct_was_called_in_sample,distinct_sender_call_in_sample,gas,gas_price,receipt_cumulative_gas_used,receipt_gas_used,value,nonce,transaction_type
0x3ae81f131de7fb65e2a8ac9377cc2f03dd49b6560f91f028403cc9bf57ecd0f0,1,0x7390d0ed48bea6dbd595f3ebbc2c2e377de3265e,0xb8919522331c59f5c16bdfaa6a121a6e03a91f62,2022-02-06 15:18:50.000000 UTC,525,531,0.9887005649717514,131,57,58,0.9827586206896552,31,531,2,2,6,209,193,1236285,27,119,765177,6,2,3,1,3,289407,86900000000,4068813,185611,0,42,-1.0
0xc2ec5d3c61c36e011d323d73a020e17a95c1c7b379326c8002a59959c1776f3f,1,0x4046553cb78444fa42fcf07ba6907474fc662d79,0xb8919522331c59f5c16bdfaa6a121a6e03a91f62,2021-11-19 11:32:20.000000 UTC,223,225,0.9911111111111112,59,4,4,1.0,2,225,1,1,5,120,114,728349,2,1,8447,6,1,3,1,3,173313,93537615259,19421171,109421,0,1,-1.0
0x02f4e47003827c5f75cd293dd3579aa05d465f2bd2bbc6aed396e7625364731c,1,0x29e3fcb9f4aad6225f359de66f3e81e643ac1dcb,0xb8919522331c59f5c16bdfaa6a121a6e03a91f62,2022-02-17 01:16:44.000000 UTC,604,613,0.9853181076672104,142,101,103,0.9805825242718446,27,613,1,1,9,228,204,1303613,35,140,895456,8,4,3,1,4,408229,72449545314,6437977,248488,0,95,2.0
0x8e53d6ee130adaa1e3e0027444d9dc6680018686eacc14bd1dc50a97b76c1e9e,1,0x1e59636dcbbe879f9dfdef2ef40eb3178f723885,0xb8919522331c59f5c16bdfaa6a121a6e03a91f62,2021-11-03 05:22:04.000000 UTC,167,169,0.9881656804733728,43,18,18,1.0,7,169,4,3,5,98,98,625053,10,54,341691,6,1,3,1,3,147256,125300189505,3989465,97121,0,15,2.0
0xe9b476962fcdda7460ed4e06c770f62fc84ec5116c45b591db174ab2228e4cad,1,0xe037cdde28ec42da5be8a5e90617e287a6ebb149,0xf4e4c445a64d1f3eb7192ef78b956aca78f893e5,2022-01-29 19:50:44.000000 UTC,1,1,1.0,1,80,82,0.975609756097561,23,1,1,1,9,1,0,0,27,131,837443,8,1,4,1,3,391659,121841626398,1276656,256333,0,72,2.0
0x6f5bcb76bd197152d393ec03b1206ac30709cf7b12bf31920f34e632295164b7,1,0xd95230d99979bf7b3cbb4cbd3fc16be9dc834787,0xb8919522331c59f5c16bdfaa6a121a6e03a91f62,2022-01-18 15:20:10.000000 UTC,367,370,0.9918918918918918,112,6,6,1.0,3,370,4,3,4,182,174,1113288,2,14,91163,4,1,2,1,2,112828,89623496187,29849749,74537,0,4,2.0
0xf7a7e961fe53328d41429e3d87a155eb0cb8eae7d0d402dfc85d004ae4e9cb7e,1,0x324c4740e20e4e24b01bc28f53afd06bab6a715a,0xb8919522331c59f5c16bdfaa6a121a6e03a91f62,2022-02-07 22:18:17.000000 UTC,535,541,0.988909426987061,132,8,8,1.0,3,541,1,1,9,210,194,1244647,3,78,506604,8,4,3,1,4,408211,97437263705,2582844,248476,0,4,2.0
0x954fbf6504a25b6661317086aeb2f08ba840a2a9a9d0005f7daa24e41f270967,30,0x2fa3f1d0a1c75fbe0df8de9c787d12d0b5c3c752,0xb8919522331c59f5c16bdfaa6a121a6e03a91f62,2022-02-26 01:40:15.000000 UTC,661,670,0.9865671641791044,151,25,25,1.0,7,670,7,6,78,254,213,1361843,4,17,109299,11,26,9,3,6,2000000,49884417808,2962264,852865,0,21,2.0
0x7040c6b9bd3a260fa926c5b1801d4f48cb45877c5f6bc5de542e8a646382ee59,1,0x1e59636dcbbe879f9dfdef2ef40eb3178f723885,0xb8919522331c59f5c16bdfaa6a121a6e03a91f62,2022-01-16 22:58:07.000000 UTC,355,358,0.9916201117318436,110,41,41,1.0,17,358,11,9,5,180,172,1102393,17,128,819031,6,1,3,1,3,147256,115649109971,6410123,97121,0,38,2.0
0x1120ddc98fc53e7ff176b8af17b8cda2b982d625237e9f2cf0039f11069e96b4,1,0xedb38d9fd72e47f0f57ae1d02f2bbe3a79330f3e,0xb8919522331c59f5c16bdfaa6a121a6e03a91f62,2021-10-29 07:14:47.000000 UTC,156,158,0.9873417721518988,38,8,8,1.0,6,158,6,5,5,92,93,593747,2,7,44347,6,1,3,1,3,147256,159352381331,17969682,97121,0,6,2.0
0x5e28d0356fe5d7e75fc60108109118fb9289a27a1870324d42880bf9b60d41ab,1,0x810ea87d6f4d08a9c1701dd0a6b6ae94bb4fe3fa,0xb8919522331c59f5c16bdfaa6a121a6e03a91f62,2021-11-04 19:38:14.000000 UTC,176,178,0.9887640449438202,44,34,34,1.0,8,178,11,7,5,98,99,635125,5,27,172048,6,1,3,1,3,147238,112531561789,13636614,97109,0,28,2.0
0x1c5c9f6fbee3d689df46b905c5494c51604546dd51b3dc398d3e5450e7a1fd82,1,0x0698fa3b48313c5160619bdb970deb98e558ea75,0xb8919522331c59f5c16bdfaa6a121a6e03a91f62,2021-12-26 08:34:35.000000 UTC,305,308,0.9902597402597402,92,228,238,0.957983193277311,33,308,5,5,5,165,151,962763,89,88,559088,6,1,3,1,3,147256,51657649106,1224396,97121,0,219,-1.0
0x59fde9cf3855d901671c821680ee3d8b99890ec154d29a046e5f2d383a7608c0,1,0x4d89d373a7ec36cec559d81c3820fb22c460053f,0xb8919522331c59f5c16bdfaa6a121a6e03a91f62,2021-11-05 20:55:39.000000 UTC,178,180,0.9888888888888888,45,534,559,0.9552772808586762,117,180,1,1,5,100,100,641880,125,1408,8744210,6,1,3,1,3,173331,92000000000,23236806,114233,0,545,2.0
0x9a439a9bbb1e6b9535861090cbf5e338e138e1ad8983f1a803393bacf6b6042e,1,0x9dea480cafef5538f42720ffbd57ae55e53f3bfa,0xf4e4c445a64d1f3eb7192ef78b956aca78f893e5,2022-02-21 03:34:21.000000 UTC,33,33,1.0,14,935,971,0.9629248197734294,128,15,8,4,9,15,23,144421,142,413,2657476,8,1,4,1,3,1277728,51027821010,5501675,837817,0,939,2.0
0x75e56738dce131b1bceaaed12191fb46b056d8ec8b46be14f818e70977a8c15b,3,0x817cd0f4052f098899936a61fa1a1fbb358f567e,0xc36442b4a4522e871399cd717abdd847ab11fe88,2021-11-29 00:36:39.000000 UTC,328861,423748,0.7760768192416247,210,372,958,0.3883089770354906,46,2,1,1,19,45686,209,1335806,33,1389,8644774,8,4,5,2,3,635041,122235383242,11913836,526401,0,939,2.0
0x04a21932a99a74ae88ebd909aa473829f93ccca562d68b6e6a54467202ce6bfa,1,0x810ea87d6f4d08a9c1701dd0a6b6ae94bb4fe3fa,0xb8919522331c59f5c16bdfaa6a121a6e03a91f62,2022-01-12 20:37:31.000000 UTC,347,350,0.9914285714285714,106,59,59,1.0,18,350,20,13,5,178,168,1075946,5,96,612869,6,1,3,1,3,147238,184138716115,13869487,97109,0,51,2.0
0x74530475a3b2330b7feeba5e12bbcb019bfd32801f7dc3214683b78d49fb3235,1,0x1e59636dcbbe879f9dfdef2ef40eb3178f723885,0xb8919522331c59f5c16bdfaa6a121a6e03a91f62,2022-01-13 08:00:25.000000 UTC,348,351,0.9914529914529914,107,40,40,1.0,16,351,10,8,5,178,169,1078984,17,125,795622,6,1,3,1,3,147256,141963443753,8019109,97121,0,37,2.0
0xc1bff91d75bdbd30b042438bbf59473e3c8a045bc80836d9b2b2f5e33eb5048b,1,0x8918f0f02a40d8f4bdb8d6eaa8b988c3586d303e,0xb8919522331c59f5c16bdfaa6a121a6e03a91f62,2022-02-27 23:28:15.000000 UTC,677,687,0.985443959243086,152,99,101,0.98019801980198,34,687,1,1,9,257,214,1374225,40,146,941865,8,4,3,1,4,408193,42807001389,11553246,248464,0,93,2.0
0x62df5f2a33327a1869c5d693db54fbf8fccfbfebcf03077a9a7a2bb0774507e9,1,0xedb38d9fd72e47f0f57ae1d02f2bbe3a79330f3e,0xb8919522331c59f5c16bdfaa6a121a6e03a91f62,2022-02-12 15:18:13.000000 UTC,575,584,0.9845890410958904,137,18,21,0.8571428571428571,11,584,18,10,10,224,199,1275038,2,113,725638,10,2,6,1,4,909809,70897887298,21197129,872202,0,18,2.0
0x63c232cdeef02d783a0b4c838001cbbe366ced1a28e5baa412820a78d8bf7e38,1,0x09bb629af187969b486f842f63cb42141ba53293,0xb8919522331c59f5c16bdfaa6a121a6e03a91f62,2021-10-25 15:56:11.000000 UTC,134,136,0.9852941176470588,34,3,3,1.0,1,136,1,1,5,88,89,570538,2,0,11,6,1,3,1,3,173295,113641098494,11707111,109409,0,1,-1.0
