transaction_hash,trace_involved_amt,from_address,to_address,block_timestamp,gas,gas_price,receipt_cumulative_gas_used,receipt_gas_used,value,nonce,transaction_type,rn,contract_block_involved,contract_tx_count,contract_block_per_tx,contract_main_active_days,sender_block_involved,sender_tx_count,sender_block_per_tx,sender_main_active_days,contract_interact,add_feat_hash,sender_tx_count_call_contract,sender_days_call_contract,trace_amt,distinct_sender_in_contract,contract_lifetime_days,contract_lifetime_block,distinct_contract_sender_called,sender_lifetime_days,sender_lifetime_block,contract_involved_amt,max_breadth,depth,distinct_was_called_in_sample,distinct_sender_call_in_sample
0xed0984b0c036323d14ba596b507027a726ce4b7bc6420dd27191e832edc071e5,5,0x9e4543a713696031d370066c6258f53abaf594a7,0x11111112542d85b3ef69ae05771c2dccff4faa26,2021-11-03 23:58:02.000000 UTC,364457,166910533598,11484575,253587,0,5120,2.0,130,789097,1463203,0.5392942742736311,235,5197,5294,0.9816773706082356,239,2,0xed0984b0c036323d14ba596b507027a726ce4b7bc6420dd27191e832edc071e5,2174,142,25,232894,234,1508099,296,379,2451588,10,3.0,6.0,1,3
0x644aa5b8b2550426f3279bad0e8f70e4363e49b654dd7a46b667beb64c35de20,1,0xb9c674a30af879cf63c9178572753c66fde00000,0xa0c68c638235ee32657e8f720a23cec1bfc77c77,2021-11-03 23:59:55.000000 UTC,108169,213868399660,5473455,95900,0,3611,2.0,1,668453,1157407,0.5775435952953454,432,3715,3736,0.9943790149892932,115,1,0x644aa5b8b2550426f3279bad0e8f70e4363e49b654dd7a46b667beb64c35de20,1432,114,6,327136,434,2811536,68,114,731761,7,1.0,4.0,1,3
0x5852e02671bd6c4058dc75ce8a4ddf24ea7865257f2c4af9a87cd0e80515ada8,2,0x030ae585db6d5169b3594ec37c008662f2494a1d,0x814b02c1ebc9164972d888495927fe1697f0fb4c,2021-11-03 23:57:37.000000 UTC,493293,167690384733,12178306,314711,0,118,2.0,137,4174,4427,0.942850688954145,174,129,131,0.9847328244274808,35,1,0x5852e02671bd6c4058dc75ce8a4ddf24ea7865257f2c4af9a87cd0e80515ada8,2,2,67,2741,217,1397746,47,110,706133,22,6.0,7.0,1,5
0x6195de79178fe3179e9dbc1e670824a7ee754adccb24965ab2218a4666a527ad,4,0x35f4c7361ee08bfbeab9e3f582d1a535b1d40624,0x881d40237659c251811cec9c364ef91dc08d300c,2021-11-03 23:58:37.000000 UTC,379914,183858916531,22447950,268395,0,26,2.0,72,1262392,2818004,0.447973814089689,388,30,35,0.8571428571428571,7,1,0x6195de79178fe3179e9dbc1e670824a7ee754adccb24965ab2218a4666a527ad,21,7,27,796657,387,2505219,7,6,40063,12,4.0,8.0,1,2
0xd32106780bc832525643b14cd4a716f82a0ed4faa80c222f0aa2a0ffb44beed7,1,0x28c6c06298d514db089934071355e5743bf21d60,0xdac17f958d2ee523a2206206994597c13d831ec7,2021-11-03 23:56:48.000000 UTC,207128,275000000000,2833480,63209,0,2384980,,198,5382547,116725723,0.046112774987909,1386,579317,3385037,0.1711405222453993,188,18,0xd32106780bc832525643b14cd4a716f82a0ed4faa80c222f0aa2a0ffb44beed7,404318,160,1,16396193,1436,8912124,693702,195,1257168,2,,,1,0
0x0585cf086a661a15e58ba660325071509d1ce95b6c50722139537101346f0847,1,0xb5d85cbf7cb3ee0d56b3bb207d5fc4b82f43f511,0xdac17f958d2ee523a2206206994597c13d831ec7,2021-11-03 23:57:33.000000 UTC,250000,187298310841,1275231,46121,0,3543523,2.0,159,5382549,116725742,0.046112784616096,1386,797918,3717331,0.2146480902561542,191,38,0x0585cf086a661a15e58ba660325071509d1ce95b6c50722139537101346f0847,575919,177,1,16396193,1436,8912126,1892823,189,1216093,2,,,1,0
0xbe6eab7a7d5350026f74b1cb7e248fa8c93bf2d10e42d3c9bfd8dfc962837097,1,0x3cd751e6b0078be393132286c442345e5dc49699,0xdac17f958d2ee523a2206206994597c13d831ec7,2021-11-03 23:59:33.000000 UTC,250000,220629911839,6709599,63209,0,3847427,2.0,33,5382555,116725874,0.0461127838717232,1386,813025,3995143,0.2035033539475308,191,154,0xbe6eab7a7d5350026f74b1cb7e248fa8c93bf2d10e42d3c9bfd8dfc962837097,682867,190,1,16396206,1436,8912132,1890192,189,1218061,2,,,1,0
0x515045ccbc5eaa3cd5738e7e9d1c17b6a1ecf3696bd9d22ac761d6c0dcc14ac2,1,0x46340b20830761efd32832a74d7169b29feb9758,0xdac17f958d2ee523a2206206994597c13d831ec7,2021-11-03 23:58:37.000000 UTC,350000,220396245458,5930251,63209,0,3848568,,96,5382553,116725819,0.0461127884654208,1386,1011313,3850141,0.2626690814700032,1064,101,0x515045ccbc5eaa3cd5738e7e9d1c17b6a1ecf3696bd9d22ac761d6c0dcc14ac2,751312,791,1,16396202,1436,8912130,850187,1063,6710038,2,,,1,0
0xd1541464b307bf0f91ffbe040158ef1c995370288b2ffa8230ff45ebe834d5cb,1,0x41fe5578b753f6936c991cf8313fdd1d6546d4a3,0xdac17f958d2ee523a2206206994597c13d831ec7,2021-11-03 23:59:33.000000 UTC,94813,224235310241,4511238,58409,0,2,,10,5382555,116725874,0.0461127838717232,1386,5,5,1.0,1,162,0xd1541464b307bf0f91ffbe040158ef1c995370288b2ffa8230ff45ebe834d5cb,3,1,1,16396206,1436,8912132,1,0,184,2,,,1,0
0x1c7eac595d49ebcd6140899ad59ab6061d3ab181aa0850c749c191d1c0f4f294,1,0x3cd751e6b0078be393132286c442345e5dc49699,0xdac17f958d2ee523a2206206994597c13d831ec7,2021-11-03 23:59:27.000000 UTC,250000,206850282038,5466435,63209,0,3847400,2.0,53,5382554,116725836,0.0461127903166185,1386,813024,3995118,0.203504377092241,191,128,0x1c7eac595d49ebcd6140899ad59ab6061d3ab181aa0850c749c191d1c0f4f294,682856,190,1,16396203,1436,8912131,1890184,189,1218060,2,,,1,0
