transaction_hash,trace_involved_amt,from_address,to_address,block_timestamp,gas,gas_price,receipt_cumulative_gas_used,receipt_gas_used,value,nonce,transaction_type,contract_block_involved,contract_tx_count,contract_block_per_tx,contract_main_active_days,sender_block_involved,sender_tx_count,sender_block_per_tx,sender_main_active_days,contract_interact,add_feat_hash,sender_tx_count_call_contract,sender_days_call_contract,trace_amt,distinct_sender_in_contract,contract_lifetime_days,contract_lifetime_block,distinct_contract_sender_called,sender_lifetime_days,sender_lifetime_block,contract_involved_amt,max_breadth,depth,distinct_was_called_in_sample,distinct_sender_call_in_sample
0xfaa583ef550f64c34d37e71c228a7f70cbc6a32d2b2560e5ca334f8bee693bfd,7,0xe82542051b5e3ef94ce93c7a0473082dd3932bd5,0xde9ec95d7708b8319ccca4b8bc92c0a3b70bf416,2021-06-03 23:59:54.000000 UTC,467563,23000000000,4754728,355862,0,869,,4386,4462,0.98296727924697447,146,878,893,0.98320268756998885,206,3,0xfaa583ef550f64c34d37e71c228a7f70cbc6a32d2b2560e5ca334f8bee693bfd,2,2,45,2390,147,954986,193,741,4745363,18,8,7,2,6
0x7d787711903fd45d4ee0465d0ae2a52c9b56adb1ea86d9d413b12e78c8beae2c,1,0x33facbc2e7763a32a4deba8707a69463ece11246,0xe592427a0aece92de3edee1f18e0157c05861564,2021-06-03 23:59:54.000000 UTC,260056,20300000000,13600085,100895,0,8,,168171,731428,0.22992146868864741,31,11,11,1.0,5,32,0x7d787711903fd45d4ee0465d0ae2a52c9b56adb1ea86d9d413b12e78c8beae2c,1,1,5,322539,30,194725,7,136,882464,4,1,3,2,2
0x08f14609347fb47cad36bcd32aaba01368c4421eac934261e2e0819759569dd2,17,0xcc9f2bdbd4802087f682452e2f390e754d4ad02e,0x111111125434b319222cdbf8c261674adb56f3ae,2021-06-03 23:59:38.000000 UTC,1050000,31900000000,8151234,1036725,0,384,,445000,693801,0.6413942902936145,212,367,392,0.93622448979591832,47,4,0x08f14609347fb47cad36bcd32aaba01368c4421eac934261e2e0819759569dd2,137,13,104,139887,211,1373799,33,181,1176858,21,6,9,1,3
0x5ca86e654d4321069cda964f1978f309f271ac24af917a1ecc5a6a2ea061806a,2,0x706ee6cf36a4bf95ec7fe5d468571b9e9e63fbb6,0x46a189c7f37953b91e5bd75d0e608efdafefaf1c,2021-06-03 23:59:38.000000 UTC,500000,39571500000,1962648,56150,0,17677,,7490,9444,0.7930961457009742,240,12911,17688,0.72992989597467206,859,2,0x5ca86e654d4321069cda964f1978f309f271ac24af917a1ecc5a6a2ea061806a,9443,240,6,2,239,1554785,6,1018,6384245,5,1,3,1,1
0xd1c8694ee1a95d6e364afeac43b6bbadc5ddc4619a0665e2dedcb903c5ccb106,1,0x375c1dc69f05ff526498c8aca48805eec52861d5,0xa0c68c638235ee32657e8f720a23cec1bfc77c77,2021-06-03 23:59:38.000000 UTC,126143,29000000000,11277457,92206,0,4,,202923,308913,0.6568936885142419,279,6,6,1.0,2,8,0xd1c8694ee1a95d6e364afeac43b6bbadc5ddc4619a0665e2dedcb903c5ccb106,1,1,7,91850,281,1829165,4,16,103437,8,1,5,1,3
0xc8efcd5d9937221ace68cfc442e14451bd575f9c4e531abffe5bbec370bea3e0,1,0x71660c4005ba85c37ccec55d0c4493e66fe775d3,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2021-06-03 23:59:38.000000 UTC,250000,39000000000,2032173,48525,0,141639,,2925803,10655226,0.27458854462589533,992,77490,142107,0.54529333530367963,38,299,0xc8efcd5d9937221ace68cfc442e14451bd575f9c4e531abffe5bbec370bea3e0,126103,36,2,3745298,1035,6482130,579,36,234485,3,0,1,1,1
0x182e5b9f55cbdf4a8b717ada1ea3fe8dba3cc765af7e1faaf7e3eebeb523a024,1,0x71660c4005ba85c37ccec55d0c4493e66fe775d3,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2021-06-03 23:59:38.000000 UTC,250000,38000000000,2465917,65625,0,141640,,2925803,10655226,0.27458854462589533,992,77490,142107,0.54529333530367963,38,307,0x182e5b9f55cbdf4a8b717ada1ea3fe8dba3cc765af7e1faaf7e3eebeb523a024,126103,36,2,3745298,1035,6482130,579,36,234485,3,0,1,1,1
0xefbe0b66f47ec3bd0050983cd190f32f3e1d5e41d76b3ddce93e1de1ca5bd32a,3,0xfb1cb00ddbd7a5391dadb2449a26f1dc611c4a9e,0xc36442b4a4522e871399cd717abdd847ab11fe88,2021-06-03 23:59:38.000000 UTC,506240,32000000000,6827002,398004,3645461629890429151,22,,54627,71733,0.76153234912801637,31,25,25,1.0,7,3,0xefbe0b66f47ec3bd0050983cd190f32f3e1d5e41d76b3ddce93e1de1ca5bd32a,7,3,17,14534,30,194864,9,13,85495,6,4,5,3,4
0x9891e30f4fdf6688db14b141bf6dd444c4a231d1ee63079433a123c9b276f3d7,1,0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2021-06-03 23:59:38.000000 UTC,84276,43000000000,1527207,39868,0,1482688,,2925803,10655226,0.27458854462589533,992,782626,1572775,0.49760836737613456,769,302,0x9891e30f4fdf6688db14b141bf6dd444c4a231d1ee63079433a123c9b276f3d7,251910,761,2,3745298,1035,6482130,115502,808,5171890,3,0,1,1,1
0x9b351c1577d50ce170260a0772c79d3905b9cebbfcc0453247ad40c217652034,1,0x3732a6b4666e7cfe4759698ff7802a2630ead87e,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2021-06-03 23:59:38.000000 UTC,123188,37000000000,3554258,33525,0,9,,2925803,10655226,0.27458854462589533,992,11,11,1.0,8,306,0x9b351c1577d50ce170260a0772c79d3905b9cebbfcc0453247ad40c217652034,8,6,2,3745298,1035,6482130,3,28,182507,3,0,1,1,1
0x50007cb77128704637c30f1825fe6d2af852208be37e328f12af6c8ff28b1546,2,0x7ace2e1bb87bea8ad952eab4de66b7d2a4992ca4,0x11111112542d85b3ef69ae05771c2dccff4faa26,2021-06-03 23:59:38.000000 UTC,165393,29000000000,11684732,129526,0,262,,265805,457993,0.5803691322793143,82,241,280,0.86071428571428577,71,13,0x50007cb77128704637c30f1825fe6d2af852208be37e328f12af6c8ff28b1546,2,1,9,92894,81,525732,88,188,1221637,6,2,3,1,2
0x69fabb7d11c8dc318327c2216183079a96d66cb6e7f321cd08455113abb48603,1,0xa6b28c781daa9f973bee51a46d174e777c12046a,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2021-06-03 23:59:38.000000 UTC,79395,38750000000,2300547,50625,0,1,,2925803,10655226,0.27458854462589533,992,4,4,1.0,3,305,0x69fabb7d11c8dc318327c2216183079a96d66cb6e7f321cd08455113abb48603,2,2,2,3745298,1035,6482130,1,31,201834,3,0,1,1,1
0x666f4e420f3a6f2bbbabe40a75aede7829a45da29ae09b4ac303608ad8889068,1,0x6474bf7e1e9e9a76b3e77a186ee114b0e3ba72c8,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2021-06-03 23:59:38.000000 UTC,84000,45500000000,984985,65613,0,39019,,2925803,10655226,0.27458854462589533,992,33800,39072,0.86506961506961511,201,301,0x666f4e420f3a6f2bbbabe40a75aede7829a45da29ae09b4ac303608ad8889068,39008,201,2,3745298,1035,6482130,2,220,1429450,3,0,1,1,1
0xc2f69f2766a30bd87d3473addf867d4614fa03f4849b0f59bbc6d82192df6cf2,3,0x1fbe205ad662ded080f273cf53c0aaf074886abf,0x11111112542d85b3ef69ae05771c2dccff4faa26,2021-06-03 23:59:38.000000 UTC,405294,29000000000,11041181,284471,0,31,,265805,457993,0.5803691322793143,82,39,41,0.95121951219512191,14,14,0xc2f69f2766a30bd87d3473addf867d4614fa03f4849b0f59bbc6d82192df6cf2,11,8,28,92894,81,525732,5,40,259324,11,3,5,1,3
0xc3884c89c0351e3951489491ff019031327f04163b5d4ff085e0967d29a53628,1,0x4529d1ea3f1d79e17c6dc78311e1febddb085441,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2021-06-03 23:59:38.000000 UTC,84000,45500000000,1054510,48525,0,4469,,2925803,10655226,0.27458854462589533,992,3955,4478,0.88320678874497549,51,304,0xc3884c89c0351e3951489491ff019031327f04163b5d4ff085e0967d29a53628,4470,50,2,3745298,1035,6482130,1,86,563484,3,0,1,1,1
0xd0515aa9c74641f05e02bd00fcc1a29e156f8028c7e20451dc21ec67e0234e64,1,0x3b7b918f138f558a311757eb4a249536424ac873,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2021-06-03 23:59:38.000000 UTC,84000,45500000000,1124023,48513,0,43468,,2925803,10655226,0.27458854462589533,992,37532,43527,0.86226939600707608,200,303,0xd0515aa9c74641f05e02bd00fcc1a29e156f8028c7e20451dc21ec67e0234e64,43462,200,2,3745298,1035,6482130,2,223,1450972,3,0,1,1,1
0x952142dadbdfeb96a8ee4d60abd740e57316c2b6c751610f918ea58e845c7636,1,0x7b0af2761fe5c6ce615d9b4c3e7ee6418d91daee,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2021-06-03 23:59:38.000000 UTC,79381,36250001823,4284370,65613,0,17,,2925803,10655226,0.27458854462589533,992,22,23,0.95652173913043481,15,300,0x952142dadbdfeb96a8ee4d60abd740e57316c2b6c751610f918ea58e845c7636,2,1,2,3745298,1035,6482130,13,1245,7704163,3,0,1,1,1
0x04c465f4a2b98332c2344ebeea85591f77dea2f368b34f09a08534675c920c43,3,0x7ace2e1bb87bea8ad952eab4de66b7d2a4992ca4,0x11111112542d85b3ef69ae05771c2dccff4faa26,2021-06-03 23:59:38.000000 UTC,374218,29000000000,11555206,256749,0,261,,265805,457993,0.5803691322793143,82,241,280,0.86071428571428577,71,12,0x04c465f4a2b98332c2344ebeea85591f77dea2f368b34f09a08534675c920c43,2,1,23,92894,81,525732,88,188,1221637,9,3,4,1,3
0x9a2e8b2152507b95def0a7c2d54bbfe5769a5bd5d061bcc0dd95bf86422ad545,3,0x0197abe48f0a9826d10f44dad7050f26586eb9ba,0x0000000000007f150bd6f54c40a34d7c3d5e9f56,2021-06-03 23:59:38.000000 UTC,300241,27000100001,13305550,211841,0,133565,,649807,1441011,0.45093826487098293,224,129911,133593,0.97243867567911491,185,2,0x9a2e8b2152507b95def0a7c2d54bbfe5769a5bd5d061bcc0dd95bf86422ad545,123955,184,21,128,223,1449897,3,184,1195976,10,6,3,1,4
0xbe2884a90241c4a5adaa9819555b555f9263f48a109834eed3130eabb5d8f5b0,4,0xc1cff51724c9feed7d5145953ece9ad3fe26a0c8,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,2021-06-03 23:59:34.000000 UTC,222415,150000000000,199758,199758,0,2525,,2249997,39595282,0.056824876256721696,364,2324,2561,0.90745802420929322,82,37,0xbe2884a90241c4a5adaa9819555b555f9263f48a109834eed3130eabb5d8f5b0,1959,82,20,2060033,363,2356139,446,82,534998,8,8,3,1,5
0x350d095580a35a542268c0cadfc40999a005ec8fb5ae32b3169fff222ec9ceed,7,0xd544105c642fe022e3b0be3133d03a99051b71ab,0x7a0a6906de7714d27413f5092ed1a0636a3fbc9a,2021-06-03 23:59:34.000000 UTC,682282,23000000000,8856552,511572,0,22,,326,328,0.99390243902439024,10,26,27,0.96296296296296291,11,2,0x350d095580a35a542268c0cadfc40999a005ec8fb5ae32b3169fff222ec9ceed,1,1,61,271,9,63492,11,73,475645,15,13,5,1,4
0x6773cd00b53c04e816fc30bcb9d9c092856d07fe354ee8a5cce79f83880d2d65,2,0xea2d77a5b0a608072ecfd86d12875cffb64c6bdb,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,2021-06-03 23:59:34.000000 UTC,149115,27000000000,939052,118720,0,225,,2249997,39595282,0.056824876256721696,364,226,228,0.99122807017543857,36,36,0x6773cd00b53c04e816fc30bcb9d9c092856d07fe354ee8a5cce79f83880d2d65,179,30,9,2060033,363,2356139,24,144,939888,6,2,3,1,2
0xcd74db79f7dadfefb4a248e5df38dcd50371cac7d95ce1db9842c5b115f230b6,7,0x8bb6f96444ca07f45d47fa77cad98b3bb3250fa2,0xde9ec95d7708b8319ccca4b8bc92c0a3b70bf416,2021-06-03 23:59:34.000000 UTC,668010,23000000000,9349318,361443,0,2,,4385,4461,0.982963461107375,146,4,4,1.0,1,2,0xcd74db79f7dadfefb4a248e5df38dcd50371cac7d95ce1db9842c5b115f230b6,2,1,45,2390,147,954984,2,0,66,18,8,7,2,6
0x9177ee4b60e5d929a6dba2fa86caddd3f076f91d9504514ab732d70589fb2004,1,0x46340b20830761efd32832a74d7169b29feb9758,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2021-06-03 23:59:31.000000 UTC,350000,28000000000,5628596,65625,0,2405370,,2925802,10655217,0.27458868270819825,992,735503,2406524,0.30562878242643748,911,294,0x9177ee4b60e5d929a6dba2fa86caddd3f076f91d9504514ab732d70589fb2004,154143,716,2,3745298,1035,6482128,576318,910,5727668,3,0,1,1,1
0x296b58933c83aa39be7e4803e9dfa4a99c2bf1d1da01983bf644419376ab1f47,18,0xabd50fec13a35678565f531c5e2a0e0e3a4a82cc,0x5abfbe56553a5d794330eaccf556ca1d2a55647c,2021-06-03 23:59:31.000000 UTC,648858,27000000000,14155077,514566,3500000000000000000,279,,1308,1335,0.97977528089887644,11,257,285,0.90175438596491231,62,3,0x296b58933c83aa39be7e4803e9dfa4a99c2bf1d1da01983bf644419376ab1f47,1,1,84,874,10,68580,108,209,1358410,16,23,9,1,6
0x61d3a0705cd704fe62d68425dd9f62c7fc437fbe64815f8b34cbb33cc8094077,1,0x46340b20830761efd32832a74d7169b29feb9758,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2021-06-03 23:59:31.000000 UTC,350000,28000000000,4783365,65625,0,2405345,,2925802,10655217,0.27458868270819825,992,735503,2406524,0.30562878242643748,911,297,0x61d3a0705cd704fe62d68425dd9f62c7fc437fbe64815f8b34cbb33cc8094077,154143,716,2,3745298,1035,6482128,576318,910,5727668,3,0,1,1,1
0xff0885318e61307092c616335f865f70e3f2889d0fc55da0da5076b3aa80b6b4,2,0xd87ec5a0f6137490426ada71b3926d3c84253cd7,0xdef1c0ded9bec7f1a1670819833240f027b25eff,2021-06-03 23:59:31.000000 UTC,229816,30600000000,4103852,210787,0,1,,370632,487367,0.76047824329509384,314,3,3,1.0,1,11,0xff0885318e61307092c616335f865f70e3f2889d0fc55da0da5076b3aa80b6b4,1,1,15,104953,331,2149190,2,0,294,9,4,4,1,4
0x74a0aeefde9c4d722411c6c8cfdd2326298d52ca2e44ea31f56036ce454a80fd,2,0xf1ccfd15d0e5eb2063deff9137b6bb2607f135a3,0x7e9997a38a439b2be7ed9c9c4628391d3e055d48,2021-06-03 23:59:31.000000 UTC,2288366,24300000000,11398257,1877586,2120000000000000000,132,,3622,3745,0.96715620827770366,269,147,156,0.94230769230769229,54,1,0x74a0aeefde9c4d722411c6c8cfdd2326298d52ca2e44ea31f56036ce454a80fd,11,11,130,1011,273,1779070,13,115,751924,49,21,10,1,5
0xa9d329b461be2f17938fd55c1eb3600212b9ae6b4bd9792757504302d072a588,2,0x8c3a43432bcce644cbba6219861afe2a73ab026e,0xf6874c88757721a02f47592140905c4336dfbc61,2021-06-03 23:59:31.000000 UTC,150000,38000000000,2695061,113977,0,0,,312078,500272,0.62381664374580226,749,2,2,1.0,1,12,0xa9d329b461be2f17938fd55c1eb3600212b9ae6b4bd9792757504302d072a588,1,1,12,500255,748,4785039,1,0,0,7,3,5,1,2
0x16234ff02e200750911271a5c869ee6fac9f25e3059934f81f217464d0e1cc83,5,0x2326d4fb2737666dda96bd6314e3d4418246cfe8,0x11111112542d85b3ef69ae05771c2dccff4faa26,2021-06-03 23:59:31.000000 UTC,345228,40000000000,2398905,205598,0,4541,,265803,457988,0.58037110142623827,82,4317,4563,0.9460880999342538,217,11,0x16234ff02e200750911271a5c869ee6fac9f25e3059934f81f217464d0e1cc83,155,46,21,92892,81,525730,414,244,1590919,8,3,5,1,3
0x379aaf17c6b4f44b0056b6e93fb70b1fb7178ff79156b4f6c1933645736b8696,1,0x46340b20830761efd32832a74d7169b29feb9758,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2021-06-03 23:59:31.000000 UTC,350000,28000000000,4932990,65625,0,2405350,,2925802,10655217,0.27458868270819825,992,735503,2406524,0.30562878242643748,911,296,0x379aaf17c6b4f44b0056b6e93fb70b1fb7178ff79156b4f6c1933645736b8696,154143,716,2,3745298,1035,6482128,576318,910,5727668,3,0,1,1,1
0x5a1a35a5ec139aaa457436198d72b17bed2e17174eaf734637618615873894fa,2,0x93d3a0bee1cdc5623d9c74349ace4b0c3692f17e,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,2021-06-03 23:59:31.000000 UTC,239742,35000000000,494623,166055,0,369,,2249996,39595261,0.05682488113918481,364,397,403,0.98511166253101734,70,35,0x5a1a35a5ec139aaa457436198d72b17bed2e17174eaf734637618615873894fa,217,60,14,2060030,363,2356138,70,139,902372,8,4,3,1,3
0x4985f9ebf03553b52cf23bcb8538811c51064b754c4895d3d1b53da554828603,1,0x71660c4005ba85c37ccec55d0c4493e66fe775d3,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2021-06-03 23:59:31.000000 UTC,250000,38000000000,2844686,65625,0,141638,,2925802,10655217,0.27458868270819825,992,77489,142105,0.54529397276661629,38,298,0x4985f9ebf03553b52cf23bcb8538811c51064b754c4895d3d1b53da554828603,126101,36,2,3745298,1035,6482128,579,36,234483,3,0,1,1,1
0x99d2333bba6be6ac289c9d1521d274e001f4b9c87e13915477e4cd821baf8535,4,0xabd50fec13a35678565f531c5e2a0e0e3a4a82cc,0xdef1c0ded9bec7f1a1670819833240f027b25eff,2021-06-03 23:59:31.000000 UTC,281600,23000000000,13640511,164609,0,278,,370632,487367,0.76047824329509384,314,257,285,0.90175438596491231,62,12,0x99d2333bba6be6ac289c9d1521d274e001f4b9c87e13915477e4cd821baf8535,18,10,19,104953,331,2149190,108,209,1358410,9,6,4,1,5
0x9d8dc9bf04de113e47022968892db441f55ab9e9244907be5c967d937fd21083,1,0xc161bcd042161af33a86bf3321f93f4fce5d9459,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2021-06-03 23:59:31.000000 UTC,90000,23000000000,14426775,33525,0,0,,2925802,10655217,0.27458868270819825,992,2,2,1.0,1,295,0x9d8dc9bf04de113e47022968892db441f55ab9e9244907be5c967d937fd21083,1,1,2,3745298,1035,6482128,1,0,0,3,0,1,1,1
0x8fce629098664ef6d848c2e40d445ac08b2c7b4574855784361af05898525562,1,0x46340b20830761efd32832a74d7169b29feb9758,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2021-06-03 23:59:12.000000 UTC,350000,28000000000,12117978,65625,0,2405325,,2925801,10655212,0.27458871770923,992,735502,2406492,0.30563243094097137,911,287,0x8fce629098664ef6d848c2e40d445ac08b2c7b4574855784361af05898525562,154140,716,2,3745297,1035,6482127,576307,910,5727667,3,0,1,1,1
0x2c1067ea1efe68fac3954bac8600c25c27062e4e8dfdc6bf73bda30c00f00029,1,0x46340b20830761efd32832a74d7169b29feb9758,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2021-06-03 23:59:12.000000 UTC,350000,28000000000,12646372,65613,0,2405337,,2925801,10655212,0.27458871770923,992,735502,2406492,0.30563243094097137,911,291,0x2c1067ea1efe68fac3954bac8600c25c27062e4e8dfdc6bf73bda30c00f00029,154140,716,2,3745297,1035,6482127,576307,910,5727667,3,0,1,1,1
0xf3ded26970083ff482940bd20cd9df9861dffe6559e7ae93db06082c05f63680,1,0x02bfdec41eb709ab09050c38d1d928cb68bc0aef,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2021-06-03 23:59:12.000000 UTC,79395,37500000000,3799485,50625,0,175,,2925801,10655212,0.27458871770923,992,233,236,0.98728813559322037,96,285,0xf3ded26970083ff482940bd20cd9df9861dffe6559e7ae93db06082c05f63680,9,4,2,3745297,1035,6482127,72,1275,7878623,3,0,1,1,1
0x891d218ee09ab86a63a72610d261221284269d10e279e2ec39174be811cd21dc,1,0xbb3f319073a10d571c3afaf0a65491a158d4e7e4,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2021-06-03 23:59:12.000000 UTC,123188,37000000000,4000216,33525,0,21,,2925801,10655212,0.27458871770923,992,25,25,1.0,18,292,0x891d218ee09ab86a63a72610d261221284269d10e279e2ec39174be811cd21dc,16,15,2,3745297,1035,6482127,5,81,526378,3,0,1,1,1
0x3d9aee9c96b1742a8c1a3fc2b363578cc446604a3af8200348d6dc9c0be7ab69,1,0x8993801b6afc20cfeb9d2c0a354e154cd1d79d80,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2021-06-03 23:59:12.000000 UTC,99262,40000000000,2236556,50637,0,510,,2925801,10655212,0.27458871770923,992,535,545,0.981651376146789,116,289,0x3d9aee9c96b1742a8c1a3fc2b363578cc446604a3af8200348d6dc9c0be7ab69,8,5,2,3745297,1035,6482127,105,1007,6316123,3,0,1,1,1
0xc75726fb66aaecbb945d1730122e6f36936d223ca7ec8f591ad92fe93c8b57ff,1,0x46340b20830761efd32832a74d7169b29feb9758,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2021-06-03 23:59:12.000000 UTC,350000,28000000000,12438634,65613,0,2405332,,2925801,10655212,0.27458871770923,992,735502,2406492,0.30563243094097137,911,293,0xc75726fb66aaecbb945d1730122e6f36936d223ca7ec8f591ad92fe93c8b57ff,154140,716,2,3745297,1035,6482127,576307,910,5727667,3,0,1,1,1
