transaction_hash,trace_involved_amt,from_address,to_address,block_timestamp,gas,gas_price,receipt_cumulative_gas_used,receipt_gas_used,value,nonce,transaction_type,rn,contract_block_involved,contract_tx_count,contract_block_per_tx,contract_main_active_days,sender_block_involved,sender_tx_count,sender_block_per_tx,sender_main_active_days,sender_lifetime_days,sender_lifetime_block,contract_interact,add_feat_hash,sender_tx_count_call_contract,sender_days_call_contract,trace_amt,distinct_sender_in_contract,contract_lifetime_days,contract_lifetime_block,distinct_contract_sender_called,contract_involved_amt,max_breadth,depth,distinct_was_called_in_sample,distinct_sender_call_in_sample,z_trace_involved_amt,z_contract_block_involved,z_contract_tx_count,z_contract_main_active_days,z_sender_block_involved,z_sender_tx_count,z_sender_main_active_days,z_contract_interact,z_sender_tx_count_call_contract,z_sender_days_call_contract,z_trace_amt,z_distinct_sender_in_contract,z_contract_lifetime_days,z_contract_lifetime_block,z_distinct_contract_sender_called,z_sender_lifetime_days,z_sender_lifetime_block,z_contract_involved_amt,z_max_breadth,z_depth,z_distinct_was_called_in_sample,z_distinct_sender_call_in_sample,z_gas,z_gas_price,z_receipt_cumulative_gas_used,z_receipt_gas_used,z_value,z_nonce,involved_trace_ratio,contract_active_day_ratio,tx_count_per_distinct_caller,contract_block_ratio,sender_active_day_ratio,sender_tx_count_per_contract,sender_block_ratio,tx_sender_call_contract,sender_call_contract_tx_ratio,sender_tx_count_call_contract_per_days,sender_call_contract_day_ratio,is_sus
0x820d2b046f4623dee1d568389bcbc0123b18fb13591f405f0f8aa47a88af480b,4,0xf408bee3443d0397e2c1cde588fb060ac657006f,0xef0b56692f78a44cf4034b07f80204757c31bcc9,2024-10-09 01:52:11.000000 UTC,4000000,27056840600,5070433,215013,0.0,96657,2,29,68277,71717,0.9520336879679852,584,95822,97556,0.9822255935052688,931,1037,7169129,23,0x820d2b046f4623dee1d568389bcbc0123b18fb13591f405f0f8aa47a88af480b,35794,583,20,9,586,4177173,10,15,6,8,1,3,1.7240003705313012,0.8486560737363198,0.5475342630491756,2.8235595806947216,7.733240886201337,7.760689974523754,4.101916913896456,-1.0980317967145616,6.755566856457221,6.533040615965014,1.8009332161185487,-0.921818197159964,1.8551022989963493,1.9531246823323989,-0.626281039732652,0.8711504033883984,0.8767821311221287,2.0285699182236567,0.9398200089389758,2.254025374849712,-0.070888120500832,2.370884214423926,5.898936523072504,2.672443219349415,-0.9992923985380744,0.3557094691771698,-0.30934852,7.760388483198607,0.2,0.9948892674616696,7968.555555555556,0.0163452611741813,0.896917148362235,9755.6,0.0133659174823165,0.3669072122678256,0.4991006316493997,61.39622641509434,0.9982876712328768,0
0xae961f4100c88d82a605ad5cbb3dc3ccb4ccf693708ef43b1bcfd40ee57a0eb4,1,0x58064d839da61b62e02390ad98a8b3706e59948e,0xb586d1dc01178ce79046e00ede62a3218722dfdd,2024-10-06 21:46:23.000000 UTC,67330,7002735669,4154821,46330,0.0,4,2,88,5921,6795,0.8713760117733628,277,7,7,1.0,4,319,2282871,585,0xae961f4100c88d82a605ad5cbb3dc3ccb4ccf693708ef43b1bcfd40ee57a0eb4,2,2,2,3091,306,2190153,4,3,1,1,1,1,-0.3665417117621117,-0.3238817084826617,-0.2511341299720877,0.2382601820395766,-0.2024723753729114,-0.2025624006360446,-0.9819007108894806,1.850803278828088,-0.1559480057588758,-0.2304716271768014,-0.6621621330292271,-0.5342529326167009,0.1237542828405106,0.1404117052052855,-0.6706263226479773,-1.0177364409459315,-1.0308525977050245,-0.8010056971063306,-0.5524315136697504,-0.9225757171470632,-0.070888120500832,-1.1863314111183485,-0.3255147600667745,-0.0840682775438708,-1.1686260664996262,-0.3928920980243486,-0.30934852,-0.1962181534422266,0.5,0.9022801302931596,2.198317696538337,0.0027034628615156,0.0125,1.75,3.0663129601659666e-06,0.2857142857142857,0.0002943340691685,1.0,0.0072202166064981,0
0x78c38101a95e4622812281cda8fd780f05a17944b9ac79de816688d3c664b202,1,0x346f6f9dc73b8f0ae7ac9cf003d6512c145f9d04,0xb586d1dc01178ce79046e00ede62a3218722dfdd,2024-09-05 08:22:47.000000 UTC,73126,2610032225,7904814,43321,0.0,20,2,641,5571,6445,0.8643910007757952,246,26,26,1.0,11,572,4076200,235,0x78c38101a95e4622812281cda8fd780f05a17944b9ac79de816688d3c664b202,2,1,2,3031,275,1964025,14,3,1,1,1,1,-0.3665417117621117,-0.330463083551246,-0.2554398189150876,-0.0227961090298353,-0.2008987329164077,-0.2010113668465846,-0.9435115810367282,0.0143401534901389,-0.1559480057588758,-0.2421127842217959,-0.6621621330292271,-0.5417980059043699,-0.0679306760910286,-0.0658797060999856,-0.596717517789102,-0.3521537506721358,-0.3307224202537172,-0.8010056971063306,-0.5524315136697504,-0.9225757171470632,-0.070888120500832,-1.1863314111183485,-0.3163411147730999,-0.6878617446415289,-0.4751007855726136,-0.4062457976604077,-0.30934852,-0.1949010116443905,0.5,0.8913043478260869,2.1263609369844936,0.0028365204941278,0.019197207678883,1.8571428571428568,6.37848820507134e-06,0.0769230769230769,0.0003103180760279,2.0,0.0040650406504065,0
0xb4df479a6db8e47d9f8bb83575fec781625b52fe342ba1172e4d26ced239ba27,6,0xdc04a684e7b204969920f5af76df6c4419e928e5,0x5ebc127fae83ed5bdd91fc6a5f5767e259df5642,2024-09-04 23:06:47.000000 UTC,725000,3516806332,12590074,230394,8.5e+16,1766,2,648,55892,59072,0.946167388949079,201,2041,2067,0.9874213836477987,527,935,6490025,79,0xb4df479a6db8e47d9f8bb83575fec781625b52fe342ba1172e4d26ced239ba27,12,10,23,21382,201,1437861,215,12,9,6,1,2,3.117695092060243,0.615769415952272,0.391975872522792,-0.4017487896144657,-0.0340098092398214,-0.0343976845156417,1.886315705251884,-0.8041976966604899,-0.1540169835018865,-0.1373423708168453,2.2114491076431784,1.7658626591291864,-0.525501223217929,-0.5458871095972379,0.8888494598742928,0.6028127179815717,0.6116544250359099,1.3211760143911595,1.8351709225042117,1.3464250628506331,-0.070888120500832,0.5922764016527886,0.715415415966864,-0.5632222626187328,0.3913931672737236,0.423969108293895,3.7745163,-0.0511679129555253,0.2608695652173913,0.995049504950495,2.7626975961088767,0.0388716024208164,0.563034188034188,9.613953488372092,0.0003144825613949,0.0058055152394775,0.000203141928494,1.2,0.0497512437810945,0
0x5ab987452f16223bdd3bd3928594d7fa8fac32036459a857e58da1ff69b7e4c5,1,0x1b45abfd4a82c438f1bb63b691ac7c662efcf0c6,0xb586d1dc01178ce79046e00ede62a3218722dfdd,2024-09-01 12:31:23.000000 UTC,52550,1280192788,6990294,35033,0.0,823,2,711,5528,6401,0.8636150601468521,242,757,884,0.8563348416289592,285,990,6841248,191,0x5ab987452f16223bdd3bd3928594d7fa8fac32036459a857e58da1ff69b7e4c5,5,2,3,3022,271,1936597,271,4,1,2,1,2,-0.3665417117621117,-0.3312716524882435,-0.2559811055250648,-0.0564807917484691,-0.1403549099846039,-0.1309699462488634,0.5591486446281551,-0.2165294965523461,-0.155368699081779,-0.2304716271768014,-0.5253235025210173,-0.5429297668975203,-0.0926642191789692,-0.0909016442468801,1.3027387670839947,0.7475046071715272,0.7487747310784602,-0.565207729162165,-0.5524315136697504,-0.468775561147524,-0.070888120500832,0.5922764016527886,-0.348907872116552,-0.8706531337224777,-0.644232498595377,-0.4430272740923314,-0.30934852,-0.1287969576654909,0.3333333333333333,0.8897058823529411,2.1181336863004634,0.0028544901936282,0.2875882946518668,3.261992619926199,0.0001106523092493,0.005656108597285,0.000781127948758,2.5,0.0082644628099173,0
0x10904b66d903dedc3d5e69befab3aa21999a662e059db9dda2fdfb3212f94d27,2,0xbec8a402549eba6f67722105a18da3389d9f094d,0x5ebc127fae83ed5bdd91fc6a5f5767e259df5642,2024-08-08 01:13:47.000000 UTC,286105,2689604656,18360975,184002,0.0,3622,2,851,51052,54068,0.944218391654953,174,3823,3899,0.9805078225185944,543,765,5395032,26,0x10904b66d903dedc3d5e69befab3aa21999a662e059db9dda2fdfb3212f94d27,21,12,13,19833,174,1237971,830,10,6,6,1,2,0.3303056490023592,0.5247584007181345,0.3304168226063014,-0.629120397965244,0.1135812885227972,0.1151546261312409,1.9740622877724607,-1.082290684211665,-0.1522790634705961,-0.1140600567268562,0.8430628025610803,1.5710740170858657,-0.6924526390615278,-0.7282421925847965,5.434240958695128,0.1555832423035268,0.1841602823560451,0.8495800785028286,0.9398200089389758,1.3464250628506331,-0.070888120500832,0.5922764016527886,0.0207523636605648,-0.6769242173052585,1.4586660227769146,0.2180851489997584,-0.30934852,0.1016205355934632,0.1538461538461538,0.9942857142857144,2.7261634649321835,0.0412384125004442,0.7088772845953003,4.697590361445784,0.0007086147573147,0.0053859964093357,0.0003883997928534,1.75,0.0689655172413793,0
0x9d69d78b01e803b5ca2844c56633a07147c684527d82a9ae00928899d5ce019b,2,0xbf38f4174b1e86fb6baac287209bbc7b0524f9d9,0xb233e3602bb06aa2c2db0982bbaf33c2b15184c9,2024-08-28 06:35:23.000000 UTC,286767,1418220227,7753903,179632,9400000000000000.0,483,2,741,8934,9212,0.9698219713417282,198,484,490,0.9877551020408164,141,1065,7313778,16,0x9d69d78b01e803b5ca2844c56633a07147c684527d82a9ae00928899d5ce019b,1,1,13,4811,204,1454366,49,12,5,6,1,2,0.3303056490023592,-0.2672254711065344,-0.2214002723285709,-0.4270123016534411,-0.1629656673859479,-0.1631334890408239,-0.230570598057039,-1.1347610592213206,-0.1561411079845747,-0.2421127842217959,0.8430628025610803,-0.3179608317035236,-0.5069510659019736,-0.5308299749496335,-0.3380367007830381,0.944811728794194,0.9332542731764611,1.3211760143911595,0.6413697044172305,1.3464250628506331,-0.070888120500832,0.5922764016527886,0.0218001471637416,-0.8516807475801227,-0.5030103293157556,0.1986914409872696,0.14227891,-0.1567862208695082,0.1538461538461538,0.9658536585365852,1.914778632300977,0.0061428786544249,0.1322701688555347,10.0,6.617645952933497e-05,0.0020408163265306,0.0001085540599218,1.0,0.005050505050505,0
0x3e5b518fab163df9ac2fd9f8ef5e075be743fe4d37713891a47cd93aaac86849,2,0xe9d905a30f8cea3cdd6bc63b7a6ba1eeb34d1b29,0x5ebc127fae83ed5bdd91fc6a5f5767e259df5642,2024-10-05 19:21:35.000000 UTC,209864,11172926540,18180680,179250,0.0,39,2,111,59118,62437,0.9468424171564938,232,47,50,0.94,29,554,3951122,209,0x3e5b518fab163df9ac2fd9f8ef5e075be743fe4d37713891a47cd93aaac86849,1,1,13,22581,232,1658859,18,10,6,6,1,2,0.3303056490023592,0.676430890155852,0.4333719962176343,-0.1406924985450537,-0.199159443885535,-0.1990521662704246,-0.8447966757010789,-0.1220828215349658,-0.1561411079845747,-0.2421127842217959,0.8430628025610803,1.9166383736611048,-0.3338162642863896,-0.3442756801606254,-0.5671539958455518,-0.3995074598615757,-0.3795538852750571,0.8495800785028286,0.9398200089389758,1.3464250628506331,-0.070888120500832,0.5922764016527886,-0.0999184249583179,0.4891400067302115,1.425322189728497,0.196996155755972,-0.30934852,-0.1933369057594602,0.1538461538461538,0.9957081545064378,2.7650236924848324,0.035637727113801,0.0522522522522522,2.7777777777777777,1.1895352283388798e-05,0.02,1.6016144273427613e-05,1.0,0.0043103448275862,0
0x8c22c00d38c0151f5e63f3a191e67d9a084f3a268cddf58e9605d0db2a9176bb,1,0xb7c7e353d99c30c3233db7b7354a401fcf71eb04,0xb586d1dc01178ce79046e00ede62a3218722dfdd,2024-09-17 03:11:23.000000 UTC,66978,12022301107,7505139,51130,0.0,7,2,427,5717,6591,0.8673949324836899,258,10,10,1.0,7,663,4726431,381,0x8c22c00d38c0151f5e63f3a191e67d9a084f3a268cddf58e9605d0db2a9176bb,2,2,2,3050,287,2048428,7,3,1,1,1,1,-0.3665417117621117,-0.3277177099512079,-0.2536437315274362,0.078257939126066,-0.2022239055113582,-0.2023175005640246,-0.9654482266668724,0.780407628631112,-0.1559480057588758,-0.2304716271768014,-0.6621621330292271,-0.539408732696608,0.0062699531727929,0.011119223658376,-0.6484536811903147,-0.1127544431033,-0.0768669673979718,-0.8010056971063306,-0.5524315136697504,-0.9225757171470632,-0.070888120500832,-1.1863314111183485,-0.3260718896636298,0.6058897079589618,-0.5490168479904645,-0.3715900846467866,-0.30934852,-0.1959711893551324,0.5,0.8958333333333334,2.160983606557377,0.0027909192849739,0.0105421686746987,1.4285714285714286,2.1157608953223065e-06,0.2,0.0003034440904263,1.0,0.0077519379844961,0
0xb16107a1800ec425cf543db86a8c3863217c77bc45a407547ad93cb194168c28,2,0x4920b0fecea26ca1339d7e98382c2620d59ec762,0x5ebc127fae83ed5bdd91fc6a5f5767e259df5642,2024-08-30 03:40:47.000000 UTC,191930,814323644,6925817,163325,1.079e+16,1162,2,728,54685,57836,0.9455183622657168,196,1542,1555,0.9916398713826368,206,420,2994859,58,0xb16107a1800ec425cf543db86a8c3863217c77bc45a407547ad93cb194168c28,21,15,14,20992,196,1396233,56,13,6,6,1,2,0.3303056490023592,0.5930730739300397,0.376770639569798,-0.443854643012758,-0.075338629544842,-0.0761939634737224,0.1258998934328055,-0.9143854841807668,-0.1522790634705961,-0.0791365855918727,0.97990143306929,1.716819682759338,-0.5564181520778547,-0.5838633835209264,-0.2863005373818254,-0.7520295171607405,-0.7528867114771202,1.5569739823353257,0.9398200089389758,1.3464250628506331,-0.070888120500832,0.5922764016527886,-0.1283035448162821,-0.9346885846140672,-0.6561569020644851,0.1263222884564565,0.20906216,-0.1008900158238383,0.1428571428571428,0.9949238578680204,2.755144817073171,0.0391660710167493,0.4893111638954869,27.767857142857142,0.0005148821647756,0.0135048231511254,0.0003630956497683,1.4,0.0765306122448979,0
