transaction_hash,trace_involved_amt,from_address,to_address,block_timestamp,gas,gas_price,receipt_cumulative_gas_used,receipt_gas_used,value,nonce,transaction_type,rn,contract_block_involved,contract_tx_count,contract_block_per_tx,contract_main_active_days,sender_block_involved,sender_tx_count,sender_block_per_tx,sender_main_active_days,sender_lifetime_days,sender_lifetime_block,contract_interact,add_feat_hash,sender_tx_count_call_contract,sender_days_call_contract,trace_amt,distinct_sender_in_contract,contract_lifetime_days,contract_lifetime_block,distinct_contract_sender_called,contract_involved_amt,max_breadth,depth,distinct_was_called_in_sample,distinct_sender_call_in_sample,is_sus
0xefd2cebd8908e1043d7998a9fffb6e797380c0bbde024eddf3afc740767805bf,2,0xde14584338553866732bd37244c93d4f60070904,0x23a1820a47bcd022e29f6058a5fd224242f50d1a,2023-01-21 14:22:11+00:00,600000,16613930414,8581454,305401,0,84,2,223,71,71,1.0,51,90,96,0.9375,17,1718,10871884,1,0xefd2cebd8908e1043d7998a9fffb6e797380c0bbde024eddf3afc740767805bf,1,1,25,59,317,2096770,24,9,7,4,2,4,0
0x4ba3399cf05e7ab6927057646090730b2dbb6ce1896dd9186127e69e0b235a84,2,0x65f2edecfbf9a675e7353ef105973e2ea515fe79,0x23a1820a47bcd022e29f6058a5fd224242f50d1a,2023-01-28 23:40:11+00:00,600000,14740367793,6965283,318116,0,628,2,80,72,72,1.0,52,630,661,0.9531013615733736,201,1804,11390404,2,0x4ba3399cf05e7ab6927057646090730b2dbb6ce1896dd9186127e69e0b235a84,2,2,28,59,324,2149686,136,9,7,4,1,4,0
0x548d10e930fc30debac05ffabec4c45be00a8481b4602e143a44a0cbcda2444a,2,0x74eb2eb9acf1659981a467688d687dd41c8d070a,0x23a1820a47bcd022e29f6058a5fd224242f50d1a,2023-01-29 07:39:47+00:00,600000,14631558330,11178620,305413,0,32,2,77,73,73,1.0,53,35,37,0.945945945945946,15,764,4984546,3,0x548d10e930fc30debac05ffabec4c45be00a8481b4602e143a44a0cbcda2444a,1,1,25,60,325,2152071,16,9,7,4,2,4,0
0xa6f63fcb6bec8818864d96a5b1bb19e8bd85ee37b2cc916412e720988440b2aa,6,0x837962b686fd5a407fb4e5f92e8be86a230484bd,0x5061f7e6dfc1a867d945d0ec39ea2a33f772380a,2023-02-02 15:56:35+00:00,970231,45000000000,1298304,897331,0,15,2,1,1,1,1.0,1,12,18,0.6666666666666666,1,0,4433,1,0xa6f63fcb6bec8818864d96a5b1bb19e8bd85ee37b2cc916412e720988440b2aa,1,1,95,1,0,0,8,19,16,12,3,7,1
0x1b4fef9e38f2917d70b86035f37e589f217bd780fcd320f35d30b1eef930f313,1,0xe0c351155ee1fb30de60c45e117a9f2c143a14ee,0xb5599f568d3f3e6113b286d010d2bca40a7745aa,2023-01-20 16:57:59+00:00,200000,31643674875,9970753,156217,0,61,2,250,30860,35468,0.8700800721777376,737,65,66,0.9848484848484848,22,137,969357,1,0x1b4fef9e38f2917d70b86035f37e589f217bd780fcd320f35d30b1eef930f313,10,6,7,2686,775,5048913,16,6,2,3,1,4,0
0x6373152aa2063e333bb5957a4c177635db41f715f314e97684cfdb4bcff63754,1,0x15e030e12cd2c949181bff268cbef26f524d7929,0xb5599f568d3f3e6113b286d010d2bca40a7745aa,2023-01-20 19:01:59+00:00,500000,26971276150,13027596,214698,0,14962,2,249,30861,35469,0.870083735092616,737,11380,14981,0.7596288632267539,681,772,5028707,2,0x6373152aa2063e333bb5957a4c177635db41f715f314e97684cfdb4bcff63754,14942,680,7,2686,775,5049529,9,6,2,3,1,4,0
0xec10440fed08084e9fe1d7d2f758e11aa6fbd87d25a44fb8abebec946c560688,1,0x15e030e12cd2c949181bff268cbef26f524d7929,0xb5599f568d3f3e6113b286d010d2bca40a7745aa,2023-01-20 19:02:35+00:00,500000,23895055386,11002522,228154,0,14963,2,248,30862,35470,0.8700873978009585,737,11381,14982,0.7596449072219997,681,772,5028710,3,0xec10440fed08084e9fe1d7d2f758e11aa6fbd87d25a44fb8abebec946c560688,14943,680,9,2686,775,5049532,9,6,4,3,1,4,0
0xaed953664eedc72fc8ddd58a867e562ad01d8e7436763fb065da49facec1ba8d,1,0xe0c351155ee1fb30de60c45e117a9f2c143a14ee,0xb5599f568d3f3e6113b286d010d2bca40a7745aa,2023-01-20 20:42:59+00:00,200000,30412177484,6752192,85677,0,62,2,247,30863,35471,0.8700910603027826,737,66,67,0.9850746268656716,22,137,970471,4,0xaed953664eedc72fc8ddd58a867e562ad01d8e7436763fb065da49facec1ba8d,11,6,3,2686,775,5050027,16,4,0,2,1,2,0
0x4aba68ac552c2877fbd4db5b9acf4fc3f3c67d270110720dec73ac3e26653422,1,0x3ca2070165b221fe655f27bfbbb814418d37844c,0xb5599f568d3f3e6113b286d010d2bca40a7745aa,2023-01-20 20:46:35+00:00,700000,26604761846,13569460,59273,0,5926,2,246,30864,35472,0.8700947225981055,737,5575,6039,0.9231660871005132,214,240,1608400,5,0x4aba68ac552c2877fbd4db5b9acf4fc3f3c67d270110720dec73ac3e26653422,4925,213,3,2686,775,5050045,48,4,0,2,1,2,0
0x48a8d65861df6f6c444877b73769af61efd071cc23e38a2db89ff0079ce76294,1,0x211f45f7f15921ff43c8dd47cebc5cdd9fc12301,0xb5599f568d3f3e6113b286d010d2bca40a7745aa,2023-01-20 22:31:11+00:00,200000,27622586025,10333956,112845,0,260,2,245,30865,35473,0.870098384686945,737,277,298,0.929530201342282,97,659,4298764,6,0x48a8d65861df6f6c444877b73769af61efd071cc23e38a2db89ff0079ce76294,79,47,7,2686,775,5050567,26,5,3,3,1,3,0
0x210814e2c133a7203f4c273fc409556a63952bac53249e964b989bc1d5a9bb39,1,0x3ca2070165b221fe655f27bfbbb814418d37844c,0xb5599f568d3f3e6113b286d010d2bca40a7745aa,2023-01-20 22:36:23+00:00,700000,26603137535,11525450,59266,0,5927,2,244,30866,35474,0.8701020465693183,737,5576,6040,0.92317880794702,214,240,1608948,7,0x210814e2c133a7203f4c273fc409556a63952bac53249e964b989bc1d5a9bb39,4926,213,3,2686,775,5050593,48,4,0,2,1,2,0
0x17066215ac05815987cd8a0dc7125867df59fddc7e533c2b7f1fd0452e2057ee,1,0x958192ec9b5007bf203bf9bba456bc203cce5328,0xb5599f568d3f3e6113b286d010d2bca40a7745aa,2023-01-21 02:38:47+00:00,200000,16865464903,5979073,109432,0,32,2,243,30867,35475,0.8701057082452431,738,38,41,0.926829268292683,18,472,3088804,8,0x17066215ac05815987cd8a0dc7125867df59fddc7e533c2b7f1fd0452e2057ee,8,7,7,2686,776,5051799,8,5,3,3,1,3,0
0x1662fcabae24206fdb3cec8e26a27b56bdb93698a9c01d93498b68046f6f173c,1,0xff7fbdd739e20451c712cf52aa3fc06ac901974e,0xb5599f568d3f3e6113b286d010d2bca40a7745aa,2023-01-21 02:41:23+00:00,700000,16852437274,11224847,81951,0,520,2,242,30868,35476,0.8701093697147367,738,569,574,0.9912891986062716,188,241,1610458,9,0x1662fcabae24206fdb3cec8e26a27b56bdb93698a9c01d93498b68046f6f173c,448,187,3,2686,776,5051812,25,4,0,2,1,2,0
0x0131f4a93e5d7555dc81f4dd36b6c3a1b898620b0b5c3878435870f71019c7e9,1,0xff7fbdd739e20451c712cf52aa3fc06ac901974e,0xb5599f568d3f3e6113b286d010d2bca40a7745aa,2023-01-21 03:31:23+00:00,700000,16452488182,11940548,137121,0,521,2,241,30869,35477,0.8701130309778164,738,570,575,0.991304347826087,188,241,1610705,10,0x0131f4a93e5d7555dc81f4dd36b6c3a1b898620b0b5c3878435870f71019c7e9,449,187,9,2686,776,5052059,25,6,3,3,1,4,0
0x77531c5ffc12b573eb7556afa7805c8b94a75bb1873d699431b249a2cb893165,1,0xb9f8e84aa31c7e4ddd279525e376e5e2f8021ef8,0xb5599f568d3f3e6113b286d010d2bca40a7745aa,2023-01-21 08:19:23+00:00,200000,16500532594,2890008,155930,0,0,2,240,30870,35478,0.8701166920345001,738,2,2,1.0,1,0,11,11,0x77531c5ffc12b573eb7556afa7805c8b94a75bb1873d699431b249a2cb893165,1,1,7,2687,776,5053488,1,6,2,3,1,4,0
0xfb421583619dfa4f251656a93a1eeddcca2372785301a6f372417c3e404913cf,1,0xb9f8e84aa31c7e4ddd279525e376e5e2f8021ef8,0xb5599f568d3f3e6113b286d010d2bca40a7745aa,2023-01-21 08:19:35+00:00,200000,15826307781,6573009,156200,0,1,2,239,30871,35479,0.870120352884805,738,3,3,1.0,1,0,12,12,0xfb421583619dfa4f251656a93a1eeddcca2372785301a6f372417c3e404913cf,2,1,7,2687,776,5053489,1,6,2,3,1,4,0
0x9a50d50dffd67f18fa8076251919d24821c3e43c88307cd3b8897d1613d67c69,1,0xb9f8e84aa31c7e4ddd279525e376e5e2f8021ef8,0xb5599f568d3f3e6113b286d010d2bca40a7745aa,2023-01-21 08:24:11+00:00,150000,15607088647,6301894,55380,0,2,2,238,30872,35480,0.8701240135287485,738,4,4,1.0,1,0,35,13,0x9a50d50dffd67f18fa8076251919d24821c3e43c88307cd3b8897d1613d67c69,3,1,3,2687,776,5053512,1,3,0,2,1,2,0
0x4957265d8d87df983358830a2b75b4c52d8b43a6ca6872483fceebc533c147d8,1,0xb9f8e84aa31c7e4ddd279525e376e5e2f8021ef8,0xb5599f568d3f3e6113b286d010d2bca40a7745aa,2023-01-21 08:24:23+00:00,150000,15617124429,2209048,91201,0,3,2,237,30873,35481,0.870127673966348,738,5,5,1.0,1,0,36,14,0x4957265d8d87df983358830a2b75b4c52d8b43a6ca6872483fceebc533c147d8,4,1,4,2687,776,5053513,1,4,1,2,1,2,0
0x383ffad34f272ef77a3d530e1bc112dcbe859952480df234b000476ec090e0d0,1,0xf24e1dc15cba1e2770eb89876daf9d95092b3d79,0xb5599f568d3f3e6113b286d010d2bca40a7745aa,2023-01-21 11:01:59+00:00,150000,15438931361,7734845,82613,0,414,2,236,30874,35482,0.8701313341976213,738,390,425,0.9176470588235291,157,922,6004361,15,0x383ffad34f272ef77a3d530e1bc112dcbe859952480df234b000476ec090e0d0,6,3,10,2687,776,5054298,98,5,3,3,1,2,0
0xa1fca3bcbb246b7c70667241e26dfc46d79e0b3b30601e3b723043085fe0277b,1,0x15e030e12cd2c949181bff268cbef26f524d7929,0xb5599f568d3f3e6113b286d010d2bca40a7745aa,2023-01-21 11:54:59+00:00,500000,15995250475,12461109,218586,0,14964,2,235,30875,35483,0.8701349942225854,738,11382,14983,0.759660949075619,682,773,5033739,16,0xa1fca3bcbb246b7c70667241e26dfc46d79e0b3b30601e3b723043085fe0277b,14944,681,7,2687,776,5054561,9,6,2,3,1,4,0
0x005be6f391bb871708747fba03a9580d48c690dc25ac1006cd964af0bbbc1963,1,0x15e030e12cd2c949181bff268cbef26f524d7929,0xb5599f568d3f3e6113b286d010d2bca40a7745aa,2023-01-21 11:55:47+00:00,500000,17054970525,8353873,210020,0,14965,2,234,30876,35484,0.870138654041258,738,11383,14984,0.7596769887880405,682,773,5033743,17,0x005be6f391bb871708747fba03a9580d48c690dc25ac1006cd964af0bbbc1963,14945,681,7,2687,776,5054565,9,6,2,3,1,4,0
0xdffd81e8cc7c281d3f6eca23329a28a49f06145667af39c7eaaab3af07b6a3ed,1,0xde335fdd79f07fe8c0e8a3dcb6862e92796edc6a,0xb5599f568d3f3e6113b286d010d2bca40a7745aa,2023-01-21 13:25:23+00:00,240385,17541567870,8620715,237188,0,253,2,233,30877,35485,0.8701423136536564,738,252,273,0.9230769230769232,112,894,5821232,18,0xdffd81e8cc7c281d3f6eca23329a28a49f06145667af39c7eaaab3af07b6a3ed,16,8,13,2687,776,5055012,67,8,4,4,1,5,0
0x92c49164e67770f82e51852112a71e450b927065e68601ab616a1cf67e82e4cd,1,0xde335fdd79f07fe8c0e8a3dcb6862e92796edc6a,0xb5599f568d3f3e6113b286d010d2bca40a7745aa,2023-01-21 13:25:59+00:00,150000,16396422893,8538023,91554,0,254,2,232,30878,35486,0.8701459730597982,738,253,274,0.9233576642335766,112,894,5821235,19,0x92c49164e67770f82e51852112a71e450b927065e68601ab616a1cf67e82e4cd,17,8,6,2687,776,5055015,67,5,1,3,1,2,0
0xe8d3ab6bbbbc04e220d96190619a48e5c299f194d2736b9d7e8ed0c332bc7b83,1,0x15e030e12cd2c949181bff268cbef26f524d7929,0xb5599f568d3f3e6113b286d010d2bca40a7745aa,2023-01-21 13:33:11+00:00,500000,15217853758,4401205,262212,0,14966,2,231,30879,35487,0.8701496322597007,738,11384,14985,0.759693026359693,682,773,5034229,20,0xe8d3ab6bbbbc04e220d96190619a48e5c299f194d2736b9d7e8ed0c332bc7b83,14946,681,14,2687,776,5055051,9,8,8,3,1,6,0
0xa0af01e009b567c6b681e87ba14dd45ea4513c01b98abe9cdf802faee384a85d,1,0x15e030e12cd2c949181bff268cbef26f524d7929,0xb5599f568d3f3e6113b286d010d2bca40a7745aa,2023-01-21 13:33:23+00:00,500000,15425165737,13727693,280276,0,14967,2,230,30880,35488,0.8701532912533814,738,11385,14986,0.759709061791005,682,773,5034230,21,0xa0af01e009b567c6b681e87ba14dd45ea4513c01b98abe9cdf802faee384a85d,14947,681,16,2687,776,5055052,9,8,8,3,1,6,0
0x5014c49712841fe120f30bf88d92467375c9558703d22b79aafa879188025b0a,1,0x15e030e12cd2c949181bff268cbef26f524d7929,0xb5599f568d3f3e6113b286d010d2bca40a7745aa,2023-01-21 13:34:23+00:00,500000,16093529844,3982003,285125,0,14968,2,229,30881,35489,0.8701569500408576,738,11386,14987,0.7597250950824047,682,773,5034235,22,0x5014c49712841fe120f30bf88d92467375c9558703d22b79aafa879188025b0a,14948,681,16,2687,776,5055057,9,8,8,3,1,6,0
0x6929ceb20f66cbb20062c3f7702ef5ca80768f6c483cc36cb92f2e471a94ff9f,1,0x435bf16a3ba0b1833955d0fe6f7b07dc49e4fb60,0xb5599f568d3f3e6113b286d010d2bca40a7745aa,2023-01-21 13:47:23+00:00,200000,17524068891,2708982,174264,0,25,2,228,30882,35490,0.870160608622147,738,28,29,0.9655172413793104,13,583,3802419,23,0x6929ceb20f66cbb20062c3f7702ef5ca80768f6c483cc36cb92f2e471a94ff9f,1,1,9,2688,776,5055122,8,6,4,3,1,4,0
0x6e087dee2b6bfce1099229f971c941f4aa71d2a5c9fd4ba8f732e4b9cdf8903a,1,0x435bf16a3ba0b1833955d0fe6f7b07dc49e4fb60,0xb5599f568d3f3e6113b286d010d2bca40a7745aa,2023-01-21 13:49:11+00:00,150000,17760777901,4339654,79692,0,26,2,227,30883,35491,0.8701642669972669,738,29,30,0.9666666666666666,13,583,3802428,24,0x6e087dee2b6bfce1099229f971c941f4aa71d2a5c9fd4ba8f732e4b9cdf8903a,2,1,4,2688,776,5055131,8,4,1,2,1,2,0
